#SHEET_NAME,忆-第九回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认72,,,,我原本语气平淡，一听到“怜烟小姐”四字，顿时有些失态。,我原本語氣平淡，一聽到“憐煙小姐”四字，頓時有些失態。,"My tone was initially calm, but the moment I heard ""Miss Lianyan"", I momentarily lost my composure.",口調こそ平静を装っているものの、「憐煙さま」の言葉を聞いて、思わず取り乱してしまった。,"Поначалу мой голос был спокойным, но, услышав имя ""Ляньянь"", я на миг утратил самообладание.",
,,忆鹂儿,通常,,,,,,,默认73,,鹂儿/19_鹂儿_10,,[是呀，老先生特地为您约了怜烟小姐，她平日难得一见，公子明日可千万别误了时辰。],[是呀，老先生特地為您約了憐煙小姐，她平日難得一見，公子明日可千萬別誤了時辰。],"""Yes, the Old Scholar specially arranged for you to meet Miss Lianyan. She's rarely available, Young Master, so please don't be late tomorrow.""",「そうですよ。ご老公がわざわざ憐煙さまに会えるよう計らってくれたので。普段は滅多にお目にかかれないんですよ。くれぐれもお時間を間違えませぬよう」,"""Да, пожилой господин специально организовал для Вас встречу с госпожой Ляньянь. Обычно с госпожой увидеться отнюдь не просто, так что ни в коем случае завтра не опоздайте, юный вельможа.""",
,,忆鹂儿,微笑,,,,,,,默认74,,鹂儿/19_鹂儿_11,,[若是找不到路，您可提前些到二十四桥南面的渡口，船夫会载您过去……］,[若是找不到路，您可提前些到二十四橋南面的渡口，船夫會載您過去……］,"""If you can't find the way, you may arrive early at the ferry south of Twenty-Four Bridges. The boatman will take you across...""",「道がわからなければ、少し前に二十四橋の南にある船着き場にお越しください。船頭がお連れ致しますので……」,"""Если Вы не знаете куда идти - подойдите пораньше к переправе к югу от Двадцать четвёртого моста. Там будет лодочник, он Вас и переправит.""",
,,,,,,,,,,默认75,,,,鹂儿细细叮嘱，我却有些心不在焉。,鸝兒細細叮囑，我卻有些心不在焉。,"Li'er gave detailed instructions, but my mind was elsewhere.",鵹児がそう言い含めるものの、私は心ここにあらずだった。,"Объясняла мне Ли'эр, но мысли мои были заняты другим.",
,,,,,,,,,,默认76,,,,一半心思听她说话，另一半早已被惊喜占据，化作怦然不止的心跳。,一半心思聽她說話，另一半早已被驚喜占據，化作怦然不止的心跳。,"Half my attention listened to her words, while the other half was already consumed by delight, transforming into a pounding heartbeat.",半分は話を聞いていたものの、もう半分は驚きいっぱいで、心臓がばくばくと高鳴っていた。,"Лишь половина моего сознания воспринимала её речь, в то время как другая половина была полностью объята ликованием, от которого бешено колотилось сердце.",
,,,,,,,,,,默认77,,,,终于能见到雁儿姐了。,終於能見到雁兒姐了。,"At last, I'll get to meet <ruby=Swan Goose>Sister Yan</ruby>.",ようやく、雁姉と会える。,Наконец-то я встречусь с сестричкой Лебёдушкой.,
,,,,,,,,,,默认78,,,,早就听闻泠音阁地方广大，阁中女子数十人，原以为即便得了进门资格，也需些时日才能见到雁儿姐。,早就聽聞泠音閣地方廣大，閣中女子數十人，原以為即便得了進門資格，也需些時日才能見到雁兒姐。,"I'd long heard <ruby=泠音>Lingyin</ruby> Pavilion was expansive, housing dozens of women. I'd assumed even with entry privileges, it would take time to encounter <ruby=Swan Goose>Sister Yan</ruby>.",泠音閣はとても広大な敷地で、数十人もの女が住んでいるという話を聞いていたため、たとえ店に入る資格があっても、雁姉に会うには日数がかかると思っていた。,"Я давно уже слышал, что ""Мелодичный павильон"" был обширным, и девушек в нём было несколько десятков. И был готов к тому, что, даже если мне удастся попасть внутрь, то пройдёт ещё какое-то время, прежде чем я удостоюсь встречи с сестричкой Лебёдушкой.",
,,,,,,,,,,默认79,,,,没想到，老先生竟已为我安排妥当。,沒想到，老先生竟已為我安排妥當。,"To my surprise, the Old Scholar had already made all the arrangements for me.",しかし意外なことに、ご老公はそんなところまで既に段取りを済ませておいてくれたのだ。,"Но к моему удивлению, пожилой господин всё организовал.",
,,,,,,,,,,默认80,,,,我绝不能辜负他创造的这番机缘，定要认真以待。,我絕不能辜負他創造的這番機緣，定要認真以待。,I mustn't squander this opportunity he's created—I'll approach it with utmost seriousness.,彼が用意してくれたこの縁を無駄にせず、真面目に向き合わなければ。,Мне нельзя упустить предоставленную им возможность - нужно отнестись к ней со всей серьёзностью.,
,,方知宥,,,,,,,,默认81,,方知宥/19_方知宥_08,,[好，明日酉时，我一定准时抵达泠音阁。],[好，明日酉時，我一定準時抵達泠音閣。],"""Very well, tomorrow at hour of rooster, I shall arrive punctually at <ruby=泠音>Lingyin</ruby> Pavilion.""",「わかった。明日の酉の刻、必ず時間通りに泠音閣に向かう。」,"""Хорошо, завтра в стражу <ruby=17:00-19:00>Петуха</ruby> я буду в 'Мелодичном павильоне' точно в срок.""",
,,,,,,,,,,默认82,,,,我望向鹂儿，郑重向她保证。,我望向鸝兒，鄭重向她保證。,I turned to Li'er and gave her my solemn assurance.,鵹児の方を向いて、固く誓った。,"Глядя на Ли'эр, пообещал я.",
,CharacterOff,,,,,,1,,,,,,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认83,,,,是啊。,是啊。,Yeah.,そうだ。,Да.,
,,,,,,,,,,默认84,,,,绝不能迟到。,絕不能遲到。,I absolutely must not be late.,絶対に遅れるわけにはいかない。,Опаздывать мне точно нельзя.,
,,,,,,,,,,默认85,,,,错过青楼头牌的邀约可谓禽兽。,錯過青樓頭牌的邀約可謂禽獸。,To miss an invitation from the pleasure house's star courtesan would be beastly.,青楼の一番娘の招待をふいにするなど、犬同然だ。,"Не ответить на приглашение ""девушки первого класса"" из ""зелёного терема"" - свинство.",
,,,,,,,,,,默认86,,,,错过雁儿姐的邀约，那可真是禽兽不如了。,錯過雁兒姐的邀約，那可真是禽獸不如了。,To miss <ruby=Swan Goose>Sister Yan</ruby>'s invitation—now that would truly be beneath even a beast.,雁姉の招待をふいにするなど、犬以下だ。,Не ответить на приглашение сестрички Лебёдушки... Даже свиньи так не поступили бы.,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,StopBgm,,,,,,3,,,,,,,,,,,
,,,,,,,,,,默认87,,,,……,……,...,……,...,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,左屋忆,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,Ambience,室外主风,,,,,,,,,,,,
,,,,,,,,,,默认88,,,,第二日，我早早醒来。,第二日，我早早醒來。,"The next day, I awoke early.",翌日、早くに目が覚めた。,На следующий день я встал очень рано.,
,,,,,,,,,,默认89,,,,昨夜辗转反侧，只囫囵睡了几个时辰，见天微亮便再难入眠。,昨夜輾轉反側，只囫圇睡了幾個時辰，見天微亮便再難入眠。,"I'd tossed and turned all night, catching only a few fitful hours of sleep before dawn broke and rest fled entirely.",昨晩は何度も寝返りを打ち、ほんの数刻微睡んだだけで、夜が明けるなり、まったく眠れなくなってしまった。,"Всю ночь я ворочался и смог уснуть лишь на пару страж перед рассветом, но после него мне так и не удалось сомкнуть глаз.",
,,,,,,,,,,默认90,,,,午时本想小憩片刻，又怕误了时辰，终究合不上眼。,午時本想小憩片刻，又怕誤了時辰，終究合不上眼。,"At noon, I considered a short nap but feared oversleeping—in the end, sleep never came.",午後に昼寝でもしようと思ったが、寝坊してしまうのが怖くて、結局瞼を閉じることもできなかった。,"Днём я хотел было вздремнуть, но побоялся, что просплю, так что решил не спать вовсе.",
,,,,,,,,,,默认91,,,,此时，我不禁略感慨分家后的种种不便。,此時，我不禁略感慨分家後的種種不便。,"Here, I couldn't help but reflect on the petty inconveniences since the family division.",この時ばかりは、思わず勘当された後の不便を嘆いた。,"Я невольно задумался о всяческих неудобствах, возникших после раздела имущества семьи.",
,,,,,,,,,,默认92,,,,往日住在方家，自有婢女提醒我起床，不必因担心误事而失眠。,往日住在方家，自有婢女提醒我起床，不必因擔心誤事而失眠。,"When I lived with the Fang Family, the maids always roused me—no sleepless nights fretting over missed engagements.",方家にいた頃は、起こしに来る女中がいたし、寝坊が心配で寝付けなくなることはなかった。,"Когда я жил с дядей и тётей, меня будили слуги. Так что я мог спокойно спать, не боясь, что просплю что-то важное.",
,,,,,,,,,,默认93,,,,如今既已分家，家中自然再无仆从，每次起床便只能靠自己记着了。,如今既已分家，家中自然再無僕從，每次起床便只能靠自己記著了。,"Now that the family has divided, there are naturally no servants left at home, so every morning I must rely on my own memory to wake up.",だが今は家を出たため、当然ながら女中はいないし、毎回自分でどうにか起きる他ない。,"А когда я стал жить один, понятное дело, что никаких слуг у меня не было, так что каждое утро мне приходилось вставать, лишь рассчитывая на себя.",
,,方知宥,,,,,,,,默认94,,方知宥/19_方知宥_09,,[之后是否该雇一位家仆？］,[之後是否該雇一位家僕？］,"""Should I hire a housemaid later?""",「これからは召使いを雇った方がいいかな？」,"""Может, стоит потом нанять слугу?""",
,,,,,,,,,,默认95,,,,出门前我略作沉吟。,出門前我略作沉吟。,I paused in thought before heading out.,家を出る前、少しだけそんなことを考えた。,Задумался я перед уходом.,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认96,,,,如今我家中藏银五百两，钱庄尚存三千两，这便是我分家时所得的全部财产。,如今我家中藏銀五百兩，錢莊尚存三千兩，這便是我分家時所得的全部財產。,"Currently, I have five hundred taels of silver hidden at home and three thousand taels deposited in the bank—this is all the property I received when the family divided.",今は家に五百両、<ruby=銀行>銭庄</ruby>に三千両預けてある。これが私が家を出た時に得た全財産だ。,"Сейчас у меня пять сотен таэлей серебра дома, а так же три тысячи таэлей в банке - всё это я получил после раздела имущества семьи.",
,,,,,,,,,,默认97,,,,若买奴婢，几十两便可买下一个，可我既已分家沦为白身，私买奴婢若被举报告官，终是不妥……,若買奴婢，幾十兩便可買下一個，可我既已分家淪為白身，私買奴婢若被舉報告官，終是不妥……,"A servant could be bought for just a few dozen taels, but since I’ve become a commoner after the family division, privately purchasing one might cause trouble if reported to the authorities...",<ruby=奴隷>奴婢</ruby>を買うつもりなら、数十両で事足りる。しかし勘当されて大した身分もない私である。奴婢を買って訴えられでもしたら、それはそれで良くない……,"Слугу можно купить за пару десятков таэлей, но, раз я после раздела семьи попал в ранг простолюдинов, то, если вдруг на меня донесут властям за тайную покупку слуги, будут неприятности...",
,,,,,,,,,,默认98,,,,等下，我已考中秀才，按理说应该能买一个奴婢吧？,等一下，我已考中秀才，按理說應該能買一個奴婢吧？,Wait—I’ve already passed the county-level imperial exams. Shouldn’t that entitle me to legally buy one servant?,いや待てよ。私は秀才に合格したのだ。奴婢の一人くらい買えるのが当然では？,"А, погодите - у меня же теперь есть звание сюцая. Это же вроде даёт мне право купить слугу, не так ли?",
,,,,,,,,,,默认99,,,,回头将这事向王生打听下，再做决定吧。,回頭將這事向王生打聽一下，再做決定吧。,Let's ask Scholar Wang about this later before deciding.,帰ったら王書生に相談して、それから決めることにしよう。,Потом спрошу у учёного Вана и уже тогда решу.,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认100,,,,……,……,...,……,...,
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认101,,,,不过，先不管我能否买奴婢，雇长工应当也比买奴婢要更划算一些。,不過，先不管我能否買奴婢，雇長工應當也比買奴婢要更划算一些。,"But setting aside whether I can buy a servant, hiring a long-term laborer would likely be more economical than purchasing a servant.",奴婢を買うかどうかはさておいて、<ruby=常雇い>長工</ruby>の方が、奴婢を買うよりも割に合っている。,"Хотя, вне зависимости от того, имею ли я право купить слугу или нет, в любом случае может быть выгоднее нанять батрака.",
,,,,,,,,,,默认102,,,,若雇长工，一年开销至多十几两，倒不算昂贵。,若雇長工，一年開銷至多十幾兩，倒不算昂貴。,Hiring long-term laborers would cost at most a dozen taels annually—not terribly expensive.,長工を雇うならば、一年でせいぜい十数両だ。そう高いものでもない。,Батрак обойдётся максимум десяток с лишним таэлей в год - не особенно дорого.,
,,,,,,,,,,默认103,,,,嗯……有空的话，先打听一下是否有人愿意来当长工吧。,嗯……有空的話，先打聽一下是否有人願意來當長工吧。,"Hmm... When I have time, I'll first check if anyone's willing to work as a long-term laborer.",ふむ……暇があれば、誰か長工に来てくれる者がいないか聞いてみよう。,"Хм-м-м... Когда будет время, надо будет разузнать, не найдётся ли человек, согласный батрачить на меня.",
,,,,,,,,,,默认104,,,,不过越是计较这些日常用度，我便越觉流连风月场所——尤其是青楼，确是一桩靡费之好。,不過越是計較這些日常用度，我便越覺流連風月場所——尤其是青樓，確是一樁靡費之好。,"Yet the more I tally these daily expenses, the clearer it becomes that frequenting pleasure quarters—especially pleasure houses—is truly a lavish habit.",だがこうした日常の出費を考えれば考えるほど、色町に魅了されていく――特に青楼は、贅沢な趣味だ。,"Чем больше я считаю свои расходы, тем больше понимаю, что ""весёлые кварталы"", особенно ""зелёные терема"" - развлечение не из дешёвых.",
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,天空,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,StopAmbience,,,,,,3,,,,,,,
,Bgm,游船画舫,,,,0.2,3,,,,,,,,,,,
,,,,,,,,,,默认105,,,,……,……,...,……,...,
,,,,,,,,,,默认106,,,,申时，我悉心洗漱更衣，换上一身新衫，便往二十四桥行去。,申時，我悉心洗漱更衣，換上一身新衫，便往二十四橋行去。,"During the <ruby=申时>hour of monkey</ruby>, I bathed meticulously, changed into fresh clothes, and headed toward the Twenty-Four Bridges.",申の刻、私は丁寧に身支度を整え、新しい服に着替えると、二十四橋に向かって出発した。,"В стражу <ruby=15:00-17:00>Обезьяны</ruby> я тщательно помылся и, переодевшись, направился к Двадцать четвёртому мосту.",
,,,,,,,,,,默认107,,,,二十四桥每日都会在申时醒来，我没有途经花街柳巷，而从另一处直奔青楼，我看到一些青楼已经有侍女在门前挂上灯笼，等待暮晚的客人光临。,二十四橋每日都會在申時醒來，我沒有途徑花街柳巷，而從另一處直奔青樓，我看到一些青樓已經有侍女在門前掛上燈籠，等待暮晚的客人光臨。,"Every day at the <ruby=申时>hour of monkey</ruby>, the Twenty-Four Bridges would awaken. Instead of taking the route through the pleasure quarters, I headed straight to the pleasure house from another direction. I saw that some pleasure houses already had maids hanging lanterns by their doors, awaiting evening visitors.",二十四橋は、いつも申の刻に目を覚ます。私は花街や柳巷を通らず、直接青楼に繋がっている別の道を通った。青楼の門前ではすでに数名の侍女が提灯を持ち、夕暮れ時の客がやってくるのを待っている。,"Каждый день к страже <ruby=15:00-17:00>Обезьяны</ruby> район начинал просыпаться. Чтобы не идти через ""Цветочную улицу"" с ""Ивовым переулком"", я пошёл через другое место напрямую к ""Мелодичному павильону"". По дороге я видел, как у некоторых ""зелёные теремов"" служанки уже вывешивали снаружи фонари, зазывая клиентов.",
,,,,,,,,,,默认108,,,,我沿河走了一段，寻到昨日鹂儿所说的南面渡口。,我沿河走了一段，尋到昨日鸝兒所說的南面渡口。,I walked along the river for a while and found the southern ferry crossing that Li'er had mentioned the day before.,川沿いに少し歩いて行くと、昨日鵹児が言っていた南の船着き場に辿り着いた。,"Я прошёл вдоль реки, пока не отыскал южную переправу, о которой вчера говорила Ли'эр.",
,,,,,,,,,,默认109,,,,渡口泊着一艘乌篷船，一位年近不惑的中年船夫正撑篙而立，懒散打着哈欠。,渡口泊著一艘烏篷船，一位年近不惑的中年船夫正撐篙而立，懶散打著哈欠。,"A black-canopied boat was moored at the ferry, where a middle-aged boatman nearing forty stood leaning on his pole, yawning lazily.",そこには一艘の烏蓬船が停まっており、四十歳くらいの中年の船頭が櫂を手に立ち、あくびをしている。,"У переправы стояла лодка с чёрным навесом, а на ней, опёршись на шест, лениво зевал лодочник примерно <ruby=40 лет>возраста ""утраты сомнений""</ruby> на вид.",
,,方知宥,,,,,,,,默认110,,方知宥/19_方知宥_10,,[船家，可否乘船？］,[船家，可否乘船？］,"""Boatman, may I board?""",「どうも、乗ってもいいかな？」,"""Лодочник, переправишь меня?""",
,,船夫,<Off>,,,,,,,默认111,,船夫/19_船夫_01,,[去哪里？］,[去哪裡？］,"""Where to?""",「行先は？」,"""Куды?""",
,,,,,,,,,,默认112,,,,船夫耷拉着脑袋，没什么精神地问道。,船夫耷拉著腦袋，沒什麼精神地問道。,The boatman drooped his head and asked listlessly.,船頭がうつむき、元気なく訊いた。,"Опустив голову, лениво спросил он.",
,,方知宥,,,,,,,,默认113,,方知宥/19_方知宥_11,,[去泠音阁，我有请柬。］,[去泠音閣，我有請柬。］,"""To <ruby=泠音>Lingyin</ruby> Pavilion—I have an invitation.""",「泠音閣だ。招待状ならある」,"""В 'Мелодичный павильон'. У меня приглашение.""",
,,,,,,,,,,默认114,,,,我微微一笑，从怀中取出檀木请柬示于他。,我微微一笑，從懷中取出檀木請柬示於他。,"With a faint smile, I withdrew the sandalwood invitation from my robe and showed it to him.",私は笑顔で懐から檀木の招待状を取り出すと、それを彼に見せた。,"Улыбнувшись, достал я из-за пазухи приглашение из сандалового дерева и показал ему.",
,,船夫,<Off>,,,,,,,默认115,,船夫/19_船夫_02,,[哦！公子是往泠音阁的贵客，快请上船，我这就载您过去。],[哦！公子是往泠音閣的貴客，快請上船，我這就載您過去。],"""Oh! You're an honored guest bound for <ruby=泠音>Lingyin</ruby> Pavilion. Please board quickly—I’ll take you there at once.""",「おお！旦那さんが泠音閣の貴賓かい。さあさ乗った乗った。すぐにお連れいたしましょう」,"""Ого! Так Вы, юный вельможа, почётный гость, направляющийся в 'Мелодичный павильон'. Присаживайтесь, я Вас мигом переправлю!""",
,,,,,,,,,,默认116,,,,船夫微微一怔，顿时神色转变，由疲惫转为精神，由敷衍转为殷勤。,船夫微微一怔，頓時神色轉變，由疲憊轉為精神，由敷衍轉為殷勤。,"The boatman froze momentarily, his expression shifting from exhaustion to alertness, from indifference to eagerness.",船頭は少し驚いたかと思うと、すぐに疲れた顔から元気そうな表情に変わり、態度もぞんざいなものから丁寧に変化した。,"Лодочник на мгновение застыл, после чего сразу же взбодрился и начал выказывать радушное отношение.",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认117,,,,——嗒。,——嗒。,—Tap.,――スッ,*Топ.*,
,,,,,,,,,,默认118,,,,我踏上船，脚下轻轻一晃，在船头安然坐下。,我踏上船，腳下輕輕一晃，在船頭安然坐下。,"I stepped onto the boat, swaying slightly underfoot, then settled calmly at the bow.",船に乗ると、足元が軽く揺れた。私は船首の方に腰かける。,"Взойдя на лодку, покачивающуюся под ногами, я присел на носу.",
,,,,,,,,,,默认119,,,,船夫行至船尾，先是稳住船身，继而划动船桨。,船夫行至船尾，先是穩住船身，繼而划動船槳。,"The boatman moved to the stern, first steadying the vessel before rowing the oar.",船頭は船尾の方に行くと、まずは船体を安定させ続けて櫂を漕ぎ出した。,"Лодочник же, устроившись на корме, выровнял положение лодки и взялся за весло.",
,,,,,,,,,,默认120,,,,桨拨清波，木船缓缓调头，朝泠音阁方向驶去。,槳撥清波，木船緩緩調頭，朝泠音閣方向駛去。,The oar parted the clear waves as the wooden boat turned slowly and headed toward <ruby=泠音>Lingyin</ruby> Pavilion.,ばしゃんと波が立ち、木造の船がゆっくりと動き出し、泠音閣の方へと進んでいく。,"Весло рассекло прозрачные волны, медленно направляя деревянную лодку к ""Мелодичному Павильону"".",
,,,,,,,,,,默认121,,,,我望向湖面远际。,我望向湖面遠際。,I gazed toward the distant horizon of the lake.,その間、私は水面の向こうを眺めた。,Я устремил взгляд к далёкому горизонту озера.,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,二十四桥忆篇,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认122,,,,二十四桥静静横卧湖尽，此时无风，柳枝凝止不动，宛如一幅静默的画卷。,二十四橋靜靜橫臥湖盡，此時無風，柳枝凝止不動，宛如一幅靜默的畫卷。,"The Twenty-Four Bridges lay silently across the far end of the lake. There was no wind, and the willow branches hung motionless, like a silent painting.",二十四橋が静かに水面の果てに横たわっている。風もなく、柳の枝一つ動かない様は、静かな絵を見ているような気分だった。,"Район Двадцать четвёртого моста тихо раскинулся по краям озера. Из-за полного штиля ивы застыли, напоминая неподвижную картину.",
,,方知宥,,,,,,,,默认123,,方知宥/19_方知宥_12,,[船家，大约多久能到？？],[船家，大約多久能到？？],"""Boatman, about how long until we arrive?""",「どのくらいで着く？」,"""Лодочник, а сколько ещё плыть?""",
,,,,,,,,,,默认124,,,,盯着湖面看了一会儿后，我开口问道。,盯著湖面看了一會後，我開口問道。,"After staring at the lake for a while, I spoke up.",水面をしばらく眺めてから、訊いてみた。,"Понаблюдав некоторое время за водной гладью, спросил я.",
,,船夫,<Off>,,,,,,,默认125,,船夫/19_船夫_03,,[不久，从此处到泠音阁，约莫一炷香工夫……怎么，公子等急了？要不我给您唱首船歌解闷，只收一钱银子，一直能唱到泠音阁。］,[不久，從此處到泠音閣，約莫一炷香工夫……怎麼，公子等急了？要不我給您唱首船歌解悶，只收一錢銀子，一直能唱到泠音閣。］,"""Not long. From here to <ruby=泠音>Lingyin</ruby> Pavilion, roughly the time it takes to burn one stick of incense... What, Young Master getting impatient? How about I sing you a boat song to pass the time? Just one mace, and I’ll sing all the way to <ruby=泠音>Lingyin</ruby> Pavilion.""",「すぐですよ。泠音閣までは一炷香ほどです……旦那さん、さては待ちきれない様子ですな？なんなら歌で緊張をほぐしましょうか？銀一銭で到着まで歌いますよ」,"""Почти приплыли. Отсюда до 'Мелодичного павильона' осталось плыть примерно одну палочку благовоний... Что, юный вельможа, уже надоело ждать? Если что, могу спеть Вам песню, чтобы рассеять скуку - за цянь серебра буду петь всю дорогу до самого павильона.""",
,,方知宥,,,,,,,,默认126,,方知宥/19_方知宥_13,,[好，你唱吧。］,[好，你唱吧。］,"""Alright, go ahead and sing.""",「それはいいな、頼むよ」,"""Ладно, пой.""",
,,,,,,,,,,默认127,,,,我点点头，从怀中取出一钱银子置于船上。,我點點頭，從懷中取出一錢銀子置於船上。,"I nodded, took out a mace from my pocket, and placed it on the boat.",私は頷き、懐から一銭を取り出すと船に置いた。,"Кивнув, я достал цянь из-за пазухи и положил его на лодку.",
,,,,,,,,,,默认128,,,,一钱银子听几首歌，虽不算便宜。,一錢銀子聽幾首歌，雖不算便宜。,A mace for a few songs isn't exactly inexpensive.,一銭で数曲は安いとは言えない。,Цянь за пару песен - не сказать чтобы дёшево.,
,,,,,,,,,,默认129,,,,但今日得见雁儿姐，实是重要时刻。,但今日得見雁兒姐，實是重要時刻。,But meeting <ruby=Swan Goose>Sister Yan</ruby> today is truly a significant moment.,だが今日は雁姉に会う大事な日だ。,Но сегодняшняя встреча с сестричкой Лебёдушкой очень важна для меня.,
,,,,,,,,,,默认130,,,,细枝末节处，不该吝啬。,枝微末節處，不該吝嗇。,One shouldn't skimp on the finer details.,細かいことにけちをつける野暮はするもんじゃない。,Так что мне не стоит скупиться по пустякам.,
,,船夫,<Off>,,,,,,,默认131,,船夫/19_船夫_04,,[好嘞！公子真是爽快人！］,[好嘞！公子真是爽快人！］,"""Alright! Young Master, you are certainly generous!""",「あいよ！やっぱ旦那さんは気前がいいですな！」,"""Замечательно! Вы очень щедры, юный вельможа!""",
,,,,,,,,,,默认132,,,,船夫瞥见船板上的银子，顿时眉开眼笑。,船夫瞥見船板上的銀子，頓時眉開眼笑。,The boatman spotted the silver on the deck and immediately beamed with joy.,船板に置かれた金を見るや、船頭がにこやかに笑った。,При виде серебра лодочник сразу же расплылся в улыбке.,
,,,,,,,,,,默认133,,,,他随即清一清嗓子，放声唱起船歌。,他隨即清一清嗓子，放聲唱起船歌。,He then cleared his throat and belted out boat songs at the top of his voice.,すぐに喉を鳴らし、大きな声で船歌を歌い始めた。,"Прочистив горло, он запел во весь голос лодочную песню.",
,CharacterOff,,,,,,,,,,,,,
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,天空,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,,,,,,,,,,默认134,,,,木船在歌声中破开道道水纹，笔直驶向泠音阁。,木船在歌聲中破開道道水紋，筆直駛向泠音閣。,"The wooden boat cut through the rippling water, heading straight for <ruby=泠音>Lingyin</ruby> Pavilion.",船が歌声導かれながらさざ波をかき分け、まっすぐ泠音閣に向かっていく。,"Под её звуки деревянная лодка рассекала рябь воды, направляясь прямо к ""Мелодичному Павильону"".",
,,,,,,,,,,默认135,,,,我微阖双眼，随着歌声韵律轻轻摇晃，怡然自得。,我微闔雙眼，隨著歌聲韻律輕輕搖晃，怡然自得。,"I half-closed my eyes, swaying gently to the rhythm of the songs, utterly content.",私は目を細め、歌の韻律に体を揺らしながら、ゆったりとそれを楽しんだ。,"Прикрыв глаза, я начал покачиваться песне в такт, на душе у меня было блаженное состояние.",
,,,,,,,,,,默认136,,,,嗯？,嗯？,Hm?,ん？,А?,
,,,,,,,,,,默认137,,,,片刻后，我突然看到前些时日见过的那对鸳鸯。,片刻後，我突然看到前幾日見過的那對鴛鴦。,"A moment later, I suddenly spotted the pair of mandarin ducks I'd seen a few days earlier.",少しすると、数日前に見たおしどりがいるのを見つけた。,"Немного погодя я вдруг заметил ту парочку мандаринок, что видел несколько дней назад.",
,,,,,,,,,,默认138,,,,它们一红一绿，相伴同游，时而交颈嬉戏，时而短暂分离，漾起圈圈涟漪。,它們一紅一綠，相伴同游，時而交頸嬉戲，時而短暫分離，漾起圈圈漣漪。,"One red and one green, they swam together—sometimes nuzzling playfully, sometimes briefly parting—leaving rippling circles in their wake.",赤と緑の姿が寄り添いながら泳いでいる。時に首を絡めて戯れ、時にすっと離れ、水面に波紋を立てた。,"Две мандаринки, алая и изумрудная, то плыли бок о бок, то игриво тёрлись шеями, поднимая на воде рябь.",
,,方知宥,,,,,,,,默认139,,方知宥/15_方知宥_04,,[湖面淬镜展画屏，鸳鸯游弋似丹青。红妆翠羽如笔舞，碧波荡漾墨轻盈……］,[湖面淬鏡展畫屏，鴛鴦游弋似丹青。紅妝翠羽如筆舞，碧波盪漾墨輕盈……］,"""The lake's surface, a quenched mirror, unfolds like a painted screen... Mandarin ducks glide as if brushed by an ink master's hand... Their crimson plumage and emerald feathers dance like calligraphy... While rippling jade waves bear the lightness of drifting ink.""",「鏡のごとし<ruby=みなも>水面</ruby>の画屏……<ruby=おしどり>鴛鴦</ruby>泳ぐは丹青の妙……赤翠舞うは筆の様……碧波揺れて墨流るる」,"""«Зеркальные воды озера картину дивную ткут...\nПара мандаринок - киноварь и изумруд...\nАлые и зелёные перья - словно двух кистей пляс...\nИ волны, подобные туши, непринуждённо текут.»""",
