#SHEET_NAME,番外
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认139,,,,……,……,...,……,...,
,StopBgm,,,,,,4,,,,,,,,,,,
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认140,,,,我和满穗订了一间房后，便把行李放在了房内。,我和滿穗訂了一間房後，便把行李放在了房內。,"After Man Sui and I secured a room, we stowed our luggage inside.",俺たちは部屋を取ると、荷物を部屋に置いた。,"Застолбив за собой комнату, мы оставили в ней нашу поклажу.",
,,,,,,,,,,默认141,,,,之后，我本想在客栈简单用些饭食，但满穗说想出去吃。,之後，我本想在客棧簡單用些飯食，但滿穗說想出去吃。,"Later, I meant to take a simple meal at the inn, but Man Sui insisted on dining out.",その後、俺は宿で簡単に飯を済まそうと思ったが、満穂が外で食べたいと言い出した。,"Я собирался просто перекусить в гостинице, но Маньсуй сказала, что хочет отправиться поесть куда-нибудь в другое место.",
,,,,,,,,,,默认142,,,,于是，我们便出了客栈，往东关街上走去。,於是，我們便出了客棧，往東關街上走去。,So we departed the inn and made our way to Dongguan Street.,そのため宿を出て、東関街まで歩いていった。,Так что мы пошли обратно на улицу Восточной заставы.,
,,,,,,,,,,默认143,,,,再次踏足东关街，我们往小吃众多的地方走，越走越觉得香气扑鼻。,再次踏足東關街，我們往小吃眾多的地方走，越走越覺得香氣撲鼻。,"As we tread upon Dongguan Street once more, we wandered toward the snack-laden quarter, the air thickening with savory scents at every turn.",再び東関街に足を踏み入れると、軽食の屋台が多く並ぶ場所を歩いた。歩けば歩くほど、様々な香りが鼻をくすぐる。,"Вновь ступив на эту улицу, мы направились к месту, где было много закусочных - чем дальше мы шли, тем сильнее чувствовали этот аппетитный аромат.",
,,,,,,,,,,默认144,,,,有些小吃我叫得上名字，曾在北方时见过，但更多的则是我闻所未闻的新鲜玩意。,有些小吃我叫得上名字，曾在北方時見過，但更多的則是我聞所未聞的新鮮東西。,"Some treats I recognized from my northern days, but most were exotic delights beyond my ken.",北にいた時に見たことがある知った名前の食い物もあったが、それ以上に聞いたこともないような目新しいものがいくつもあった。,"Некоторые из местных закусок я мог назвать по имени, так как на Севере видал их тоже - но большинство из них были для меня чем-то совершенно новым и неизвестным.",
,,良,<Off>,,,,,,,默认145,,良/番外_良_23,,[呵，铺子这么多，一时倒不知该从哪家尝起了。],[鋪子這麼多，一時倒不知該從哪家嘗起了。],"""With stalls aplenty, I stood perplexed—where to take the first bite?""",「いろんな店があるな。どの店から食ってみるか迷ってしまいそうだ」,"""Здесь так много лавок, что даже сразу не знаешь, с какой начать.""",
,,,,,,,,,,默认146,,,,我望着周遭林立的招牌，不由淡笑了一声。,我望著周遭林立的招牌，不由淡笑了一聲。,I gazed at the surrounding sea of signboards and let out a quiet chuckle.,ずらりと並んでいる看板を見て、思わず笑みがこぼれてしまった。,Я посмотрел на целый лес вывесок вокруг нас и невольно усмехнулся.,
,,满穗,,,,,,,,默认147,,满穗/番外_满穗_025,,[那我们不妨多吃几家，每家都浅尝辄止，只吃一点。],[那我們不妨多吃幾家，每家都淺嚐輒止，只吃一點。],"""Then let's visit more shops—just a taste from each.""",「だったらたくさん回りましょ。どの店でも少しだけ、味見程度に食べるの」,"""Тогда давай попробуем понемногу во всех - по чуть-чуть из каждой.""",
,,,,,,,,,,默认148,,,,满穗出了个好主意。,滿穗出了個好主意。,Man Sui had a fine idea.,穂がなかなかいい提案をしてくれた。,Высказала Маньсуй блестящую идею.,
,,良,<Off>,,,,,,,默认149,,良/番外_良_24,,[挺好，那边有个馒头铺子，先去瞧瞧？],[挺好，那邊有個饅頭鋪子，先去瞧瞧？],"""Good. There's a steamed bun stall yonder—shall we look first?""",「妙案だ。ならそこの<ruby=マントウ>饅頭</ruby>の店から試してみるか？」,"""Отлично - вон там как раз есть лавка с маньтоу, пойдём поглядим?""",
,CharacterOff,,,,,,0.4,,,,,,,
,,,,,,,,,,默认150,,,,我点头，指了指不远处一个冒着蒸腾热气的铺子，便率先走了过去。,我點頭，指了指不遠處一個冒著蒸騰熱氣的鋪子，便率先走了過去。,I nodded toward a nearby stall billowing with steam and led the way.,俺は頷くと、近くでもうもうと湯気を上げている屋台を指さし、さっそくそこに向かった。,"Кивнув, я указал на лавку неподалёку, от которой исходил пар, и первым направился туда.",
,,,,,,,,,,默认151,,,,……,……,...,……,...,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,包子店,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认152,,,,我们走进了馒头铺子，店小二立刻热情地迎了上来。,我們走進了饅頭鋪子，店小二立刻熱情地迎了上來。,"Upon entering the bun shop, the inn waiter welcomed us eagerly.",饅頭の店に入ると、店員が温かく迎えてくれた。,"Мы зашли в лавку с маньтоу, и к нам сразу же радушно подошёл местный работник.",
,,良,<Off>,,,,,,,默认153,,良/番外_良_25,,[小二，你家肉馒头怎么卖？],[小二，你家肉饅頭怎麼賣？],"""Waiter, what's the price for your meat buns?""",「兄ちゃん、肉饅頭はいくらだ？」,"""Работник, почём у вас тут маньтоу?""",
,,店小二,,,,,,,,默认154,,店小二/番外_店小二_01,,[馒头？客官是从北边来的吧？哈哈，我们这儿不叫馒头！],[饅頭？客官是從北邊來的吧？哈哈，我們這裡不叫饅頭！],"""Steamed buns? You're northerners, eh? Hah! We don't use that name here!""",「饅頭？さてはお客さん、北から来たね？ははは、この辺じゃ饅頭とは言わないよ！」,"""Маньтоу? Да Вы, уважаемый гость, никак с Севера? Ха-ха, мы здесь их 'маньтоу' не зовём!""",
,,良,<Off>,,,,,,,默认155,,良/番外_良_26,,[不叫馒头？那叫什么？],[不叫饅頭？那叫什麼？],"""Not called Steamed Buns? Then what are they called?""",「饅頭じゃないのか？だったら何て言うんだ？」,"""Не маньтоу? А как тогда зовёте?""",
,,,,,,,,,,默认156,,,,我疑惑地问道。,我疑惑地問道。,"I asked, puzzled.",不思議に思い、そう尋ねる。,Изумлённо спросил я.,
,,,,,,,,,,默认157,,,,没想到南北的称呼竟有不同。,沒想到南北的稱呼竟有不同。,I hadn't realized the names differed between north and south.,北と南で呼び名が違うとは思わなかった。,"Не думал, что на Севере и Юге используются разные названия.",
,,店小二,,,,,,,,默认158,,店小二/番外_店小二_02,,[我们这叫包子，而且……我们这家店卖的也不是肉包子，是蟹黄汤包！],[我們這叫包子，而且……我們這家店賣得也不是肉包子，是蟹黃湯包！],"""Here we call them Baozi, and what's more... our shop doesn't sell meat baozi, but Crab Roe Soup Dumplings!""",「こっちは<ruby=バオズ>包子</ruby>さ。それに……うちの店で売ってるのは肉包子じゃなくて、<ruby=蟹みそ包子>蟹黄湯包</ruby>さ！」,"""У нас они называются <b>баоцзы</b>, и, к слову... в нашей лавке мы подаём не мясные баоцзы, а баоцзы с яйцекладом краба в бульоне!""",
,,,,,,,,,,默认159,,,,小二指了指他身旁叠得高高的笼屉，浓郁鲜香随着热气四散飘出。,小二指了指他身旁疊得高高的籠屜，濃郁鮮香隨著熱氣四散飄出。,"The waiter gestured to the towering bamboo steamers beside him, their rich, briny fragrance perfuming the air with each wisp of vapor.",店員がうず高く積み重ねられたせいろを指さした。濃厚な香りが熱気と共にあたりに漂っている。,"Работник указал на высокую стопку пароварок, стоящих рядом, откуда вместе с паром исходил насыщенный аппетитный аромат.",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认160,,,,嗯……这气味确实独特，不似寻常肉香。,嗯……這氣味確實獨特，不似尋常肉香。,"Hmm... this aroma is indeed distinctive, unlike any ordinary meat dish.",ほう……確かに独特な香りだ。いつもの肉の香りとは違う。,"Хм... запах действительно особенный, не похож на обычный запах мяса.",
,,,,,,,,,,默认161,,,,我之前从未吃过螃蟹，但早就听说过这是南方才能吃到的珍馐美味。,我之前從未吃過螃蟹，但早就聽說過這是南方才能吃到的珍饈美味。,"I'd never tasted crab before, though I'd long heard it was a southern delicacy.",蟹というものを食ったことはなかったが、南でしか食えない珍味だという話は聞いていた。,"Я раньше никогда не пробовал крабов, но давно слышал, что это изысканное яство, которое можно отведать только на Юге.",
,,,,,,,,,,默认162,,,,本以为螃蟹只有那些达官贵人才能享用。,本以為螃蟹只有那些達官貴人才能享用。,I'd always assumed crab was a luxury only the privileged could enjoy.,てっきり地位や身分が高いお偉いさんしか食えないものだと思っていたが。,"Мне всегда казалось, что такое могут себе позволить только высокопоставленные чиновники и знатные люди.",
,,,,,,,,,,默认163,,,,没想到在扬州，这看起来不大的店里竟然能卖。,沒想到在揚州，這看起來不大的店裡竟然能賣。,Who would have thought such a modest-looking shop in Yangzhou would sell these.,揚州では、こんな小さな店でも売っているのか。,"Не ожидал, что в Янчжоу даже в этой с виду небольшой лавке их вполне себе можно купить.",
,,,,,,,,,,默认164,,,,不会……很贵吧？,不會……很貴吧？,"It's not... too expensive, is it?",高くは……ないよな？,Цена-то... не выйдет слишком большой?,
,,良,<Off>,,,,,,,默认165,,良/番外_良_27,,[这蟹黄包子，一笼多少钱？],[這蟹黃包子，一籠多少錢？],"""How much for a basket of these Crab Roe Soup Dumplings?""",「で、その蟹黄包子は、一籠いくらだ？」,"""И сколько будет стоить корзинка этих крабовых баоцзы?""",
,,,,,,,,,,默认166,,,,我略带迟疑地问道。,我略帶遲疑地問道。,I inquired with slight hesitation.,気後れしつつ訊いてみる。,С лёгкой неуверенностью спросил я.,
,,店小二,,,,,,,,默认167,,店小二/番外_店小二_03,,[一笼六十文，一共五个包子。],[一籠六十文，一共五個包子。],"""Sixty coin per basket, five Soup Dumplings in total.""",「六十文だよ、五個入りで」,"""Шестьдесят медных монет за корзинку в пять штук.""",
,,,,,,,,,,默认168,,,,店小二笑了笑，向我介绍价格。,店小二笑了笑，向我介紹價格。,The Inn Waiter smiled as he quoted the price.,店員が笑いながら値段を教えてくれた。,Сообщил работник с улыбкой.,
,,良,<Off>,,,,,,,默认169,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认170,,,,还好，虽比北方的“馒头”要贵一些，但也不算太贵。,還好，雖比北方的“饅頭”要貴一些，但也不算太貴。,"Not bad—a bit pricier than northern ""Steamed Buns"", but still reasonable.",悪くない。北の「饅頭」よりは少しばかり高いが、べらぼうに高いというわけでもない。,"Сходная цена - пусть и подороже, чем северные ""маньтоу"", но слишком дорогими не назовёшь.",
,,良,<Off>,,,,,,,默认171,,良/番外_良_28,,[好，那便来一笼吧。],[好，那便來一籠吧。],"""Very well, I'll take a basket then.""",「わかった。だったら一籠たのむ」,"""Хорошо, тогда нам одну корзинку.""",
,,,,,,,,,,默认172,,,,我犹豫了一瞬后，从怀中掏出一些串好的铜钱，递给了小二。,我猶豫了一瞬後，從懷中掏出一些串好的銅錢，遞給了小二。,"After a brief pause, I drew out a string of coins from my robe and handed them to the Waiter.",少しためらった後、懐から連なった銅銭を取り出し、店員に渡した。,"Поколебавшись мгновение, я достал из кармана связку медных монет и протянул их работнику.",
,,,,,,,,,,默认173,,,,刚才住宿的钱是满穗付的，这饭钱断不能再让她破费。,剛才住宿的錢是滿穗付的，這飯錢斷不能再讓她破費。,Man Sui covered the lodging earlier; I couldn't possibly let her pay for the meal as well.,先ほどの宿代は穂が出してくれた。飯代まで出させるわけにはいかない。,"Маньсуй недавно заплатила за наше проживание, так что не хочу, чтобы она ещё на еду разорялась.",
,,,,,,,,,,默认174,,,,不然，总让小自己十几岁的女子付钱，先不说没个长辈样，也让我觉得有些没有颜面。,不然，總讓小自己十幾歲的女子付錢，先不說沒個長輩樣，也讓我覺得有些沒有顏面。,"Otherwise, always letting a woman over a decade younger pay for me—not only does it lack the dignity of an elder, but it also leaves me feeling somewhat ashamed.",でなければ、自分よりも十歳以上年下の女に毎度金を出させる男になってしまう。年長者としての威厳もさることながら、俺自身の面目が立たない。,"А то если девушка моложе меня на десяток с лишним лет будет постоянно платить за меня, то, не говоря уже о том, что я, как старший, буду смотреться неподобающе, так и мне попросту будет стыдно перед ней.",
,,店小二,,,,,,,,默认175,,店小二/番外_店小二_04,,[好勒！客官，收了您的六十文……嗯！您和您夫人那边请坐，一会儿就给你们上包子！],[好勒！客官，收了您的六十文……嗯！您和您夫人那邊請坐，一會就給你們上包子！],"""Right away,! Sir, Here’s your sixty coin... Ahem! You and your wife, please take a seat over there. Your Soup Dumplings will be ready shortly!""",「あいよ！ちょうど六十文ね……よし！それじゃお兄さんと奥さんはそこに座ってて。すぐに包子を持っていくから！」,"""Отлично! Уважаемый гость, вот получил Ваши шестьдесят монет... Ага! Вы пока с супругой садитесь вон там - скоро я вам принесу ваши баоцзы!""",
,CharacterOff,,,,,,0.5,,,,,,,
,,,,,,,,,,默认176,,,,店小二点清铜钱后，便给我们指了张空桌。,店小二點清銅錢後，便給我們指了張空桌。,"After counting the coins, the Inn Waiter gestured us toward an empty table.",銅銭を数えると、店員が空いている席を指さした。,"Пересчитав медные деньги, работник указал нам на свободный столик.",
,,良,<Off>,,,,,,,默认177,,良/番外_良_29,,[那个……],[那個……],"""Well...""",「えっと……」,"""Так это...""",
,,,,,,,,,,默认178,,,,我刚想解释说满穗并非是我的夫人，但店小二似乎很匆忙，不听我解释便走远去忙活了。,我剛想解釋說滿穗並非是我的夫人，但店小二似乎很匆忙，不聽我解釋便走遠去忙活了。,"I was about to explain that Man Sui wasn’t my wife, but the Inn Waiter seemed too busy and hurried off without hearing me out.",穂は妻じゃないと説明しようとしたが、店員は忙しそうにしており、俺の話を聞く前にさっさと仕事に戻ってしまった。,"Я хотел было объяснить, что Маньсуй мне никакая не супруга - но работник, похоже, очень торопился и, не дослушав моих объяснений, ушёл, чтобы приняться за работу.",
,,满穗,,,,,,,,默认179,,,,[……],[……],"""...""",「……」,"""...""",
,Bgm,孩童与风,,,,3,3,,,,,,,,,,,
,,,,,,,,,,默认180,,,,满穗微微勾起嘴角，掠过我身旁，优雅地在长条板凳上坐下。,滿穗微微勾起嘴角，掠過我身旁，優雅地在長條板凳上坐下。,"Man Sui curled her lips slightly, brushed past me, and gracefully settled onto the long wooden bench.",穂が微かに笑って俺の横を通り過ぎると、優雅に長椅子に腰かけた。,Маньсуй с лёгкой улыбкой прошла мимо меня и элегантно опустилась на длинную скамейку,
,,满穗,开心,,,,,,,默认181,,满穗/番外_满穗_026,,[来呀，良爷，来这里。],[來呀，良爺，來這裡。],"""Come, Master Liang, come here.""",「さ、良様、こっちへ」,"""Идём, господин Лян, садись.""",
,,,,,,,,,,默认182,,,,她招呼我过去。,她招呼我過去。,She beckoned me over.,彼女が俺を呼ぶ。,Позвала она.,
,,满穗,通常,,,,,,,,,,,
,,良,<Off>,,,,,,,默认183,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认184,,,,我默默地在她对面落座。,我默默地在她對面落座。,I silently took a seat across from her.,黙ったまま、彼女の対面に座る俺だった。,Я молча уселся напротив неё.,
,,,,,,,,,,默认185,,,,……,……,...,……,...,
,BgEvent,穗吃包子1,,,,,1,,,,,,,
,Wait,,,,,,0.5,,,,,,,
,Se,轻拍桌子,,,,,,,,,,,,
,,,,,,,,,,默认186,,,,——啪！,——啪！,—Smack!,――トン,*Бух!*,
,,,,,,,,,,默认187,,,,随着一声轻响，蒸好的一笼包子被搁上了木桌。,隨著一聲輕響，蒸好的一籠包子被擱上了木桌。,"With a light clatter, a freshly steamed basket of Soup Dumplings was placed on the wooden table.",軽い音と共に、蒸したての包子が卓に置かれた。,С лёгким звуком корзинка со свежеприготовленными баоцзы была поставлена к нам на стол.,
,,,,,,,,,,默认188,,,,小二掀开了盖子，眼前瞬间白汽升腾，蟹油混着肉馅的鲜香扑面而来。,小二掀開了蓋子，眼前瞬間白汽升騰，蟹油混著肉餡的鮮香撲面而來。,"The waiter lifted the lid, and instantly, a cloud of white steam rose, carrying the rich aroma of crab roe and minced meat filling.",店員が蓋を開くと、目の前で真っ白な湯気が立ち上り、蟹の脂と肉の餡が織りなす芳醇な香りが顔にかかった。,"Работник приподнял крышку, и перед глазами мгновенно поднялся белый пар, а в нос ворвался аромат крабьего жира, смешанный с запахом мясной начинки.",
,,,,,,,,,,默认189,,,,满穗伸手拿了一双筷子，不紧不慢地夹起一只蟹黄汤包，放在了她面前的粗陶碟中。,滿穗伸手拿了一雙筷子，不緊不慢地夾起一隻蟹黃湯包，放在了她面前的粗陶碟中。,"Man Sui reached for a pair of chopsticks, unhurriedly picked up a Crab Roe Soup Dumpling, and placed it on the coarse ceramic plate before her.",穂が箸を手に取り、そっと蟹黄湯包をつまみ、眼前の陶器の皿に移した。,"Маньсуй взяла палочки, неспешно подняла один крабовый баоцзы и положила его на тарелку из грубой керамики перед собой.",
,,,,,,,,,,默认190,,,,她轻轻地吹了一口气，然后红唇轻启，在汤包顶端的皱褶处小心咬下。,她輕輕的吹了一口氣，然後紅唇輕啟，在湯包頂端的皺褶處小心咬下。,"She gave it a gentle blow, then parted her crimson lips to take a careful bite at the pleated top of the dumpling.",ふうふうと息を吹きかけ、唇を開くと、包子の先端の皺が寄っている部分をそっと噛む。,"Она слегка подула на него, затем приоткрыла алые губы и осторожно откусила кусочек у складки на верхушке.",
,,良,<Off>,,,,,,,默认191,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认192,,,,我没有动筷子，而是愣愣地看着她。,我沒有動筷子，而是愣愣地看著她。,"I didn’t touch my chopsticks, only stared at her in a daze.",俺は箸を止めたまま、ぼんやりと彼女を見ていた。,"Я так и не коснулся палочек, а застыл, уставившись на неё.",
,,,,,,,,,,默认193,,,,眼前氤氲的白雾模糊了视线。,眼前氤氳的白霧模糊了視線。,The swirling white mist before me blurred my sight.,もうもうとした湯気で視線がぼやける。,"Белый пар, поднимающийся перед глазами, затуманил моё зрение.",
,,,,,,,,,,默认194,,,,恍惚间，她仿佛又变回了当年那个小女孩的模样——,恍惚間，她彷彿又變回了當年那個小女孩的模樣——,"For a fleeting moment, she seemed to transform back into that little girl of yesteryear—",ふと、彼女がかつての少女の姿に戻ったような気がした――,В какой-то момент она словно опять превратилась в ту маленькую девочку из прошлого:,
,BgEvent,穗吃包子2,,,,,1,,,,,,,
,,满穗,,,,,,,,默认195,,满穗/番外_满穗_027,,[呀，好烫！],[呀，好燙！],"""Ah, it’s scalding!""",「あっ！熱っ！」,"""Ай, горячо!""",
,,,,,,,,,,默认196,,,,她狼吞虎咽地咬了一口包子，滚烫的蟹汤溅上舌头，烫得她叫出了声，像一只被踩了尾巴的猫。,她狼吞虎嚥地咬了一口包子，滾燙的蟹湯濺上舌頭，燙地她叫出了聲，像一隻被踩了尾巴的貓。,"She devoured a bite of the Soup Dumpling, and the searing crab broth splashed onto her tongue, forcing a yelp from her lips—like a cat with its tail trodden upon.",彼女はかぷりと包子に噛みつくと、熱々の蟹汁が舌に飛び、尻尾を踏まれた猫のように思わず声を上げた。,"Она жадно попыталась откусить кусок баоцзы, и горячий крабовый бульон плеснул ей на язык - она взвизгнула, словно кошка, которой наступили на хвост.",
,,满穗,,,,,,,,默认197,,满穗/番外_满穗_028,,[舌头都被烫到了……呼……呼……],[舌頭都被燙到了……呼……呼……],"""My tongue’s burning... huff... huff...""",「舌をやけどしちゃった……ふぅ……ふぅ……」,"""Весь язык себе обожгла... Уф... Уф...""",
,,,,,,,,,,默认198,,,,她眼角沁出些许泪花，小声抱怨了一句，继而再接再厉，向包子吹气后再去吃。,她眼角沁出些許淚花，小聲抱怨了一句，繼而再接再厲，向包子吹氣後再去吃。,"Tears pricked the corners of her eyes as she grumbled softly, then steeled herself, blowing on the bun before daring another bite.",涙目になりながら小声で文句を言うと、再び包子にふうふうと息を吹きかけて食べ始めた。,"В уголках глаз у неё проступили слёзки, она пожаловалась тихим голосом, после чего стала сильнее дуть на баоцзы, прежде чем кусать его.",
,,,,,,,,,,默认199,,,,微风吹起了她的发丝，店外的阳光斜射而入，将她的小脸照得红扑扑的。,微風吹起了她的髮絲，店外的陽光斜射而入，將她的小臉照得紅通通的。,"The breeze stirred her hair as sunlight slanted through the shop window, painting her delicate face with a rosy hue.",そよ風が彼女の髪を揺らし、店の外から陽光が射し込み、彼女の頬をほんのりと赤く照らした。,"Лёгкий ветерок развевал её волосы, а солнечный свет, искоса падающий внутрь лавки, окрасил её маленькое личико в румяный цвет.",
,,,,,,,,,,默认200,,,,……,……,...,……,...,
,,满穗,,,,,,,,默认201,,满穗/番外_满穗_029,,[良爷，你怎么了？怎么不吃呀？],[良爺，你怎麼了？怎麼不吃呀？],"""Master Liang, what’s the matter? Why aren’t you eating?""",「良様、どうしたの？食べないの？」,"""Господин Лян, что такое? Почему не ешь?""",
,,,,,,,,,,默认202,,,,她的声音骤然响起。,她的聲音驟然響起。,Her voice cut through abruptly.,ふと彼女の声が聞こえた。,Вдруг раздался её голос.,
,BgEvent,穗吃包子3,,,,,2,,,,,,,
,,,,,,,,,,默认203,,,,过去的幻觉随白雾的弥散而消失。,過去的幻覺隨白霧的彌散而消失。,The phantoms of the past vanished like dispersing mist.,過去の幻が、湯気と共にかき消えた。,Видение из прошлого развеялось вместе с белым паром.,
,,,,,,,,,,默认204,,,,小时候的她不在了。,小時候的她不在了。,The child she once was no longer existed.,子供の頃の彼女はもういない。,Маленькой её больше не было.,
,,,,,,,,,,默认205,,,,如今的她，已出落得亭亭玉立，端庄温婉。,如今的她，已長得亭亭玉立，端莊溫婉。,"Now, she had grown into a graceful and composed young woman.",今の彼女はすくすくと成長し、端正でしとやかな女に育った。,Нынешняя она была полна грациозности и мягкой сдержанности.,
,,,,,,,,,,默认206,,,,她如同书香门第的闺秀，静坐于我对面。,她如同書香門第的閨秀，靜坐於我對面。,She sat across from me with the poise of a lady from a literati household.,読書家の令嬢のように、静かに俺の前で座っている。,"Подобная благовоспитанной деве из знатного учёного рода, она спокойно сидела напротив меня.",
,,,,,,,,,,默认207,,,,她吃汤包时，并未如我想象的那般狼吞虎咽。,她吃湯包時，並未如我想像的那般狼吞虎嚥。,"She ate the soup dumplings with measured delicacy, not the wolfish haste I’d expected.",包子を食う時も、俺が思っていたようながつがつとした様子ではなかった。,"И баоцзы она поедала вовсе не так жадно, как я себе только что вообразил.",
,,,,,,,,,,默认208,,,,她借助汤碟，先是小心翼翼地吸去放出的汤汁，再优雅从容地将汤包逐步吃下。,她借助湯碟，先是小心翼翼地吸去放出的湯汁，再優雅從容地將湯包逐步吃下。,"With the soup spoon, she first delicately sipped the released broth, then gracefully consumed the soup dumpling piece by piece.",小皿を使い、そっと出てきた汁を啜り、それから優雅に少しずつ包子を食むのだった。,"Пользуясь тарелочкой, она сначала осторожно выпивала вытекший бульон, а затем элегантно и неторопливо съедала сам баоцзы.",
,,良,<Off>,,,,,,,默认209,,良/番外_良_30,,[没什么……只是想起些旧事，一时走神。],[沒什麼……只是想起些舊事，一時走神。],"""Nothing... Just reminiscing about the past—lost in thought for a moment.""",「何でもない……ちょっと昔のことを思い出して、ぼんやりしていた」,"""Да так, ничего... Просто вспомнил кое-что из прошлого, на секунду отвлёкся.""",
,,满穗,,,,,,,,默认210,,满穗/番外_满穗_030,,[想了什么？],[想了什麼？],"""What were you thinking of?""",「何を思い出したの？」,"""О чём же ты вспомнил?""",
,,,,,,,,,,默认211,,,,她微微一笑。,她微微一笑。,She smiled slightly.,彼女がくすりと笑った。,Улыбнулась она.,
,,良,<Off>,,,,,,,默认212,,良/番外_良_31,,[不知怎的，突然想到了你小时候的模样。],[不知怎的，突然想到了你小時候的模樣。],"""Somehow, I suddenly remembered you as a child.""",「なぜか知らないが、おまえが子供の頃の姿が頭をよぎってな」,"""Мне почему-то вдруг вспомнилось, какой ты была в детстве.""",
,CharacterOff,,,,,,,,,,,,,
,BgEventOff,CG名,,,,,1,,,,,,,,,,,
,Bg,包子店,,,,,0.5,,,,,,,
,,,,,,,,,,默认213,,,,我淡然一笑，同时因为不好意思在此时与她对视，将目光游移到店铺之外——,我淡然一笑，同時因為不好意思在此時與她對視，將目光游移到店鋪之外——,I returned a faint smile and—too embarrassed to meet her gaze—let my eyes drift beyond the shopfront—,俺も微笑む。同時に彼女の目をまっすぐ見るのに耐えられず、店の外に視線を移した――,"Неловко улыбнулся я и, стесняясь смотреть ей в глаза, перевёл взгляд за пределы заведения:",
,,？？？,,,,,,,,默认214,,翠儿/番外_翠儿_001,,[让让！劳驾让一让！],[讓讓！勞駕讓一讓！],"""Make way! Pardon, make way!""",「どいてー！どいてどいて！」,"""Прапустите! Прашу, прапустите!""",
,,,,,,,,,,默认215,,,,店铺之外，此时有一个穿翠色衣服的少女正匆忙奔跑着。,店鋪之外，此時有一個穿翠色衣服的少女正匆忙奔跑著。,"Outside the shop, a young woman in emerald-green robes rushed past.",店の外で緑色の服を着た少女が慌ただしく走っている。,Снаружи лавки в этот момент пробегала девушка в одежде изумрудно-зелёного цвета.,
,,,,,,,,,,默认216,,,,她推搡着前面的行人，脚步匆匆，神色焦急。,她推搡著前面的行人，腳步匆匆，神色焦急。,"She pushed through the crowd ahead, her steps hurried, her expression urgent.",前の通行人を押しのけ、ばたばたと急いでいる様子だ。,"Она расталкивала прохожих, шагая быстрым шагом, с выражением тревоги на лице.",
,,,,,,,,,,默认217,,,,咦……她是？,咦……她是？,Hmm...who is she?,んん……？あいつは……,Э-э... это же...,
,,,,,,,,,,默认218,,,,我瞧着她有些面熟，不由得多看了她几眼。,我瞧著她有些面熟，不由得多看了她幾眼。,"She looked somewhat familiar, so I couldn't help but steal a few more glances at her.",その顔に見覚えがあり、思わず二度見をしてしまった。,"Она показалась мне знакомой, и я невольно вгляделся в неё.",
,,？？？,,,,,,,,默认219,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认220,,,,那少女也察觉到了我的目光，快步前行间往我们这里瞟了一眼，随即猛地停住脚步。,那少女也察覺到了我的目光，快步前行間往我們這裡瞟了一眼，隨即猛地停住腳步。,"The maiden noticed my gaze. As she hurried forward, she cast a glance our way—then suddenly halted in her tracks.",少女も俺の視線に気づくと、早足で歩きながらこちらを一瞥し、ぴたりと足を止めた。,"Почувствовав, что я гляжу на неё, девушка на ходу бросила на нас ответный взгляд - и тут же резко остановилась.",
,,翠儿,惊讶,,,,,,,,,,,
,,？？？,,,,,,,,默认221,,翠儿/番外_翠儿_002,,[咦？你们是？……良爷！！！穗姐姐！！！],[咦？你們是？……良爺！！！穗姐姐！！！],"""Huh? Who are?... Master Liang!!! Sister Sui!!!""",「あれ？あなた達は？……良様！！穂姉さん！！」,"""Э-э? Вы же... Господин Лян!!! Сястричка Суй!!!""",
,,,,,,,,,,默认222,,,,少女瞪大双眼，难以置信地望着我们。,少女瞪大雙眼，難以置信地望著我們。,The girl's eyes widened as she stared at us in disbelief.,信じられないといった様子で、少女が目を見開いた。,"Она, вытаращившись, смотрела на нас, не в силах поверить своим глазам.",
,,良,<Off>,,,,,,,默认223,,良/番外_良_32,,[你是……翠儿！？],[你是……翠兒！？],"""You're...Cui'er!?""",「おまえは……翠児か！？」,"""Ты... Цуй'эр?!""",
,,,,,,,,,,默认224,,,,我念出她的名字。,我唸出她的名字。,I uttered her name.,彼女の名を呼ぶ。,Произнёс я её имя.,
