#SHEET_NAME,忆-第十一回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,苏怜烟,悲伤,,,,,,,默认138,,苏怜烟/24_苏怜烟_35,,[今夜过得真快，竟然已经亥时了。],[今夜過得真快，竟然已經亥時了。],"""Tonight has flown by; it’s already <ruby=亥时>hour of boar</ruby>.""",「今夜は時間が過ぎるのが早いわね。もう亥の刻よ」,"""Как летит время... уже стража <ruby=21:00-23:00>Свиньи</ruby>..."""
,,,,,,,,,,默认139,,,,雁儿姐叹了一声，抬眸看向我的目光有些不舍。,雁兒姐嘆了一聲，抬眸看向我的目光有些不捨。,"<ruby=Swan Goose>Sister Yan</ruby> sighed, her gaze lingering on me with a trace of reluctance.",雁姉がはあと溜息をつき、名残惜しそうな視線をこちらに向けた。,"Вздохнув, сестричка Лебёдушка взглянула на меня, будто не хотела отпускать."
,,方知宥,,,,,,,,默认140,,方知宥/24_方知宥_25,,[是，感觉没聊几句就到时辰了，好在要事都已聊完，可着手准备了。],[是，感覺沒聊幾句就到時辰了，好在要事都已聊完，可著手準備了。],"""Yes, it feels like we barely spoke and it’s already time. At least we’ve settled the important matters and can start preparing.""",「そうだな。そんなに話した気がしないのに。ま、話すべきことは話したし、準備に取り掛かろう」,"""Угу, мы едва успели всё обсудить, а уже пора идти. По крайней мере, мы обсудили самое главное и уже можем готовиться."""
,,,,,,,,,,默认141,,,,我也叹了一声。,我也嘆了一聲。,I also sighed.,私も嘆息する。,Я тоже вздохнул.
,,,,,,,,,,默认142,,,,因为考虑到屋外等候的人随时都可能推门而入，我将声音压得更轻了一些。,因為考慮到屋外等候的人隨時都可能推門而入，我將聲音壓得更輕了一些。,"Since the person waiting outside might enter at any moment, I softened my voice even more.",いつ扉を開いて人が入ってくるかわからないため、私はさらに声を落とした。,"Поскольку кто-то мог зайти к нам в любой момент, я ещё сильнее понизил голос."
,,苏怜烟,通常,,,,,,,默认143,,苏怜烟/24_苏怜烟_36,,[嗯……],[嗯……],"""Hmm...""",「そうね……」,"""Угу..."""
,,,,,,,,,,默认144,,,,雁儿姐点了点头，抿着唇，同时走上前，将她的双臂环绕着我的脖颈两侧——她在为我打理衣衫。,雁兒姐點了點頭，抿著唇，同時走上前，將她的雙臂環繞著我的脖頸兩側——她在為我打理衣衫。,"<ruby=Swan Goose>Sister Yan</ruby> nodded, pressed her lips together, then stepped forward and draped her arms around my neck—she was straightening my clothes.",雁姉が頷きつつ唇を噛みながらこちらに近付き、両腕を私の首へと回し――私の身だしなみを正した。,"Кивнув, она поджала губы, а затем шагнула вперёд и обвила руками мою шею, поправляя мою одежду."
,,,,,,,,,,默认145,,,,她的青葱手指划过我衣衫的交领，摘去落下的一根头发，再缓缓将之压平。,她的青蔥手指劃過我衣衫的交領，摘去落下的一根頭髮，再緩緩將之壓平。,"Her delicate fingers traced the overlapping collar of my robe, removed a loose hair, and carefully smoothed it flat.",瑞々しい指が服の襟をなぞり、ついていた髪を摘むと、ゆっくりとそれを撫でつける。,"Она тонкими пальцами провела по моему воротнику, убрала с него выпавший волос и аккуратно пригладила его."
,,,,,,,,,,默认146,,,,自我们第五次见面开始，她便会在离别时做如此行为，做完时往往会莞尔一笑，再送我离开。,自我們第五次見面開始，她便會在離別時做如此行為，做完時往往會莞爾一笑，再送我離開。,"From our fifth meeting onward, she would do this whenever we parted, usually offering a faint smile before sending me off.",五度目の逢瀬から彼女は別れ際にこのような行動をするようになった。そして、それが終わると微笑みながら私を見送る。,"Начиная с нашей пятой встречи, она всегда так делала при каждом расставании, после чего провожала меня с лёгкой улыбкой."
,,苏怜烟,说话,,,,,,,默认147,,苏怜烟/24_苏怜烟_37,,[哦，突然想起来，还有一事需提醒知宥留意。],[哦，突然想起來，還有一事需提醒知宥留意。],"""Oh, I just remembered something else I need to remind Zhiyou to be careful about.""",「あっ、今思い出したんだけど、もう一つ伝えておきたいことがあるんだった」,"""А, я кое-что вспомнила, Чжию. Я должна предупредить тебя..."""
,,苏怜烟,通常,,,,,,,,,,,
,,,,,,,,,,默认148,,,,雁儿姐一边帮我打理衣服，一边轻声对我说道。,雁兒姐一邊幫我打理衣服，一邊輕聲對我說道。,<ruby=Swan Goose>Sister Yan</ruby> said softly to me while helping me straighten my clothes.,雁姉が私の身づくろいをしながら、ぽつりとつぶやいた。,"Тихо сказала она, поправляя мою одежду."
,,方知宥,,,,,,,,默认149,,方知宥/24_方知宥_26,,[何事？],[何事？],"""What is it?""",「何だい？」,"""О чём?"""
,,苏怜烟,通常,,,,,,,默认150,,苏怜烟/24_苏怜烟_38,,[首回租画舫时，我们尽量也去岸上转一转，哪怕是让那船夫陪同着去也行，先试探一下他。],[首回租畫舫時，我們盡量也去岸上轉一轉，哪怕是讓那船夫陪同著去也行，先試探一下他。],"""When we rent the Painted Pleasure Boat for the first time, we should try to go ashore too—even if it means having the boatman accompany us—just to test him.""",「最初に画舫を借りる時、できるだけ岸辺も歩き回れるようにしたいの。船頭が同行してても構わない。その人を試したいから」,"""Когда арендуем лодку в первый раз, нам стоит сойти на берег, даже если лодочник будет идти за нами. Так мы проверим его."""
,,方知宥,,,,,,,,默认151,,方知宥/24_方知宥_27,,[好。],[好。],"""Got it.""",「わかった」,"""Понял."""
,,,,,,,,,,默认152,,,,我点了点头，确实该做这样的尝试，先试探一下船夫，借此制定更为周密的计划，为第二次真正的行动做好周全的准备。,我點了點頭，確實該做這樣的嘗試，先試探一下船夫，藉此制定更為周密的計劃，為第二次真正的行動做好周全的準備。,"I nodded. It was indeed necessary to make such an attempt—to test the boatman first, so we could devise a more thorough plan and prepare fully for the second, real operation.",私は頷く。たしかに試す必要はある。まずは船頭の動きを探り、そこからさらに用意周到な計画を立てる。二回目の本番で万全を期すために。,"Я кивнул. Да, нам и правда стоит сначала проверить лодочника, чтобы затем продумать более тщательный план и полностью подготовиться к побегу."
,,苏怜烟,悲伤,,,,,,,默认153,,苏怜烟/24_苏怜烟_39,,[另外……我来了扬州这么多年，行动却一直受人拘束……若是此番离去，恐怕今后也不会回来了。],[另外……我來了揚州這麼多年，行動卻一直受人拘束……若是此番離去，恐怕今後也不會回來了。],"""Also... I've been in Yangzhou for so many years, yet my actions have always been restricted... If I leave this time, I probably won't ever return.""",「あと……私は揚州に来てから長いけど、行動はずっと制限されてるわ……もし今回この地を離れることになれば、二度と戻ってこないかもしれない」,"""И... Я прожила много лет в Янчжоу, но мне постоянно запрещали куда-то ходить... Если я уйду, то, скорее всего, больше не вернусь."""
,,苏怜烟,微笑,,,,2,,,默认154,,苏怜烟/24_苏怜烟_40,,[知宥，近日你想想登岸后我们要去哪，带我逛逛扬州城，去一些有趣的地方吧。],[知宥，近日你想想登岸後我們要去哪，帶我逛逛揚州城，去一些有趣的地方吧。],"""Zhiyou, I've been thinking lately—after we disembark, where should we go? Show me around Yangzhou City, take me to interesting places.""",「知宥、陸に上がったらどこに行くか考えておいて。揚州の町を案内してほしいわ。面白い場所に」,"""Чжию, я вот думала... Как мы сойдём на берег, куда мы пойдём? Покажешь мне Янчжоу? Своди меня куда-нибудь."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认155,,,,……,……,...,……,...
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认156,,,,第十一次见面，我的情绪起伏犹如江海翻腾、山峦迭起。,第十一次見面，我的情緒起伏猶如江海翻騰、山巒迭起。,"At our eleventh meeting, my emotions surged like stormy seas and towering mountain ranges.",十一度目の再会は、海が荒れ狂い、山が轟々とそびえるような心持だった。,"На одиннадцатой встрече внутри меня бушевало штормовое море, которое билось об горные хребты."
,,,,,,,,,,默认157,,,,我先是因从景姨所言的赎身之资而失落万分，再而又得知了雁儿姐想要逃出泠音阁、逃到远方的想法。,我先是因從景姨所言的贖身之資而失落萬分，再而又得知了雁兒姐想要逃出泠音閣、逃到遠方的想法。,"First came the crushing disappointment at the redemption price Aunt Jing mentioned, then I learned of <ruby=Swan Goose>Sister Yan</ruby>'s plan to escape <ruby=泠音>Lingyin</ruby> Pavilion and flee to distant lands.",はじめは景ばあから身請けの額を聞いて落胆し、後からは雁姉が泠音閣から遠くへ逃げ出したいという考えを聞いた。,"Сначала я был подавлен из-за цены выкупа. А затем я узнал, что сестричка Лебёдушка хочет сбежать из ""Мелодичного павильона"", куда-нибудь далеко."
,,,,,,,,,,默认158,,,,她将我视为唯一可告知的对象，将她秘密的计划尽数告知、并邀请我作为她唯一的同行者。,她將我視為唯一可告知的對象，將她秘密的計劃盡數告知、並邀請我作為她唯一的同行者。,"She saw me as her sole confidant, revealing every detail of her secret plans and inviting me to be her only companion.",彼女は私を、秘密の計画を話せる唯一の相手と見なし、どころか唯一の同行者として誘ってくれた。,Я был её единственной надеждой - она рассказала о своём тайном плане и просила помочь ей.
,,,,,,,,,,默认159,,,,这一切都让我欣喜万分，但也让我突然有了一些压力，感到猝不及防……毕竟，我从未做好离开扬州、去往一个陌生的新地方的准备。,這一切都讓我欣喜萬分，但也讓我突然有了一些壓力，感到猝不及防……畢竟，我從未做好離開揚州、去往一個陌生的新地方的準備。,"This filled me with overwhelming joy, but also brought sudden, unexpected pressure... After all, I'd never prepared to leave Yangzhou for some strange new place.",この上ない喜びだが、予期していなかった出来事だけに、少しだけ重圧も感じる……なにせ、揚州を去り、全く知らない場所に行く心づもりなど全くなかったからだ。,"Я очень обрадовался, но в то же время на меня обрушилось неожиданное давление... Сам я ведь никогда не планировал покидать Янчжоу и бежать куда-то туда, где прежде не бывал."
,,,,,,,,,,默认160,,,,如今亥时已过，自泠音阁回去的路上，我一直心神不宁，反复思量此事。,如今亥時已過，自泠音閣回去的路上，我一直心神不寧，反覆思量此事。,"Now that the <ruby=亥时>hour of boar</ruby> has passed, I've been restless on my way back from <ruby=泠音>Lingyin</ruby> Pavilion, turning this matter over in my mind.",亥の刻を過ぎ、泠音閣からの帰り道。私はずっと落ち着かず、何度も何度も先ほどの出来事を思い返していた。,"После наступления стражи <ruby=21:00-23:00>Свиньи</ruby>, я взволнованно шёл домой, снова и снова прокручивая всё это в голове."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认161,,,,……,……,...,……,...
,Bgm,花街柳巷,,,,3,3,,,,,,,
,FadeOut,black,,wipe_up,,,1,,,,,,,,,,,
,Bg,花街,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_down,,,1,,,,,,,,,,,
,,,,,,,,,,默认162,,,,月光穿过云霭，如轻纱般披在长街上。,月光穿過雲靄，如輕紗般披在長街上。,"Moonlight filtered through the clouds, draping the long street like a gauzy veil.",月明かりが雲を透かし、薄布のように町を優しく覆っている。,"Лунный свет пробивался сквозь облака, окутывая длинную улицу словно тонкой вуалью."
,,,,,,,,,,默认163,,,,我从明处走至暗处，再从暗处走至明处。,我從明處走至暗處，再從暗處走至明處。,"I moved from light into shadow, then from shadow back into light.",その下を明るきから暗きへ、また暗きから明るきへと進む。,"Я переходил из света в тень, а затем из тени снова в свет."
,,,,,,,,,,默认164,,,,眼前光影变幻、明暗交错，我的思绪却早已飘远。,眼前光影變幻、明暗交錯，我的思緒卻早已飄遠。,"As light and shadow danced before my eyes, my thoughts had already wandered far away.",光と影が移ろい、明と暗が交わる中、思考が遠くへと引っ張られていた。,"Пока свет и тени плясали перед глазами, мои мысли уже унеслись далеко."
,,方知宥,,,,,,,,默认165,,方知宥/24_方知宥_28,,[其一，我需要为雁儿姐办妥路引；其二，我需要想想……第一次画舫出行后，到底带雁儿姐去何处逛……],[其一，我需要為雁兒姐辦妥路引；其二，我需要想想……第一次畫舫出行後，到底帶雁兒姐去何處逛……],"""First, I need to arrange a travel pass for <ruby=Swan Goose>Sister Yan</ruby>; second, I must decide... where to take her after our first outing on the painted pleasure boat...""",「一つ、雁姉の路引を手に入れる。二つ、初めて画舫で出発した後、雁姉をどこに連れて行くか考える……」,"""Во-первых, мне нужно достать подорожную грамоту для сестрички Лебёдушки. Во-вторых, решить... куда сводить её во время нашей первой прогулки на расписной лодке."""
,,方知宥,,,,,,,,默认166,,方知宥/24_方知宥_29,,[路引的事可以问问王生，他交游广阔，兴许知道一些门路；至于带着雁儿姐逛扬州时的去处，还需再仔细想想。],[路引的事可以問問王生，他交遊廣闊，興許知道一些門路；至於帶著雁兒姐逛揚州時的去處，還需再仔細想想。],"""For the travel pass, I could consult Scholar Wang—his wide connections might yield leads; as for showing <ruby=Swan Goose>Sister Yan</ruby> around Yangzhou, that demands more careful planning.""",「路引については王に訊けばいい。交友関係が広いし、伝手があるだろう。雁姉を連れて揚州のどこを散策するかは……もう少し考えないとな」,"""Про грамоту можно спросить учёного Вана - его связи могут помочь. А вот куда можно сводить сестричку Лебёдушку... надо ещё подумать."""
,,老妪,,,,,,,,默认167,,老妪/24_老妪_01,,[走过路过不要错过！今夜最后一位客官，再接一客便熄灯喽！],[走過路過不要錯過！今夜最後一位客官，再接一客便熄燈囉！],"""Don’t miss out if you’re passing by! Tonight’s last honored guest—one more and we’ll close up for the night!""",「さあさいらっしゃい！今夜最後のお客様、どうぞどうぞ！あと一人で店じまいですよ！」,"""Не проходите мимо! Ещё один почётный гость - и на сегодня мы закрываемся!"""
,,,,,,,,,,默认168,,,,殷勤而吵闹的声音在耳边响起，我驻足望去，见前方的长街上零零散散地走着几个男子；街道两侧灯火氤氲，摇曳的纸灯笼勾勒出暧昧的氛围。,殷勤而吵鬧的聲音在耳邊響起，我駐足望去，見前方的長街上零零散散地走著幾個男子；街道兩側燈火氤氳，搖曳的紙燈籠勾勒出曖昧的氛圍。,"A zealous, clamorous voice rang in my ears. I paused and looked ahead, spotting a few men scattered along the long street; the hazy glow of lanterns on either side swayed, their flickering paper lights casting an ambiguous atmosphere.",慇懃なやかましい声が耳元で響き、足を止める。ふと前を見ると、長い通りを歩く男たちがまばらに見えた。街道の両側にはぼんやりと明かりが灯り、揺れる提灯が幻想的な雰囲気を醸し出している。,"В уши ударило звонкое зазывание. Остановившись, я заметил, что на длинной улице стояло несколько мужчин. По обеим сторонам покачивались тусклые бумажные фонари, их свет создавал двусмысленную атмосферу."
,,,,,,,,,,默认169,,,,没想到啊……不知不觉间，我走着走着，竟然走到了二十四桥的花街。,沒想到啊……不知不覺間，我走著走著，竟然走到了二十四橋的花街。,"Who would’ve thought... Unconsciously, I’d wandered all the way to the Flower Street of Twenty-Four Bridges.",いやはや……知らず知らずのうちに、二十四橋の花街まで歩いてきてしまった。,"Да уж, вот неожиданность... Я случайно забрёл на ""Цветочную улицу""."
,,老妪,,,,,,,,默认170,,老妪/24_老妪_02,,[来！客官来这儿瞧瞧，别走啊……唉！],[來！客官來這裡瞧瞧，別走啊……唉！],"""Come! Sir, take a look here—don’t leave... Ah!""",「さあさ、見て行ってくださいな！ああ、行かないで……はあ！」,"""Подходите-подходите! Уважаемый, Вы только посмотрите... Ой, не уходите, ну!"""
,,,,,,,,,,默认171,,,,大概离我十几步远的前方，一位客人笑着摇了摇头，推辞了店里的邀约，继而向前走去。,大概離我十幾步遠的前方，一位客人笑著搖了搖頭，推辭了店裡的邀約，繼而向前走去。,"About a dozen steps ahead of me, a guest smiled, shook his head, declined the shop's invitation, and walked on.",十数歩ほど向こうで、客の一人が笑いながら首を振り、店の誘いを断ってそのまま進んでいく。,"В нескольких десятках шагов от меня мужчина, улыбнувшись, покачал головой, отказываясь от приглашения и продолжая свой путь."
,,,,,,,,,,默认172,,,,他经过的那家店里，传来了老妪失望的叹气声。,他經過的那家店裡，傳來了老嫗失望的嘆氣聲。,From the shop he passed came the disappointed sigh of an old woman.,彼が通りがかった店の中から、老婆のがっかりした溜息が聞こえた。,"Из заведения, мимо которого прошёл мужчина, донёсся вздох старухи."
,,老妪,,,,,,,,默认173,,老妪/24_老妪_03,,[唉！早说你妆上得太浓，你偏不听！这下可好，那些男的远远瞥着还看得上你……站定一瞧，都被你这鬼似的妆吓跑了！],[唉！早說你妝上得太濃，你偏不聽！這下可好，那些男的遠遠瞥著還看得上你……站定一瞧，都被你這鬼似的妝嚇跑了！],"""Sigh... I told you your makeup was too heavy, but you wouldn’t listen! Now look—men might glance at you from afar but once they stop for a proper look... they all flee from your ghostly makeup!""",「まったく！化粧がけばけばしいって言ったのに、聞かないんだから！遠目からは気に入った様子だったのに……近付いたら化け物みたいな顔で、男が驚いて逃げちゃうじゃないかい！」,"""Эх... говорила же я тебе, что ты слишком размалевалась, а ты не слушала! Смотри - мужики только подойдут поближе и сразу бегут от твоего чудовищного вида!"""
,,花街女子,<Off>,,,,,,,默认174,,林翩翩/24_林翩翩_001,,[好啦好啦，我知错了，婆婆别念了，明日我就听你的试试淡妆。],[好啦好啦，我知錯了，婆婆別念了，明日我就聽你的試試淡妝。],"""Alright, alright, I admit I was wrong. Granny, please stop scolding. Tomorrow, I’ll try lighter makeup like you said.""",「はいはい、あたしが悪うございました。ぶつくさ言わないでよ。明日はおとなしく言う通りに薄化粧にするから」,"""Хорошо-хорошо, я была не права. Тётушка, не ругайте меня. Завтра накрашусь попроще, как Вы и говорили."""
,,,,,,,,,,默认175,,,,我向前走着，前方那家店里传来拉客的老妪和花街姑娘的声音。,我向前走著，前方那家店裡傳來拉客的老嫗和花街姑娘的聲音。,"As I walked forward, the voices of an old woman soliciting customers and a Flower Street young lady drifted from the shop ahead.",そのまま進んでいくと、店から客引きの老婆と花街の娘の声が聞こえる。,"Пока я шёл вперёд, из заведения доносились упрёки старухи, которая зазывала клиентов, и оправдания девушки."
,,,,,,,,,,默认176,,,,这姑娘脾气倒是挺好，老妪指责她的不是，她也不回嘴，只是虚心认下。,這姑娘脾氣倒是挺好，老嫗指責她的不是，她也不回嘴，只是虛心認一下。,"This Young Lady had quite a good temper. Even when the Old Woman pointed out her faults, she didn't argue back and simply accepted the criticism humbly.",どうものんびりした娘のようだ。老婆の𠮟責にも口答えせず、素直に聞いている。,"А эта девушка была послушной. Когда старуха указывала ей на её промахи, та лишь покорно выслушивала и не перечила ей."
,,,,,,,,,,默认177,,,,不过……有点奇怪。,不過……有點奇怪。,But... something feels odd.,だが……すこし変だ。,Но... есть одна странность.
,,,,,,,,,,默认178,,,,我应当从来没踏入过花街的店铺，不认识这里的姑娘。,我應當從來沒踏入過花街的店鋪，不認識這裡的姑娘。,"I'm certain I've never entered any shops on Flower Street before, nor do I know any of the Young Ladies here.",これまで花街の店に行ったことがないため、この界隈の娘は知らないはずだ。,"Я уверен, что никогда не бывал в заведениях на ""Цветочной улице"", да и девушек я местных тоже не знал."
,,,,,,,,,,默认179,,,,方才店里那姑娘的声音，怎么听着有些耳熟？,方才店裡那姑娘的聲音，怎麼聽著有些耳熟？,Why did that Young Lady's voice in the shop just now sound so familiar?,だが店の中から聞こえた娘の声は、どこかで聞いたことがある気がする。,Но почему голос этой девушки был так знаком?
,Se,脚步声渐远,,,,,,,,,,,,
,,,,,,,,,,默认180,,,,——嗒、嗒。,——嗒、嗒。,"—Tap, tap.",――コツ、コツ,"*Топ, топ.*"
,,,,,,,,,,默认181,,,,我向前走了两步，正好驻足在店前，忍不住侧过头一望。,我向前走了兩步，正好駐足在店前，忍不住側過頭一望。,"I took two steps forward, pausing right before the shop, and couldn't resist turning my head for a glance.",数歩進み、店の前で足を止める。気になって思わず一瞥する。,"Сделав два шага вперёд, я встал перед заведением и, не удержавшись, заглянул внутрь."
,,花街女子,<Off>,,,,1,,,默认182,,林翩翩/24_林翩翩_002,,[知宥！！！],[知宥！！！],"""Zhiyou!!!""",「知宥！！」,"""Чжию!!!"""
,,,,,,,,,,默认183,,,,那姑娘立刻便看到了我。,那姑娘立刻便看到了我。,The lady spotted me instantly.,娘がすぐに私のことに気が付いた。,Девушка сразу же узнала меня.
,,,,,,,,,,默认184,,,,她兴奋地瞪大了眼睛，眼眸中迸发出惊喜，高呼出了我的名字。,她興奮地瞪大了眼睛，眼眸中迸發出驚喜，高呼出了我的名字。,"Her eyes widened with excitement, shining with joy as she called out my name.",興奮で目をまん丸にする彼女。驚きに満ちた表情で、上ずった声で私の名を呼ぶ。,"Её глаза вытаращились и засияли от радости, и она выкрикнула моё имя."
,,方知宥,,,,,,,,默认185,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认186,,,,我停下脚步望着她。,我停下腳步望著她。,I stopped and gazed at her.,ぴたりと止まり彼女を見る。,"Остановившись, я взглянул на неё."
,CharacterOff,,,,,,1,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,林翩翩揽客1,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认187,,,,她坐于店门的桌案后，头戴金步摇，身穿一身轻薄的唐宋古服，脸上化着宛如伶人唱戏时一般的浓妆。,她坐於店門的桌案後，頭戴金步搖，身穿一身輕薄的唐宋古服，臉上化著宛如伶人唱戲時一般的濃妝。,"She sat behind the table at the shop entrance, adorned with a golden hairpin and clad in a lightweight <ruby=唐宋>Tang-Song </ruby>dynasty-style ancient costume, her face heavily painted like an opera performer.",彼女は店の入り口にある卓の向こうに座っている。金色の髪飾りをつけ、薄手の唐宋時代の衣装を身に着け、顔には芝居の役者のような厚化粧を施していた。,"Она сидела за столиком у входа, в её волосах была золотая шпилька, а сама она была в лёгком одеянии времён династий Тан и Сун. Лицо у неё было размалёванно, словно она была артисткой театра."
,,方知宥,,,,,,,,默认188,,方知宥/24_方知宥_30,,[你……是林翩翩？],[你……是林翩翩？],"""You... are Lin Pianpian?""",「君は……翩翩か？」,"""Линь Пяньпянь... это ты?"""
,,,,,,,,,,默认189,,,,我有些犹豫地确认着她的身份。,我有些猶豫地確認著她的身份。,I hesitated slightly as I confirmed her identity.,少しおどおどしながら、彼女の正体を確認する。,Я сначала не узнал её.
,,林翩翩花街,<Off>,,,,,,,默认190,,林翩翩/24_林翩翩_003,,[是呀，知宥认不出我啦？],[是呀，知宥認不出我啦？],"""Yes, don’t you recognize me, Zhiyou?""",「そうよ。あたしだってわからなかった？」,"""Ты не узнаёшь меня, Чжию?"""
,,,,,,,,,,默认191,,,,她抿着唇，嘴角勾起了一丝笑容。,她抿著唇，嘴角勾起了一絲笑容。,"She pursed her lips, a faint smile playing at the corners of her mouth.",彼女が唇を噛みつつ、口角を上げて笑顔を作った。,"Поджав губы, она улыбнулась мне."
,,方知宥,,,,,,,,默认192,,方知宥/24_方知宥_31,,[这么浓的妆……确实差点就认不出了……你怎么在这？],[這麼濃的妝……確實差點就認不出了……你怎麼在這？],"""With such heavy makeup... I almost didn’t recognize you... What brings you here?""",「すごい化粧だな……誰だかわからなくなりそうだ……どうしてこんな所に？」,"""Ты слишком уж густо накрасилась... Я почти не узнал тебя... Ты что тут делаешь?"""
,,林翩翩花街,<Off>,,,,,,,默认193,,林翩翩/24_林翩翩_004,,[上回见着时我不就说了吗，有一件好事要告诉你，其实就是……],[上回見著時我不就說了嗎，有一件好事要告訴你，其實就是……],"""Didn’t I mention it last time we met? There’s something wonderful I wanted to tell you, actually...""",「この前会った時に言わなかったっけ？嬉しかったことがあるって。実は……」,"""Я тебе не рассказала в прошлый раз? Произошло кое-что хорошее, а именно..."""
,BgEvent,林翩翩揽客2,,,,,1,,,,,,,
,,老妪,,,,,,,,默认194,,老妪/24_老妪_04,,[好啦好啦！你们这小两口，怎么在店门口便聊上了！这你侬我侬的！看得老身我羡慕地肉麻！],[好啦好啦！你們這小兩口，怎麼在店門口便聊上了！這你儂我儂的！看得老身我羨慕地肉麻！],"""Alright, alright! You, young couple, how could you start right at the shop entrance! All this lovey-dovey behavior! You're making me cringe with envy!""",「はいはいそこまで！仲睦まじいことで。店の真ん前でいちゃつくんじゃないよ！羨ましくてこっちまでぞわぞわするじゃないかい！」,"""Так! Вы, двое голубков, как можете так вести себя на пороге? Сюсюкаетесь тут друг с другом, а мне, старой, до ужаса завидно!"""
,,老妪,,,,,,,,默认195,,老妪/24_老妪_05,,[翩翩，你怎么好让小相公站着说话！还不有点眼力见，请他进店里来坐坐？],[翩翩，你怎麼好讓小相公站著說話！還不有點眼力見，請他進店裡來坐坐？],"""Pianpian, how could you let the young master stand while talking! Where are your manners? Invite him inside to sit!""",「翩翩、いつまで旦那さんを立たせておくんだい！気がきかないねえ。入ってもらって、中で話せばいいじゃないかい」,"""Пяньпянь, ты чего юного вельможу заставляешь стоять? Где твои манеры? Ну-ка пригласи его, пусть зайдёт и посидит."""
,,,,,,,,,,默认196,,,,老妪眉飞色舞地说着，同时拍了一下身旁的林翩翩。,老嫗眉飛色舞地說著，同時拍了一下身旁的林翩翩。,"The Old Woman said with animated expressions, patting Lin Pianpian beside her.",老婆が目を輝かせながら、ぽんぽんと翩翩の肩を叩いた。,"Оживлённо говорила старуха, похлопывая Линь Пяньпянь."
,BgEvent,林翩翩揽客3,,,,,,,,,,,,
,,林翩翩花街,<Off>,,,,,,,默认197,,林翩翩/24_林翩翩_005,,[这……],[這……],"""This...""",「いや……」,"""Ну, это..."""
,,,,,,,,,,默认198,,,,翩翩则有些为难，大概是不想让我徒增花销。,翩翩則有些為難，大概是不想讓我徒增花銷。,"Pianpian hesitated, probably not wanting me to incur unnecessary expenses.",難色を示す翩翩。おそらく私に金を使わせないよう気遣っているのだろう。,"Пяньпянь замялась. Наверное, она не хотела, чтобы я тратил на неё деньги."
,,方知宥,,,,,,,,默认199,,方知宥/24_方知宥_32,,[我今夜没其他事要忙了，去你店里看看也无妨。],[我今夜沒其他事要忙了，去你店裡看看也無妨。],"""I’ve got nothing else to do tonight, so visiting your shop wouldn’t hurt.""",「今夜は他にやる事もないし、見学していったって構わないよ」,"""Да мне всё равно делать нечего, могу к вам зайти."""
,,老妪,,,,,,,,默认200,,老妪/24_老妪_06,,[小相公，你可不能只是看看啊，进来就要有花销。],[小相公，你可不能只是看看啊，進來就要有花銷。],"""Young master, you can’t just look around—if you come in, you’ll have to spend something.""",「おやおや旦那さん、見学だけとはいきませんよ。入るにはお代を頂かないと」,"""Юный вельможа, просто смотреть нельзя. Если зайдёте - то надо будет что-нибудь купить."""
,,方知宥,,,,,,,,默认201,,方知宥/24_方知宥_33,,[我知道，我带够了银两。],[我知道，我帶夠了銀兩。],"""I know, I’ve brought enough silver taels.""",「わかってるさ、金なら持ってる」,"""Знаю. Деньги у меня есть."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认202,,,,我微微一笑，从怀中揣了一些碎银放在手里，示意老妪不要担心。,我微微一笑，從懷中揣了一些碎銀放在手裡，示意老嫗不要擔心。,"I smiled faintly, took some broken silver from my pocket, and gestured to the old woman not to worry.",私はふふと微笑んで懐中から砕銀を出すと、老婆に心配が無用であることを伝えた。,"Улыбнувшись, я, доставая ломаное серебро из-за пазухи, дал понять старухе, чтобы она не волновалась."
,,,,,,,,,,默认203,,,,然后，我便走入了这家店铺。,然後，我便走入了這家店鋪。,"Then, I stepped into the shop.",そして、店の中に入る。,Затем я зашёл в заведение.
