#SHEET_NAME,忆-第七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,刘婆子忆,,,,,,,,默认90,,刘婆子/15_刘婆子_09,,[立国之初，人们多称青楼为“教坊司”，教坊司归朝廷礼部管辖，其中女子多为犯官家眷，只接待官身客人。],[立國之初，人們多稱青樓為“教坊司”，教坊司歸朝廷禮部管轄，其中女子多為犯官家眷，只接待官身客人。],"""In the early days of the dynasty, pleasure houses were often called ""Imperial Music Bureau"", the Imperial Music Bureau fell under the jurisdiction of the Ministry of Rites in the Imperial Court, and the women there were mostly families of disgraced officials, serving only government clients.""",「この国ができた当初、人々は青楼を『<ruby=きょうぼうし>教坊司</ruby>』と呼んだ。朝廷の礼部の管轄で、そこの女の多くは罪を犯した官僚の家族だった。それが役人をもてなしていたのさ」,"""В первые года основания династии 'зелёные терема' обычно назвали 'Управлением музыкальными делами', оно подчинялось Министерству церемоний, а девушки там в основном происходили из семей опальных чиновников и обслуживали лишь чиновников."""
,,刘婆子忆,,,,,,,,默认91,,刘婆子/15_刘婆子_10,,[如今数百载过去，少有人再提“教坊司”之名，客人也不止局限于有官身的人……但凡是有些家资声名的贵人，皆可出入青楼。],[如今數百載過去，少有人再提“教坊司”之名，客人也不止局限於有官身的人……但凡是有些家資聲名的貴人，皆可出入青樓。],"""Now, after centuries, few still mention ""Imperial Music Bureau"" by that name, and clients are no longer limited to government officials... Any noble with wealth and reputation may now frequent pleasure houses.""",「それから数百年、『教坊司』と呼ぶ者も減り、客も役人に限らなくなった……資産や名声がある身分の高い者なら、誰でも出入りできるようになった」,"""Спустя столетия, мало кто уже называет их так, да и клиенту уже не обязательно должно быть в чинах. Теперь любой уважаемый человек со связями и деньгами может посещать 'зелёные терема'."""
,,刘婆子忆,,,,,,,,默认92,,刘婆子/15_刘婆子_11,,[这些青楼中的女子，犯官家眷也越来越少，近年来颇有人气的，多是自幼豢养的“瘦马”。],[這些青樓中的女子，犯官家眷也越來越少，近年來頗有人氣的，多是自幼豢養的“瘦馬”。],"""Among these women in pleasure houses, fewer are families of disgraced officials; in recent years, the most popular are those raised from childhood as ‘Thin Horse’.""",「青楼の女も、罪を犯した官僚の家族は減っていった。最近じゃ特に人気があるのは、だいたいが幼い頃から仕込まれた『<ruby=そうば>痩馬</ruby>』だよ」,"""А среди девушек, работающих здесь, всё меньше выходцев из опальных семей. Последние несколько лет наибольшей популярностью пользуются те, кого растили с детства как 'тощую лошадь'."""
,,,,,,,,,,默认93,,,,丫鬟前来斟茶，刘婆子呷了一口，徐徐解释。,丫鬟前來斟茶，劉婆子呷了一口，徐徐解釋。,A maid came to pour tea. Old Woman Liu took a sip and began explaining leisurely.,侍女がやってきて茶を注ぐと、劉ばあがそれを口に運び、ゆっくりと話す。,"К нам подошла служанка подлить чай. Старуха Лю отпила чая, а затем продолжила объяснять."
,,方知宥,,,,,,,,默认94,,方知宥/15_方知宥_09,,[婆婆，这“瘦马”究竟是何意？],[婆婆，這“瘦馬”究竟是何意？],"""Granny, this— ""Thin Horse"" what does this mean exactly?""",「おば様、その『痩馬』というのは？」,"""Тётушка, а... 'тощая лошадь' - это что такое?"""
,,,,,,,,,,默认95,,,,我接过丫鬟递过来的茶盏，未及饮用，便先出声询问。,我接過丫鬟遞過來的茶盞，未及飲用，便先出聲詢問。,"I took the teacup from the maid, but spoke before drinking.",私も侍女から茶杯を受け取るも、それに口をつけることなく、先に疑問を口にした。,"Взяв чашку из рук служанки, я задал вопрос, прежде чем отпить чая."
,,,,,,,,,,默认96,,,,显然，此“瘦马”并非畜养之马，而是此地特有称谓。,顯然，此“瘦馬”並非畜養之馬，而是此地特有稱謂。,"Clearly, this— ""Thin Horse"" refers not to livestock, but to a local term of art.",『痩馬』とやらが家畜の馬でないことは明らかだ。おそらく、この地特有の言い回しだろう。,"И дураку понятно, что ""тощая лошадь"" явно не обозначало какую-нибудь животину, а было местным профессиональным термином."
,,刘婆子忆,开心,,,,,,,默认97,,刘婆子/15_刘婆子_12,,[哈哈，公子连“瘦马”都未听闻，果真是风月场新人……扬州城赖漕运而兴，富商云集。不知何时起，此地便开始盛行“养瘦马”的风气。],[哈哈，公子連“瘦馬”都未聽聞，果真是風月場新人……揚州城賴漕運而興，富商雲集。不知何時起，此地便開始盛行“養瘦馬”的風氣。],"""Haha, the Young Master haven’t even heard of— ""Thin Horse"", truly a newcomer to the pleasure quarter...Yangzhou City thrived on canal trade, drawing wealthy merchants. At some point, the practice of— ""raising thin horses"" took hold here.""",「あっはっは、『痩馬』も聞いたことがないなんてね。やっぱり<ruby=うぶ>初心</ruby>だねえ……揚州は運河で栄えたおかげで、金持ちがわんさかいる。いつからか、『痩馬を飼う』のが流行し始めた」,"""Ха-ха, юный вельможа даже не слышал о 'тощей лошади'... Вы и правда в весёлых кварталах новичок.""""Янчжоу процветал благодаря речной торговле, привлекая зажиточных торговцев. И в какой-то момент... здесь прижилась практика 'разведения тощих лошадей'."""
,,刘婆子忆,笑,,,,,,,默认99,,刘婆子/15_刘婆子_13,,[所谓“瘦马”，当然指的不是马驹，而是指贫苦人家的女娃子……她们自幼便被卖与富商，待她们长大后便会被收为妾室。],[所謂“瘦馬”，當然指的不是馬駒，而是指貧苦人家的女娃子……她們自幼便被賣與富商，待她們長大後便會被收為妾室。],"""The so-called— ""Thin Horse"", of course, refers not to foals, but to girls from poor families... They were sold to wealthy merchants as children and taken as concubines once they came of age.""",「『痩馬』ってのは、当然ながら馬のことじゃない。貧乏に生まれた娘のことだよ……幼い頃に金持ちに売られて、大きくなったら妾にされるのさ」,"""Эти... 'тощие лошади', понятное дело, не настоящие лошади, а девочки из бедных семей... Их продавали зажиточным торговцам ещё маленькими, а когда они подрастали, их брали в наложницы."""
,,刘婆子忆,,,,,,,,默认100,,刘婆子/15_刘婆子_14,,[这风气盛行数十年后，渐有演变……如今，不仅有富商私养，那些财大气粗的一等青楼也开始自家培养“瘦马”。],[這風氣盛行數十年後，漸有演變……如今，不僅有富商私養，那些財大氣粗的一等青樓也開始自家培養“瘦馬”。],"""After thriving for decades, this practice gradually evolved... Now, not only do wealthy merchants rear them privately, but even first-class pleasure houses with deep pockets cultivate their own ""Thin Horse"".""",「そんな流行も、数十年経って形を変えていった……今じゃ金持ちが私用で飼うだけじゃなく、儲かってる一流の青楼も自分の店で『痩馬』を育てるようになったよ」,"""Через пару десятилетий эта практика мало-помалу изменилась... Теперь не только зажиточные торговцы так делают, но и первоклассные 'зелёные терема' с деньгами начали выращивать собственных 'тощих лошадей'."""
,,刘婆子忆,,,,,,,,默认101,,刘婆子/15_刘婆子_15,,[这些青楼买来穷苦人家的女娃子，聘以名师传授技艺，使其女红裁剪、琴棋书画、诗词歌赋样样精通。],[這些青樓買來窮苦人家的女娃子，聘以名師傳授技藝，使其女紅裁剪、琴棋書畫、詩詞歌賦樣樣精通。],"""These pleasure houses buy whelps from poor families, hiring master tutors to train them in needlework, music, Go, calligraphy, painting, poetry, and song—until they master every art.""",「そういう青楼は貧乏な家の娘を買ってきて、先生を雇って芸事を教え込むんだ。裁縫から琴碁書画、詩歌……あらゆる分野に精通するようにね」,"""'Зелёные терема' скупают девочек из бедных семей, а затем нанимают наставников, чтобы те обучали их шитью, игре на цине, шахматам, каллиграфии, живописи, поэзии и пению, пока они всё не освоят."""
,,刘婆子忆,,,,,,,,默认102,,刘婆子/15_刘婆子_16,,[等这些女娃子年满十四或十六，那些青楼便令她们接客，初时只是陪酒宴饮，从不陪客留宿。],[等這些女娃子年滿十四或十六，那些青樓便令她們接客，初時只是陪酒宴飲，從不陪客留宿。],"""Once these whelps turn fourteen or sixteen, the pleasure houses put them to work—first serving banquets, never staying overnight with patrons.""",「で、娘が十四から十六になると、青楼は接客をさせるようになる。初めは酒の席に付き添うだけで、絶対に客と寝ることはないよ」,"""Когда этим девочкам исполняется четырнадцать или шестнадцать лет, 'зелёные терема' велят им работать. Сначала они просто прислуживают на пирушках, не оставаясь с клиентами на ночь."""
,,刘婆子忆,谄媚,,,,,,,默认103,,刘婆子/15_刘婆子_17,,[若是“瘦马”色艺双绝，声名鹊起……便尽力保住她的清白，使其好被某位达官显贵看上，卖个天价。],[若是“瘦馬”色藝雙絕，聲名大噪……便盡力保住她的清白，使其好被某位達官顯貴看上，賣個天價。],"""If ""Thin Horse"" renowned for both beauty and talent, her fame soared... Then we'd strive to preserve her purity, making her desirable to nobility and high officials—fetching a sky-high price.""",「『痩馬』が容姿と芸事どちらも優秀で、名声が高まれば……とにかく純潔を守って、どこぞのお偉いさんに目をかけてもらうよう仕向け、とんでもない値で売り飛ばす」,"""Если 'тощая лошадь' красивая и талантливая и быстро набирает популярность... Тогда мы стараемся сохранить её чистоту, делая желанной для знати и высокопоставленных чиновников, отчего её цена взлетает до небес."""
,,刘婆子忆,,,,,,,,默认104,,刘婆子/15_刘婆子_18,,[若是“瘦马”人气低迷，那不出一两年便需破瓜接客，先是初夜卖个好价，而后长留楼中，直至有人为她赎身。],[若是“瘦馬”人氣低迷，那不出一兩年便需破瓜接客，先是初夜賣個好價，而後長留樓中，直至有人為她贖身。],"""If ""Thin Horse"", if her popularity wanes, within a year or two she'd have to debut—first selling her maiden night at premium rates, then remaining in the pleasure house until someone buys her freedom.""",「『痩馬』に人気が出なければ、一二年もしないうちに処女を売ることになる。まずは初夜を高値で売って、あとは店に留まったまま身請けを待つのさ」,"""Если же 'тощая лошадь' не такая популярная, то через год-два её цветку предстоит быть сорванным. Первая с ней ночь стоит дорого, ну а потом она продолжает работать в заведении, пока не найдётся кто-то, кто выкупит её."""
,,,,,,,,,,默认105,,,,刘婆子娓娓道来，我静心聆听，对“瘦马”一词终有了解。,劉婆子娓娓道來，我靜心聆聽，對“瘦馬”一詞終有了解。,"Old Woman Liu recounted methodically; I listened intently, finally understanding the term ""Thin horse"" at last.",劉ばあが淡々と語る。私は静かに耳を傾け、「痩馬」というものについてようやく理解した。,"Старуха Лю раскладывала всё по полочкам. Внимательно выслушав её, я, наконец, понял смысл выражения ""тощая лошадь""."
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认106,,,,当年雁儿姐被大伯收养，意欲纳为妾室，大抵亦可归为此类。,當年雁兒姐被大伯收養，意欲納為妾室，大抵亦可歸為此類。,"Back then, when Uncle took in <ruby=Swan Goose>Sister Yan</ruby>, intending to make her his concubine, it likely fell under this category too.",あの時の雁姉は、妾にするため伯父に引き取られた。あれもこの類だろう。,"Когда дядя купил сестричку Лебёдушку, он рассчитывал со временем сделать её своей наложницей - наверное, это тоже можно отнести к примерам подобного."
,,,,,,,,,,默认107,,,,大伯早亡，伯母极可能将其转卖青楼，由大伯的“瘦马”变作青楼待价而沽的“瘦马”。,大伯早亡，伯母極可能將其轉賣青樓，由大伯的“瘦馬”便作青樓待價而沽的“瘦馬”。,"Uncle died young. Aunt most likely sold her to a pleasure house, severing ties with Uncle's ""Thin Horse"", like a pleasure house courtesan waiting to be sold to the highest bidder ""Thin Horse"".",伯父が早逝したため、伯母が青楼に売った可能性は高い。伯父の「痩馬」はそのまま青楼で値付けされるのを待つ「痩馬」となったわけだ。,"Но дядя умер рано. А тётя, вероятно, продала её в ""зелёный терем"" - таким образом дядина ""тощая лошадь"" стала ""тощей лошадью"" ""зелёного терема"", которую взращивали с расчётом на высокую цену."
,,,,,,,,,,默认108,,,,如此看来……,如此看來……,So it seems...,となると……,При таком раскладе...
,,,,,,,,,,默认109,,,,林翩翩此前提及的那位青楼头牌苏怜烟，确实很有可能是雁儿姐。,林翩翩此前提及的那位青樓頭牌蘇憐煙，確實很有可能是雁兒姐。,That Top Courtesan Su Lianyan whom Lin Pianpian mentioned earlier might indeed be <ruby=Swan Goose>Sister Yan</ruby>.,林翩翩の言っていた青楼の一番娘である蘇憐煙が雁姉である可能性は十分ある。,"Та ""девушка первого ранга"", Су Ляньянь, которую упомянула Линь Пяньпянь, и правда может быть сестричкой Лебёдушкой."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,刘婆子忆,通常,,,,,,,默认110,,刘婆子/15_刘婆子_19,,[在这二十四桥，青楼分作三等——三等青楼共二十七家，名号皆以“院”字结尾；二等青楼十家，以“坊”结尾。],[在這二十四橋，青樓分作三等——三等青樓共二十七家，名號皆以“院”字結尾；二等青樓十家，以“坊”結尾。],"""Here at the Twenty-Four Bridges, the pleasure houses are ranked in three tiers—twenty-seven of the third tier, each bearing the name ""Courtyard""; and ten of the second tier, each ending with the word ""Hall"".""",「二十四橋じゃ、青楼は三つの位に分類される――三等の二十七軒はどの店名も『院』で終わって、二等の十件は『坊』で終わる」,"""Здесь, в районе Двадцать четвёртого моста, 'зелёные терема' делятся на три класса: в третьем классе - двадцать семь 'теремов', что именуются 'дворами', во втором классе - десять и они именуются 'палатами'."""
,,,,,,,,,,默认111,,,,未容我多想，刘婆子啜了口茶，继续讲述青楼的事。,未容我多想，劉婆子啜了口茶，繼續講述青樓的事。,"Before I could ponder further, Old Woman Liu sipped her tea and continued speaking about the pleasure houses.",私があれこれ考える間もなく、劉ばあが茶をすすりながら青楼についての話を続ける。,"Прервав мои размышления, старуха Лю, отпив чаю, продолжила рассказывать."
,,刘婆子忆,,,,,,,,默认112,,刘婆子/15_刘婆子_20,,[至于那一等青楼，名号以“阁”结尾，如今仅存两家。],[至於那一等青樓，名號以“閣”結尾，如今僅存兩家。],"""As for those first-class pleasure houses, their names all end with ‘Pavilion’; now, but two of them remain.""",「残る一等の青楼の店名は、『閣』で終わる。今残ってるのは二軒だけだよ」,"""А 'терема' первого класса называются 'павильонами', их осталось всего два."""
,,方知宥,,,,,,,,默认113,,方知宥/15_方知宥_10,,[哦？哪两家？],[哦？哪兩家？],"""Which two?""",「その二軒とは？」,"""Какие два?"""
,,,,,,,,,,默认114,,,,我好奇追问。,我好奇追問。,I asked curiously.,少し気になり、そう尋ねる。,Поинтересовался я.
,,刘婆子忆,笑,,,,,,,默认115,,刘婆子/15_刘婆子_21,,[一家叫绮罗阁，一家叫泠音阁。],[一家叫綺羅閣，一家叫泠音閣。],"""One was called Qiluo Pavilion, the other <ruby=泠音>Lingyin</ruby> Pavilion.""",「一軒は『<ruby=きらかく>綺羅閣</ruby>』、もう一軒は『<ruby=れんいんかく>泠音閣</ruby>』さ」,"""Один называется 'Шёлковый павильон', а второй - '<ruby=Линъинь>Мелодичный</ruby> павильон'."""
,,方知宥,,,,,,,,默认116,,方知宥/15_方知宥_11,,[泠音阁……那儿的头牌，可是名叫苏怜烟？],[泠音閣……那裡的頭牌，可是名叫蘇憐煙？],"""<ruby=泠音>Lingyin</ruby> Pavilion... Was their top courtesan named Su Lianyan by any chance?""",「泠音閣……そこの一番娘の名は、蘇憐煙かな？」,"""'<ruby=Линъинь>Мелодичный</ruby> павильон'... Это случайно не там работает девушка по имени Су Ляньянь?"""
,,,,,,,,,,默认117,,,,我察觉此名与“苏怜烟”相近，终是按捺不住，顺势问出。,我察覺此名與“蘇憐煙”相近，終是按捺不住，順勢問出。,"I noticed this name bore resemblance to ""Su Lianyan"" and couldn't resist asking the question.",店名の響きが「蘇憐煙」に似ていることに気付き、ついに我慢できず聞いてしまった。,"Заметив в названии павильона сходство с именем ""Су Ляньянь"", не удержавшись, задал я вопрос."
,,刘婆子忆,谄媚,,,,,,,默认118,,刘婆子/15_刘婆子_22,,[哦？公子竟也知道？不错，泠音阁的头牌正是苏怜烟。],[哦？公子竟也知道？不錯，泠音閣的頭牌正是蘇憐煙。],"""Oh? So the Young Master knows of her? Indeed, <ruby=泠音>Lingyin</ruby> Pavilion's top courtesan is Su Lianyan.""",「おや？旦那さんも知ってるのかい？そうそう、泠音閣の一番娘は蘇憐煙だよ」,"""О? Юный вельможа знает её? Да, это так. Су Ляньянь - тамошняя 'девушка первого ранга'."""
,,方知宥,,,,,,,,默认119,,方知宥/15_方知宥_12,,[婆婆可知她今年芳龄？],[婆婆可知她今年芳齡？],"""Madam, might you know her current age?""",「彼女が今年いくつか知ってるか？」,"""Тётушка, а Вы знаете, сколько ей лет?"""
,,刘婆子忆,通常,,,,,,,默认120,,刘婆子/15_刘婆子_23,,[她二八年华初次应酬客人，如今两年过去，应是十八妙龄。],[她二八年華初次應酬客人，如今兩年過去，應是十八妙齡。],"""She debuted at sixteen, and two years have passed—she should now be eighteen in her prime.""",「十六歳で初めて客を取ったから……あれから二年で、今は十八歳かね」,"""Она впервые приняла клиента в цветущем возрасте два по восемь - это было два года назад, так что ей сейчас восемнадцать, в самом расцвете."""
,,方知宥,,,,,,,,默认121,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认122,,,,刘婆子缓缓说道，我愣神沉思。,劉婆子緩緩說道，我愣神沉思。,Old Woman Liu spoke slowly as I stood lost in thought.,劉ばあの言葉に、私はしばし考える。,Медленно сказала старуха Лю. Меня это немного озадачило.
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认123,,,,十八岁……不太对。,十八歲……不太對。,Eighteen years old... Something's not right.,十八歳……だとすると、合わない。,Восемнадцать... Что-то не сходится.
,,,,,,,,,,默认124,,,,记忆中，雁儿姐应该比我大两岁，如今应是十九岁才是。,記憶中，雁兒姐應該比我大兩歲，如今應是十九歲才是。,I remember <ruby=Swan Goose>Sister Yan</ruby> being two years older than me—she should be nineteen by now.,たしか、雁姉は私よりも二つ上なので、今年は十九歳のはずだ。,"Я помню, что сестричка Лебёдушка была на два года старше меня, так что ей должно быть девятнадцать."
,,,,,,,,,,默认125,,,,难道……苏怜烟并非是雁儿姐？,難道……蘇憐煙並非是雁兒姐？,Unless... Su Lianyan isn’t <ruby=Swan Goose>Sister Yan</ruby>?,まさか……蘇憐煙は雁姉ではないのか？,Неужели... та Су Ляньянь всё-таки не она?
,,,,,,,,,,默认126,,,,不……,不……,No...,いや……,Нет...
,,,,,,,,,,默认127,,,,青楼之中，真真假假，虚实难辨。,青樓之中，真真假假，虛實難辨。,Pleasure houses thrive on illusions; truth and deception blur.,青楼は真実と嘘が入り混じる場所だ。一概には何とも言えない。,"В ""зелёных теремах"" грань между правдой и ложью размыта."
,,,,,,,,,,默认128,,,,或许雁儿姐当初把自己的年龄报小了一岁，或许是青楼将她的年龄对外报小了一岁……这些都有可能。,或許雁兒姐當初把自己的年齡報小了一歲，或許是青樓將她的年齡對外報小了一歲……這些都有可能。,"Maybe <ruby=Swan Goose>Sister Yan</ruby> lied about her age, or the house trimmed a year off her records... All plausible.",雁姉が自分の歳を一つ若く言ったのかもしれないし、青楼が彼女の年齢を一つ若く公表しているのかもしれない……どちらもあり得る。,"Сестричка Лебёдушка могла соврать про свой возраст, либо же в ""зелёном тереме"" специально скостили её возраст... Всё возможно."
,,,,,,,,,,默认129,,,,仅是差了一岁，并不能说明什么。,僅是差了一歲，並不能說明什麼。,A one-year discrepancy means nothing.,たかが一歳の差では、断定できない。,Разница всего лишь год - так что тут ещё ничего нельзя сказать наверняка.
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,刘婆子忆,笑,,,,,,,默认130,,刘婆子/15_刘婆子_24,,[怎么……公子对苏怜烟有兴趣？],[怎麼……公子對蘇憐煙有興趣？],"""How... Young Master fancy Su Lianyan?""",「なあに……蘇憐煙に興味があるのかい？」,"""Так что же... Су Ляньянь по вкусу юному вельможе?"""
,,,,,,,,,,默认131,,,,刘婆子看出我在沉思，便笑着问道。,劉婆子看出我在沉思，便笑著問道。,Old Woman Liu caught my brooding and smirked.,私が物思いに耽っているのを見て、劉ばあがにやにやとしながら訊く。,"Старуха Лю заметила, что я задумался, и, улыбаясь, спросила меня."
,,林翩翩忆,羡慕,,,,,,,默认132,,林翩翩/15_林翩翩_011,,[可不嘛！他昨夜听得苏怜烟名讳，便魂不守舍……明明我就在他身旁睡，他也对我不理不睬，可是惦记得紧！],[可不嘛！他昨夜聽得蘇憐煙名諱，便魂不守舍……明明我就在他身旁睡，他也對我不理不睬，可是惦記得緊！],"""Obviously! He heard Su Lianyan's name last night and hasn’t been right since... Though I slept right beside him, he ignored me completely—yet he pines for her so desperately!""",「そうよ！昨日の夜、蘇憐煙っていう名前を聞いてから、ずっと心ここにあらずなんだから……あたしが隣で寝てるのに、全然相手にしてくれなくて、彼女のことばっかり考えてたのよ！」,"""Ну конечно! Как только он вчера услышал её имя, весь день сам не свой... Я спала рядом с ним, а он меня не обратил на меня внимание - всё тоскует по ней, бедняжка."""
,,,,,,,,,,默认133,,,,林翩翩也带着几分幽怨几分调笑的语气提了一句。,林翩翩也帶著幾分幽怨幾分調笑的語氣提了一句。,"Lin Pianpian added, her voice laced with both melancholy and playful teasing.",翩翩が恨みがましさ半分、ふざけ半分でそう言う。,"В разговор вклинилась Линь Пяньпянь, в её голосе читалась досада и игривая насмешка."
,,刘婆子忆,开心,,,,,,,默认134,,刘婆子/15_刘婆子_25,,[哈哈，冷落了翩翩这丫头，确是不该……况且，那一等青楼的头牌，岂是轻易得见？公子惦记她，大概会很不值啊！],[哈哈，冷落了翩翩這丫頭，確是不該……況且，那一等青樓的頭牌，豈是輕易得見？公子惦記她，大概會很不值啊！],"""Hah, neglecting our Pianpian was indeed inexcusable... Besides, the Top Courtesan of a first-class pleasure house isn’t so easily met! Young Master’s longing for her might prove utterly futile!""",「あっはっは、翩翩をおろそかにするのはよくないねえ……けど、その一番娘にそう易々と会えると思うかい？気になってても、それに見合うかどうか」,"""Ха-ха, не обращать внимания на Пяньпянюшку - как же так можно... В любом случае, увидеть 'девушку первого ранга' в первоклассном 'зелёном тереме' - дело не из лёгких. Тоска юного вельможи, скорее всего, окажется напрасной."""
,,方知宥,,,,,,,,默认135,,方知宥/15_方知宥_13,,[此话怎讲？],[這話怎麼說？],"""What do you mean by that?""",「どういう意味だ？」,"""Почему?"""
,,刘婆子忆,笑,,,,,,,默认136,,刘婆子/15_刘婆子_26,,[一等青楼那两家，非是人人可进，需得经人引荐方可入内，它们每日只接寥寥数十客人，出入便要十两。],[一等青樓那兩家，非是人人可進，需得經人引薦方可入內，它們每日只接寥寥數十客人，出入便要十兩。],"""Those two first-class pleasure houses aren’t open to just anyone—entry requires a referral. They entertain barely a few dozen patrons daily, and merely stepping inside costs ten taels.""",「一等の青楼はね、誰でも行けるわけじゃないんだよ。誰かの紹介がなければ入れない。一日の受付はたった数十人、それも出入りだけで十両はかかる」,"""Первоклассные 'зелёные терема' не для всех - чтобы попасть туда, нужна рекомендация. Они принимают лишь пару десятков клиентов в день, и даже, чтобы просто попасть внутрь, нужно отдать целых десять таэлей серебра."""
,,刘婆子忆,,,,,,,,默认137,,刘婆子/15_刘婆子_27,,[至于那位叫苏怜烟的头牌，她每日只见一客，见她一次便要三十两银子……哪怕有人引荐，估摸着也要排好几个月哩！],[至於那位叫蘇憐煙的頭牌，她每日只見一客，見她一次便要三十兩銀子……哪怕有人引薦，大概也要排好幾個月哩！],"""As for the Top Courtesan Su Lianyan, she only entertains one patron per day—a single audience with her costs thirty silver taels... Even with a referral, you’d likely wait months for a chance!""",「その蘇憐煙という一番娘は、一日で一人しか相手をしない。しかも一度会うだけで三十両……たとえ紹介があっても、会うには数か月はかかるよ！」,"""Что же касается 'девушки первого ранга', Су Ляньянь, она принимает лишь одного клиента в день. Одна лишь встреча с ней стоит тридцать таэлей... И даже с рекомендацией Вам, вероятно, придётся ждать месяцы, чтобы попасть к ней!"""
,,,,,,,,,,默认138,,,,刘婆子给我详细讲解这些价钱门道。,劉婆子給我詳細講解這些價錢門道。,Old Woman Liu laid out these pricing intricacies to me in detail.,劉ばあが仕組みや値段を詳しく話してくれた。,Старуха Лю подробно изложила мне все тонкости цен.
,,方知宥,,,,,,,,默认139,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认140,,,,我静静听着，眉头微微皱起。,我靜靜聽著，眉頭微微皺起。,"I listened in silence, my brow faintly creased.",私は黙ってそれを聞きながら、眉をひそめた。,"Нахмурившись, я молча слушал её."
,CharacterOff,,,,,,,,,,,,,,,
,,,,,,,,,,默认141,,,,三十两银子……只能见她一次？,三十兩銀子……只能見她一次？,Thirty silver taels... Just to see her once?,一回会うだけで……三十両？,Тридцать таэлей... просто чтобы увидеть её?
,,,,,,,,,,默认142,,,,这价钱对常人而言，可谓天价。,這價錢對常人而言，可謂天價。,"For common folk, such a price is sheer extravagance.",普通の人にとっては、とんでもない値だ。,Для простых людей это абсолютно неподъёмные деньги.
,,,,,,,,,,默认143,,,,多少农家终岁辛劳，不过十余两入账。,多少農家終歲辛勞，不過十餘兩入帳。,Most peasant families sweat all year to scrape together barely ten taels.,農民がどれだけ働いたところで、せいぜい一年に十数両の稼ぎといったところだろう。,"Большинство крестьянских семей трудятся, не покладая рук, чтобы наскрести десять с небольшим таэлей в год."
,,,,,,,,,,默认144,,,,甚至，我听闻陕地中原那边闹饥荒，不过十两银便可在人牙子处买一孩童。,甚至，我聽聞陝地中原那邊鬧饑荒，不過十兩銀便可在人牙子處買一孩童。,"Worse yet, I’ve heard in the famine-ravaged Central Plains near Shaanxi, ten taels could buy a child from flesh peddlers.",特に、陝地や中原は飢饉に襲われ、十両足らずで人買いから子供を買えるという。,"Более того, я слышал, что на Центральных равнинах, близ Шэньси, где свирепствовал голод, за десять таэлей можно купить ребёнка у ""торговцев живым товаром""."
,,,,,,,,,,默认145,,,,见苏怜烟一次……可买三个孩童。,見蘇憐煙一次……可買三個孩童。,Meet Su Lianyan once... Could purchase three children.,蘇憐煙に一度会うだけで……子供を三人買える額だ。,За одну встречу с Су Ляньянь... можно купить целых три ребёнка.
,,,,,,,,,,默认146,,,,这太夸张了吧……,這太誇張了吧……,That's too extreme...,さすがに誇張が過ぎるだろう……,Это уже какой-то перебор...
,,方知宥,,,,,,,,默认147,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认148,,,,不过，我或许还不该考虑银子花销的事。,不過，我或許還不該考慮銀子花銷的事。,Though perhaps I shouldn't be worrying about silver tael expenses just yet.,だが、今はまだ金を使う段ではないかもしれない。,"Но сейчас, наверное, ещё рано задаваться вопросом про деньги."
,,,,,,,,,,默认149,,,,刘婆子言明，需有贵人引荐方能踏入一等青楼。,劉婆子言明，需有貴人引薦方能踏入一等青樓。,Old Woman Liu stated clearly that noble patronage is required to enter a first-class pleasure house.,劉ばあの言うとおり、貴人の紹介がなければ、一等の青楼には入れない。,"Старуха Лю ясно дала понять, что, чтобы попасть в первоклассный ""зелёный терем"", мне нужна рекомендация."
,,,,,,,,,,默认150,,,,眼下首要，倒是要如何寻得引荐之人。,目前首要，倒是要如何尋得引薦之人。,The immediate challenge is finding someone who can provide such an introduction.,今の課題は、いかにしてその紹介者を見つけるかだ。,"Сейчас мне нужно найти кого-нибудь, кто сможет поручиться за меня."
,,方知宥,,,,,,,,默认151,,方知宥/15_方知宥_14,,[婆婆，若我想进这一等青楼，该如何获得引荐？？],[婆婆，若我想進這一等青樓，該如何獲得引薦？？],"""Madam, how might one obtain an introduction to this first-class pleasure house?""",「おば様、もし私が一等の青楼に行きたいと言ったら……どのようにして紹介を受ければいいのだろう？」,"""Тётушка, а как мне получить рекомендацию для первоклассного 'зелёного терема'?"""
