#SHEET_NAME,忆-第八回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认94,,,,不必多问，这气度不凡者，定是此坊的头牌花魁。,不必多問，這氣度不凡者，定是此坊的頭牌花魁。,No need to ask—this woman of remarkable poise was unmistakably the establishment's Top Courtesan.,問うまでもないほどの只ならぬ気配。この店の一番娘に違いない。,"Можно было легко догадаться по её незаурядному виду, что это наверняка местная ""девушка первого ранга"".",
,,,,,,,,,,默认95,,,,而那三位落座的男人……大概都是客人？,而那三位落座的男人……大概都是客人？,As for the three seated men... likely all patrons?,となると、そこに座っている三名の男たちは……みな客だろうか？,"Ну а те трое мужчин... скорее всего, её клиенты?",
,CharacterOff,,,,,,1,,,,,,,
,,方知宥,,,,,,,,默认96,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认97,,,,我打量着那几位客人。,我打量著那幾位客人。,I eyed the group of patrons.,その客たちをじっと見る。,Я осмотрел их.,
,,不修边幅的老者,纯黑,很左,,,0.4,,,,,,,
,,,,,,,,,,默认98,,,,从左边数，第一位是不修边幅的老者，他穿着一件儒衫，头发花白，衣衫略显凌乱，坐姿也有些随意。,從左邊數，第一位是不修邊幅的老者，他穿著一件儒衫，頭髮花白，衣衫略顯凌亂，坐姿也有些隨意。,"On the far left sits an unkempt old man in a Confucian robe, his graying hair and slightly disheveled clothes matching his casual posture.",左から数えて最初の男はだらしのない恰好の老人だ。儒服を着て真っ白な髪をしている。服は少し乱れ、座り方も幾分雑な様子だ。,"Первым слева сидел небрежно одетый старик - на нём был конфуцианский халат, в волосах была проседь, одежда сидела на нём не очень аккуратно, и сама поза, в которой он восседал, была весьма непринуждённой.",
,,胖富商,纯黑,,,,0.4,,,,,,,
,,,,,,,,,,默认99,,,,次席是位体胖的中年富商，他衣着华贵，留一撮短须。,次席是位體胖的中年富商，他衣著華貴，留一撮短鬚。,"The second seat holds a portly middle-aged merchant in opulent attire, sporting a trimmed mustache.",次の男は太った中年の金持ちに見える。華美な服に身を包み、短い髭を生やしている。,Затем был дородный торговец средних лет - в роскошном одеянии и с короткими усами.,
,,,,,,,,,,默认100,,,,初看时，我还以为是勾栏里那位左拥右抱的盐商，细看才知并非同一人。,初看時，我還以為是勾欄裡那位左擁右抱的鹽商，細看才知並非同一人。,"At first, I mistook him for that brothel-frequenting salt merchant with women draped on both arms, but a closer look revealed a different man.",ぱっと見た時は勾欄で両手に女を抱いていた豪商かと思ったが、よく見ると違った。,"При первом взгляде мне показалось, словно это был тот торговец солью из ""изогнутой балюстрады"", заказавший себе двух девушек - но, приглядевшись, я увидел, что это совсем другой человек.",
,,撞衫公子,纯黑,很右,,,0.4,,,,,,,
,,,,,,,,,,默认101,,,,嗯……末位坐着的，则是一位年轻公子。,嗯……末位坐著的，則是一位年輕公子。,Hmm... the last seat is occupied by a young gentleman.,ふむ……末席に座っているのは、若い令息だ。,Хм... На последнем сидении был некий юный вельможа.,
,,,,,,,,,,默认102,,,,哦？我发现了一个有趣的巧合。,哦？我發現了一個有趣的巧合。,Oh? What an amusing coincidence.,ん？奇妙な偶然を見つけてしまった。,М-м-м? Мне в глаза бросилось занятное совпадение.,
,CharacterOff,不修边幅的老者,,,,,0.8,,,,,,,
,CharacterOff,胖富商,,,,,0.8,,,,,,,
,,撞衫公子,通常,,,,0.8,,,,,,,
,,,,,,,,,,默认103,,,,这位公子的衣着和发型，竟与王生极为相似……,這位公子的衣著和髮型，竟與王生極為相似……,This young gentleman's attire and hairstyle bear an uncanny resemblance to Scholar Wang...,あの令息の服と髪型が、王書生にそっくりだ……,Одежда и причёска этого юного вельможи были крайне схожи с учёным Ваном...,
,,,,,,,,,,默认104,,,,不，他们的衣服，绝对是同一款。,不，他們的衣服，絕對是同一款。,"No, their outfits are absolutely identical.",いや、服に至ってはまったく同じものだ。,"Да нет, не просто схожи - абсолютно одинаковы.",
,CharacterOff,,,,,,,,,,,,,
,,王生少年,疑惑,,,,,,,默认105,,王生/17_王生_18,,[呃，那人怎穿得同我儿子似的？］,[呃，那人怎穿得同我兒子似的？］,"""Huh, why's that guy dressed just like my son?""",「おいおい、なんだあいつ。俺のがきの頃にそっくりじゃないか」,"""Хм, а чего это тот парень одет, как будто он мой сын?""",
,,,,,,,,,,默认106,,,,王生见到那青年的装束，脸色霎时不太好看。,王生見到那青年的裝束，臉色霎時不太好看。,Scholar Wang's face fell the moment he noticed the young man's clothing.,王がその少年の装いを見て、見るからに不愉快そうな表情になった。,"При виде того, как был одет тот молодой человек, на лице учёного Вана отразилось недовольство.",
,,,,,,,,,,默认107,,,,他趁着我们还未走近，那人听不到，便低声嘀咕了一句。,他趁著我們還未走近，那人聽不到，便低聲嘀咕了一句。,"Before we came within earshot, he muttered something under his breath.",私たちが近付く前に、その令息が聞こえないほどの声でぼそぼそと何かを言った。,"Он пробормотал себе под нос, пользуясь тем, что мы ещё не подошли близко и не могли быть услышаны.",
,,王生少年,犹豫,,,,,,,,,,,
,,撞衫公子,,,,,,,,默认108,,,,[……］,[……］,"""...""",「……」,...,
,,,,,,,,,,默认109,,,,那人确实是没听到王生的话，不过他在看到王生后，似乎也不太开心。,那人確實是沒聽到王生的話，不過他在看到王生後，似乎也不太開心。,"The man hadn't actually heard Scholar Wang, but seeing him didn't seem to improve his mood either.",王の小言は聞こえていないはずだが、彼の方も王を見ると不愉快そうな顔になった。,"Хоть тот человек и не расслышал слова учёного Вана, при виде его он тоже не был особенно рад.",
,,,,,,,,,,默认110,,,,他的目光先是惊愕，继而尴尬，最终透出几分冷意。,他的目光先是驚愕，繼而尷尬，最終透出幾分冷意。,"His expression cycled through shock, then discomfort, before settling into icy disdain.",まず驚きの表情になり、続けて気まずそうになり、冷ややかな目つきとなる。,"На его лице отобразилось изумление, потом неловкость, в конце концов сменившаяся холодностью.",
,,,,,,,,,,默认111,,,,这二人尚未交谈，梁子便已结下。,這二人尚未交談，梁子便已結下。,The tension between them was palpable before either spoke a word.,まだ一言も交わさぬうちに、二人に因縁ができてしまった。,"Хоть они ещё не успели обмолвиться ни словом, между ними уже явно зародилась неприязнь.",
,,,,,,,,,,默认112,,,,看来……出门穿衣还是要避着点，尽量不要与人撞衫。,看來……出門穿衣還是要避著點，盡量不要與人撞衫。,"It seems... one should still dress carefully when going out, avoiding matching outfits with others.",どうやら……出かける時は服装に気を付けた方がよさそうだ。誰かとかぶってしまわないように。,Похоже... При выходе в свет нужно быть аккуратнее и стараться по возможности не совпасть в одежде с другими людьми.,
,,,,,,,,,,默认113,,,,不过，这到底要如何避呢？,不過，這到底要如何避呢？,But how exactly does one avoid this?,しかし、そんなものどう避けろというのだ。,"Хотя, с другой стороны, а как это возможно предугадать?",
,,碧竹坊小厮,,,,,,,,默认114,,碧竹坊小厮/17_碧竹坊小厮_03,,[心兰姐，又有两位贵客到了。],[心蘭姐，又有兩位貴客到了。],"""Sister Xinlan, two more distinguished guests have arrived.""",丁稚「心蘭さん、さらに二名のお客様をご案内します」,"""Сестрица Синьлань, тут ещё два дорогих гостя пожаловали.""",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认115,,,,正当我沉思时，小厮将我们引至桌前，向着那位女子介绍。,正當我沉思時，小廝將我們引至桌前，向著那位女子介紹。,"As I was deep in thought, the Servant Boy ushered us to the table and introduced us to the woman.",あれこれ考えていると、丁稚が私たちを卓の前に連れていき、女に向かって紹介した。,"Пока я пребывал в задумчивости, слуга подвёл нас к столу и представил той девушке.",
,,,,,,,,,,默认116,,,,原来这碧竹坊的头牌芳名“心兰”。,原來這碧竹坊的頭牌芳名“心蘭”。,"So, she was ""Xinlan"", the top courtesan of Jade Bamboo Hall.",どうも碧竹坊の一番娘の芳名は「<ruby=シンラン>心蘭</ruby>」らしい。,"Получается, девушку первого ранга ""Палаты зелёного бамбука"" зовут <ruby=""орхидея сердца"">""Синьлань""</ruby>.",
,,,,,,,,,,默认117,,,,名字倒是清雅，只不知姓甚么。,名字倒是清雅，只不知姓什麼。,"Her name is quite elegant, though I wonder what her surname might be.",なかなか雅な名だが、姓が何なのかわからない。,"Весьма изящное имя - разве что неизвестно, какая у неё фамилия.",
,,心兰,微笑,,,,0.5,,,默认118,,心兰/17_心兰_01,,[二位公子大驾光临，小坊蓬荜生辉，请这边坐。］,[二位公子大駕光臨，小坊蓬蓽生輝，請這邊坐。］,"""Your esteemed presence brings honor to our humble establishment. Please, sit here.""",「ようこそ、お二方。お会いできて光栄でございます。さ、こちらにおかけになって」,"""Юные вельможи, милости просим, вы очень почтили нас своим визитом. Прошу, присаживайтесь здесь.""",
,,,,,,,,,,默认119,,,,心兰看了看我和王生，含蓄温柔地微微一笑，抬起长袖，向我们指点了两个座位。,心蘭看了看我和王生，含蓄溫柔地微微一笑，抬起長袖，向我們指點了兩個座位。,"Xinlan glanced at Scholar Wang and me, offering a demure smile before raising her sleeve to gesture toward two seats.",心蘭は私と王を見ると、柔和な微笑みを浮かべた。そして袖を振り、空いている二つの席を指さした。,"Синьлань, взглянув на нас двоих, ласково улыбнулась, а затем, приподняв рукав, указала на два пустых места.",
,,王生少年,犹豫,,,,,,,默认122,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认123,,,,王生紧挨着我，特意选了个离那“撞衫公子”最远的位置。,王生緊靠著我，特意選了個離那“撞衫公子”最遠的位置。,"Scholar Wang sat close to me, deliberately choosing the spot farthest from ""Mr. Matching Attire"".",王は私の真隣、あの「同じ服の令息」から最も遠い場所をわざわざ選んだ。,"Учёный Ван сел поближе ко мне, специально выбрав место как можно дальше от ""собрата-по-одежде"".",
,,心兰,惊喜,,,,,,,默认124,,心兰/17_心兰_02,,[陈公子……这位是您相识之人么？］,[陳公子……這位是您相識之人嗎？］,"""Young Master Chen... is this gentleman known to you?""",心蘭「陳さん……こちらの方とはお知り合い？」,"""Юный вельможа Чэн... Этот господин - ваш знакомый?""",
,,,,,,,,,,默认125,,,,心兰察觉撞衫公子与王生衣着相同，有些好奇地问了一句。,心蘭察覺撞衫公子與王生衣著相同，有些好奇地問了一句。,"Noticing the identical outfits worn by Mr. Matching Attire and Scholar Wang, Xinlan inquired with curiosity.",王と令息が同じ服を着ていることに気付いた心蘭が、気になってそう問う。,"Заметив сходство в одежде, спросила Синьлань.",
,,撞衫公子,,,,,,,,默认126,,撞衫公子/17_撞衫公子_01,,[不识。］,[不識。］,"""No.""",「知らん」,"""Нет, не знаю.""",
,,,,,,,,,,默认127,,,,撞衫公子淡漠回应，目光直视前方，不看王生。,撞衫公子淡漠回應，目光直視前方，不看王生。,"Mr. Matching Attire replied coldly, his eyes fixed ahead, refusing to even glance at Scholar Wang.",ぶすっとして令息が答える。目は前を見たまま、王の方を向こうともしない。,"Холодно ответил ""собрат-по-одежде"", глядя прямо перед собой и не удостаивая учёного Вана и взглядом.",
,,心兰,微笑,,,,,,,默认128,,心兰/17_心兰_03,,[不识亦无妨，今日我们同席共饮，想必很快便相熟了……如今我们人数足够，恰可行酒令了……不知诸位是想玩“文”的，还是“武”的？］,[不識亦無妨，今日我們同席共飲，想必很快便相熟了……如今我們人數足夠，恰可行酒令了……不知諸位是想玩“文”的，還是“武”的？］,"""Acquainted or not, sharing this table and drinks today will surely make us familiar soon... Now that we have enough players, we can begin a drinking game... Would you prefer the ""civil"" or ""martial"" style?""",「知らなくても結構。今日は席を共にして飲むのですから、きっと仲良くなれるでしょう……さて、人数も揃いましたし、お遊びといきましょう……皆様は『文』と『武』、どちらを遊びたいですか？」,"""Ну не знаете - так ничего страшного, раз мы делим стол и вино, то скоро всё равно познакомимся... Раз уж нас тут собралось достаточно, может, в застольные игры поиграем? Не знаю только, господа, какой вид игр вам больше по душе - 'культурные' или 'военные'?""",
,,,,,,,,,,默认129,,,,心兰轻笑圆场，执起一杯酒，向我们问道。,心蘭輕笑圓場，執起一杯酒，向我們問道。,"Xinlan chuckled to ease the tension, raised a cup of wine, and asked us.",心蘭はふふっと笑うと、酒を手に取って私たちに訊いた。,"Разрядив обстановку своим смехом, спросила у нас Синьлань, поднимая чарку с вином.",
,,方知宥,,,,,,,,默认130,,方知宥/17_方知宥_14,,[文武是何意？］,[文武是何意？］,"""What do ""civil"" and ""martial"" mean?""",「文武とは何だ？」,"""В каком смысле 'культурные' и 'военные'?""",
,,,,,,,,,,默认131,,,,我低声询问王生。,我低聲詢問王生。,I whispered to Scholar Wang.,ひそひそと王に訊いてみる。,Прошептал я учёному Вану.,
,,王生少年,犹豫,,,,,,,默认132,,王生/17_王生_19,,[通常……“文”是指作诗或对对子，“武”则是指投壶，皆是行酒令时常玩的。］,[通常……“文”是指作詩或對對子，“武”則是指投壺，皆是行酒令時常玩的。］,"""Usually... ""civil"" refers to composing poetry or matching couplets, while ""martial"" means pitching arrows into a pot—both are common drinking games.""",「普通ならば……『文』は作詩や句合わせ、『武』は<ruby=とうこ>投壺</ruby>だ。どっちも酒の席でよくやる遊びさ」,"""Обычно... в 'культурной' игре сочиняют стихи или составляют парные строчки, а в 'военной' - метают стрелы в кувшин. В подобное часто играют на застолье.""",
,,,,,,,,,,默认133,,,,王生压低声音，凑在我耳边小声传递情报。,王生壓低聲音，湊在我耳邊小聲傳遞情報。,Scholar Wang lowered his voice and leaned closer to whisper the details into my ear.,王も声を殺し、私にそっと耳打ちした。,"Понизив голос и наклонившись поближе, прошептал мне учёный Ван.",
,,,,,,,,,,默认134,,,,原来如此。,原來如此。,I see.,なるほど。,Вот оно что.,
,,胖富商,大笑,,,,,,,默认135,,胖富商/17_胖富商_01,,[哈哈哈，方才多饮了几杯，投壶怕是手不稳，不如行文令吧！］,[哈哈哈，方才多飲了幾杯，投壺怕是手不穩，不如行文令吧！］,"""Hahaha, I’ve had a few too many drinks—my hand might not be steady for arrow pitching. Let’s play the civil game instead!""",「はっはっは、さっき飲み過ぎて、投壺となると手が震えてしまう。ここは『文』の命令遊びにしよう！」,"""Ха-ха-ха, да я уже захмелел - ещё рука дрогнет, когда стрелы бросать буду! Давайте лучше в 'культурную'!""",
,,撞衫公子,,,,,,,,默认136,,撞衫公子/17_撞衫公子_02,,[嗯，各位既然来了此地，想必俱是风雅之士，多少有些真才实学，不如就来行雅令吧！］,[嗯，各位既然來了此地，想必俱是風雅之士，多少有些真才實學，不如就來行雅令吧！］,"""Well, since we’ve all gathered here, I assume we’re refined scholars with genuine talent. Why not try an elegant drinking game?""",「うむ。ここにいるということは、風流を嗜む士で、多少の学はあるだろう。賛成だ！」,"""Ну, раз уж вы все пришли в такое место, то наверняка принадлежите к просвещённому люду, и талант какой-никакой должен иметься - так почему бы нам действительно не поиграть во что-нибудь поизящнее?""",
,,,,,,,,,,默认137,,,,撞衫公子冷冷地看了王生一眼说道。,撞衫公子冷冷地看了王生一眼說道。,Mr. Matching Attire shot Scholar Wang a cold glance and spoke.,令息が冷ややかな目で王の方を見てそう言った。,"Проговорил ""собрат-по-одежде"", холодно бросив взгляд на учёного Вана.",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认138,,,,我看得出，他已经对王生有了一些敌意，想要通过吟诗作对来竞争一番。,我看得出，他已經對王生有了一些敵意，想要透過吟詩作對來競爭一番。,I could tell he'd grown hostile toward Scholar Wang and wanted to settle it through poetic competition.,ほうほう。彼は王に敵意が芽生えたから、作詩の腕で勝負をしたいらしい。,"Было понятно, что учёный Ван пришёлся ему не по душе и он хотел выяснить с ним отношения через поэтическую игру.",
,,,,,,,,,,默认139,,,,我甚至疑心他是不是耳朵太尖，早听到了王生低声嘲讽地那句“穿得像儿子”，已经因此在生气了。,我甚至疑心他是不是耳朵太尖，早聽到了王生低聲嘲諷地那句“穿得像兒子”，已經因此在生氣了。,"I even wondered if his sharp ears had caught Scholar Wang's muttered jab—""dressed like his son""—and that's why he was fuming.",彼が耳ざとすぎて、王の先ほどの「子供の頃そっくり」という悪口が聞こえて腹を立てたのではないかと疑いたくなるほどだ。,"Я даже задумался, не был ли его слух настолько тонок, что ему удалось расслышать колкость учёного Вана, про то, что он ""одет, как будто его сын"".",
,,心兰,微笑,,,,,,,默认140,,心兰/17_心兰_04,,[好呀，既然大家皆有此意，便由心兰做令官，为诸位出题。］,[好呀，既然大家皆有此意，便由心蘭做令官，為諸位出題。］,"""Splendid! Since we're all game, let Xinlan referee and propose our challenge.""",「わかりました。皆様の意見がお揃いと言うことであれば、この心蘭が皆様にお題をお出ししましょう」,"""Отлично! Раз все играем, то Синьлань будет судьёй и будет предлагать темы.""",
,,心兰,,,,,,,,默认141,,心兰/17_心兰_05,,[嗯……大家从左至右，依我诗题作诗，成诗后共评，诗魁可令席间任一人饮一杯，如何？］,[嗯……大家從左至右，依我詩題作詩，成詩後共評，詩魁可令席間任一人飲一杯，如何？］,"""Now... Each shall compose a verse on my theme, left to right. We'll judge together, and the champion may toast any guest—agreed?""",「それでは……左のお方から右に向かって、わたくしのお題に沿って詩を詠んでくださいませ。それを皆様で批評し、一番の人が好きな相手に一杯飲ませる。いかがでしょう？」,"""Ага... Каждый по очереди, слева направо, будет сочинять стих на мою тему. Судить будем вместе, и победивший ""мастер поэзии"" решит, кому пить штрафную чарку вина. Как вам?""",
,,,,,,,,,,默认142,,,,心兰柔声讲述规则。我们点头赞同。,心蘭柔聲講述規則。我們點頭贊同。,Xinlan explained the rules softly. We nodded in agreement.,心蘭が優し気な声で遊戯の決まりを話す。私たちは頷いて同意した。,"Мягким голосом объяснила правила Синьлань, на что мы согласно кивнули.",
,,心兰,惊喜,,,,,,,默认143,,心兰/17_心兰_06,,[嗯……此诗须以‘相聚’为题，诗中须含‘月’、‘竹’、‘酒’三字，作七绝一首。],[嗯……此詩須以‘相聚’為題，詩中須含‘月’、‘竹’、‘酒’三字，作七絕一首。],"""Hmm... This poem must be titled ""Reunion"", and must include the words ""moon"", ""bamboo"", and ""wine"", composed as a Seven-Character Quatrain.""",「では……お題は『集まり』で。詩には『月』『竹』『酒』の三つを含み、七言絶句で作ってください」,"""Хм-м-м... Темой стиха должно быть 'собрание вместе', в нём должны присутствовать три слова: 'луна', 'бамбук' и 'вино'. Стих должен выполнен в виде семистопного четверостишия.""",
,,心兰,娇羞,,,,,,,默认144,,心兰/17_心兰_07,,[诸位可先思索片刻，心兰先为诸位斟酒，若已有成诗，直接吟出便可。],[諸位可先思索片刻，心蘭先為諸位斟酒，若已有成詩，直接吟出便可。],"""Take a moment to think. Xinlan will pour wine for everyone first. If you’ve already composed a poem, simply recite it.""",「考えている間、わたくしは皆さまのお酒をお注ぎします。詩ができたら、その場で詠んでいただければ結構です」,"""Не спешите, подумайте как следует. Синьлань сначала нальёт каждому из вас вина. Как сочините стих, так можете сразу начинать его декламировать.""",
,,,,,,,,,,默认145,,,,心兰嫣然一笑，起身执起桌上女儿红，绕桌为我们斟酒。,心蘭嫣然一笑，起身執起桌上女兒紅，繞桌為我們斟酒。,"Xinlan smiled gracefully, stood, and picked up the <ruby=女儿红>Nü'er Hong</ruby> on the table, circling to pour wine for us.",にっこりと微笑むと、心蘭は立ち上がって女児紅を手に、卓を回って私たちに酒を注いでいった。,"Мягко улыбнувшись, Синьлань встала, взяла со стола ""девичье вино"" и разлила его нам по кругу в чарки.",
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认146,,,,我们默然沉思，有人抿酒斟酌，有人凝望竹影，有人摩挲玉桌，各自思考着如何作诗。,我們默然沉思，有人抿酒斟酌，有人凝望竹影，有人摩挲玉桌，各自思考著如何作詩。,"We fell into silent contemplation—some sipped wine thoughtfully, some gazed at the bamboo shadows, others traced their fingers along the jade table, each pondering how to craft the poem.",皆しばし黙りこくり考える。ある者は酒を口に含み、ある者は竹の揺れる様子を見て、ある者は玉石の卓を撫でながら、各々どのような詩にすべきかを考える。,"Все погрузились в молчаливое раздумье: кто-то задумчиво потягивал вино, кто-то смотрел на тени бамбука, кто-то водил пальцами по яшмовому столу, размышляя, как сложить стих.",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认147,,,,嗯……这诗题倒不算难。,嗯……這詩題倒不算難。,Hmm... this poetic theme isn't particularly difficult.,ふむ……詩の縛り自体は、そう難しいものではない。,Хм-м... тема-то не слишком сложная.,
,,,,,,,,,,默认148,,,,“相聚”的主题比较浅薄，“月”“竹”、“酒”亦属诗词常客。,“相聚”的主題比較淺薄，“月”、“竹”、“酒”亦屬詩詞常客。,"The theme of ""reunion"" is rather shallow, and ""moon"", ""bamboo"", and ""wine"" are all common tropes in poetry.",「集まり」というお題も深いものではないし、「月」「竹」「酒」もありふれた言葉だ。,"Тема ""собрания"" довольно банальная, а ""луна"", ""бамбук"" и ""вино"" - слова, которые часто встречаются в стихах.",
,,,,,,,,,,默认149,,,,我们都是即兴作诗，不求冠绝古今，只要是结构合乎七绝之体，稍展才情便可。,我們都是即興作詩，不求冠絕古今，只要是結構合乎七絕之體，稍展才情便可。,We're all improvising poems here—not aiming to surpass all past and present works—just adhering to the Seven-Character Quatrain structure while showing a bit of flair.,どうせ即興の作詩だ。古今に名を冠するほどのものでなくたっていい。七言絶句の体を成し、少しばかり気取ったものであれば良いのだ。,"Тем более, что мы сочиняем стихи экспромтом и нам вовсе не нужно сочинять что-то шедевральное, главное - чтобы стих укладывался в нужный размер и хоть сколько-то отражал наш талант.",
,,,,,,,,,,默认150,,,,前几日，我与林翩翩在二十四桥旁观看鸳鸯戏水，那时我便可即兴作诗一首，此时应当也无大碍。,前幾日，我與林翩翩在二十四橋旁觀看鴛鴦戲水，那時我便可即興作詩一首，此時應當也無大礙。,"A few days ago, I watched mandarin ducks frolic by the Twenty-Four Bridges with Lin Pianpian and improvised a poem on the spot. I should manage fine now, too.",数日前、林翩翩とおしどりが戯れているのを二十四橋で見た時だって、即興で詩を作れたのだ。今回だって大したことはない。,"Несколько дней назад, когда я наблюдал с Линь Пяньпянь за мандаринками у Двадцать четвёртого моста, я уже сочинял экспромтом стих. Раз сочинил тогда, то и сейчас не должно быть проблем.",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,胖富商,,,,,,,,默认151,,胖富商/17_胖富商_02,,[诸位，鄙人已有拙句。],[諸位，鄙人已有拙句。],"""Gentlemen, I've already composed my humble verse.""",「さて、さっそく一首できたぞ」,"""Господа, ваш покорный слуга сочинил свой стишок.""",
,,,,,,,,,,默认152,,,,正当我刚开始思考的时候，那位胖富商便笑着开口了。,正當我剛開始思考的時候，那位胖富商便笑著開口了。,"Just as I began pondering, the Portly Merchant chuckled and spoke up.",私がようやく思案し始めた矢先、太った豪商が笑いながら口を開いた。,"Со смехом сказал дородный торговец, пока я только начинал размышлять над стихом.",
,,,,,,,,,,默认153,,,,好快！,好快！,So fast!,早い！,Быстро он!,
,,胖富商,大笑,,,,,,,默认154,,胖富商/17_胖富商_03,,[呵呵，我是个粗人！本不擅文墨，干脆献丑，抛砖引玉罢！],[呵呵，我是個粗人！本不擅文墨，乾脆獻醜，拋磚引玉罷！],"""Hehe, I'm a crude fellow! Not skilled with words, so I'll just embarrass myself to get things started!""",「いやはや、俺はがさつな男でな！文才こそないが、あえて拙作を披露することで、佳作の引き立てになれば良いが！」,"""Хе-хе, я человек простой, в искусствах не силён - так что лучше сразу выложу на ваш суд своё скромное творение, чтобы положить всему делу почин!""",
,,,,,,,,,,默认155,,,,胖富商呵呵一笑，摸了摸自己的下巴说道。,胖富商呵呵一笑，摸了摸自己的下巴說道。,"The Portly Merchant chuckled, stroking his chin as he spoke.",豪商はかかかと笑うと、自分の顎を撫でながらそう言った。,"Почёсывая подбородок, рассмеялся он.",
,,心兰,微笑,,,,,,,默认156,,心兰/17_心兰_08,,[刘兄请吟，心兰愿闻其详。],[劉兄請吟，心蘭願聞其詳。],"""Brother Liu, please recite. Xinlan would love to hear it.""",「劉さん、詠んでくださいな。わたくし、聞きたくてうずうずしていますの」,"""Братик Лю, прошу, приступайте! Синьлань очень желает послушать!""",
,,,,,,,,,,默认157,,,,心兰微笑望他，面露期待。,心蘭微笑望他，面露期待。,"Xinlan smiled at him, her face full of anticipation.",心蘭が彼に微笑みかけ、期待の表情になる。,"Улыбнулась ему Синьлань, на её лице читалось предвкушение.",
,Bgm,曳曳夜灯,,,,2,2,,,,,,,,,,,
,,胖富商,,,,,,,,默认158,,胖富商/17_胖富商_04,,[咳咳……月照竹林桌已开，相聚一堂乐满怀……今朝有酒今朝醉，万事只待明日来！],[咳咳……月照竹林桌已開，相聚一堂樂滿懷……今朝有酒今朝醉，萬事只待明日來！],"""Ahem... Moonlight shines on the bamboo grove, the table is set, gathered together, our hearts are content... Drink while we have wine today, leave all troubles for tomorrow!""",「コホン……<ruby=月照らす竹林の卓既に開かれる>月照竹林卓已開</ruby>、<ruby=一同相集まり楽しさ満杯>相聚一堂楽満杯</ruby>……<ruby=今朝に酒あれば今朝に酔い>今朝有酒今朝酔</ruby>、<ruby=万事明日来たるを只待つ>万事只待明日来</ruby>！」,"""Кхм-кхм... Светит луна на бамбуковый лес, стол перед нами накрыт, собрались мы вместе - и от того радостью сердце горит... Нынешним утром вина полно, нынешним утром пьян, а прочие дела и заботы - на завтра могу отложить!""",
,,,,,,,,,,默认159,,,,胖富商缓缓吟诵出他刚作的诗句。,胖富商緩緩吟誦出他剛作的詩句。,The Portly Merchant slowly recited the poem he had just composed.,太った豪商が、今しがた整ったばかりの詩をゆっくりと読み上げた。,"Дородный торговец медленно продекламировал стих, который он только что сочинил.",
,,,,,,,,,,默认160,,,,吟到最后，他的语调没有放慢，反而是加速了起来。,吟到最後，他的語調沒有放慢，反而是加速了起來。,"As he reached the end, his tone didn't slow down—instead, it quickened.",最後の方になると、彼の口調はゆとりを失い、むしろ早口になっていった。,"Ближе к концу он не стал замедлять темп, а, наоборот, ускорился.",
,,,,,,,,,,默认161,,,,大概是他自己也没太有信心，为了避免尴尬，想要快些念完。,大概是他自己也沒太有信心，為了避免尷尬，想要快些念完。,Perhaps he himself lacked confidence and wanted to finish the recitation quickly to avoid embarrassment.,おそらく、あまり自信がないため、気まずくならないよう急いで言い終えたのだろう。,"Видимо, из-за неуверенности он хотел прочитать его поскорее, чтобы избежать лишней неловкости.",
,,方知宥,,,,,,,,默认162,,,,[……],[……],"""...""",「……」,"""...""",
,,王生少年,犹豫,,,,,,,默认163,,,,[……］,[……］,"""...""",「……」,"""...""",
,,心兰,,,,,,,,默认164,,,,[……］,[……］,"""...""",「……」,"""...""",
,,撞衫公子,,,,,,,,默认165,,,,[……］,[……］,"""...""",「……」,"""...""",
,,,,,,,,,,默认166,,,,众人听了他做的诗后，都愣在原地。,眾人聽了他做得詩後，都愣在原地。,Everyone stood frozen after hearing his poem.,一同が彼の詩を聞き終え、硬直した。,"Услышав его стих, все застыли.",
,,不修边幅的老者,,,,,,,,,,,,
