#SHEET_NAME,记-第十三回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,Selection,*回应小雁儿,,,,,,,,,,,,回应小雁儿,回應小雁兒,Option 2: Respond to Little Yan,2：答える,Ответить Лебёдушке
,*无视小雁儿2
,,方知宥,,,,,,,,默认204,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认205,,,,我略作思索后，打算无视她。,我略作思索後，打算無視她。,"After a moment's hesitation, I chose to ignore her.",少し考え、無視することにした。,После недолгого раздумья я решил не обращать на неё внимания.
,,,,,,,,,,默认206,,,,我不该回答一个“幻觉”的问题。,我不該回答一個“幻覺”的問題。,"I shouldn't have answered a ""hallucination's"" question.",「幻覚」の質問に答えるわけにはいかない。,"Мне незачем отвечать на вопросы ""иллюзии""."
,,小雁儿,好奇,,,,,,,默认207,,小雁儿/13分支_小雁儿_03,,[知宥，你没听到吗？我们是要去救人吗？],[知宥，你沒聽到嗎？我們是要去救人嗎？],"""Zhiyou, didn't you hear me? Are we going to save someone?""",「知宥、聞いてる？助けに行くんでしょ？」,"""Чжию, ты меня слышишь? Мы что, идём кого-то спасать?"""
,,方知宥,,,,,,,,默认208,,,,[……],[……],"""...""",「……」,"""..."""
,,小雁儿,惊讶,,,,,,,默认209,,小雁儿/13分支_小雁儿_04,,[我们现在是在哪？],[我們現在是在哪？],"""Where are we now?""",「ここはどこ？」,"""Мы сейчас где?"""
,,方知宥,,,,,,,,默认210,,,,[……],[……],"""...""",「……」,"""..."""
,,小雁儿,害怕,,,,,,,默认211,,小雁儿/13分支_小雁儿_05,,[知宥，你怎么不理我呀？],[知宥，你怎麼不理我呀？],"""Zhiyou, why are you ignoring me?""",「ねえ知宥、どうして無視するの？」,"""Чжию, почему ты со мной не разговариваешь?"""
,,方知宥,,,,,,,,默认212,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认213,,,,好吧，哪怕她是幻觉，我还是做不到不理她。,好吧，哪怕她是幻覺，我還是做不到不理她。,"Fine, even if she's a hallucination, I still can't bring myself to ignore her.",やれやれ……いくら幻覚とはいえ、やはり無視はできない。,"Ладно - пусть она и моя иллюзия, мне всё же не под силу так игнорировать её."
,,,,,,,,,,默认214,,,,反正现在走在路上，也没什么别的事做，那就回答她吧——,反正現在走在路上，也沒什麼別的事做，那就回答她吧——,"Anyway, we're just walking down the road with nothing else to do—might as well answer her—",どうせ歩いているだけで他にやることもない。答えてやろう――,"Всё равно я сейчас просто иду по дороге, без каких-то прочих занятий - так что можно ей и ответить:"
,*回应小雁儿
,,方知宥,,,,,,,,默认215,,,,[……],[……],"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认216,,方知宥/13分支_方知宥_01,,[我们等会儿要过一座小桥，要去桥对面的街区救人。］,[我們等會要過一座小橋，要去橋對面的街區救人。］,"""We'll need to cross a small bridge soon to reach the district on the other side and rescue someone.""",「後で橋を越えて、向こう側の町にいる人を助けに行く」,"""Мы скоро пересечём мостик, и на той стороне будем искать людей, которых нам надо спасти."""
,,小雁儿,好奇,,,,,,,默认217,,小雁儿/13分支_小雁儿_04,,[我们现在是在哪？],[我們現在是在哪？],"""Where are we now?""",「今いる場所は？」,"""А сейчас мы где?"""
,,方知宥,,,,,,,,默认218,,方知宥/13分支_方知宥_02,,[我们在的这条街是扬州二十四桥附近的青楼街，是你长大后常住的地方。］,[我們在的這條街是揚州二十四橋附近的青樓街，是你長大後常住的地方。］,"""This street we're on is Pleasure House Street near Yangzhou's Twenty-Four Bridges, where you often lived after growing up.""",「ここは揚州二十四橋付近の青楼街だ。君が大人になってから住んでいた場所だよ」,"""Это улица ""зелёных теремов"" у Двадцать четвёртого моста в Янчжоу, здесь ты жила, когда стала взрослой."""
,,,,,,,,,,默认219,,,,我沉思了一下，还是选择了回应小雁儿。,我沉思了一下，還是選擇了回應小雁兒。,"After some contemplation, I decided to respond to Little Yan.",少し考え、結局答えてやることにした。,"Подумав, я решил всё же ответить Лебёдушке."
,,小雁儿,惊讶,,,,,,,默认220,,小雁儿/13分支_小雁儿_06,,[我长大后竟会住在这条街，住的还是刚才湖上那座大屋，看来我要好好记下来……],[我長大後竟會住在這條街，住的還是剛才湖上那座大屋，看來我要好好記下來……],"""When I grow up, I'll actually live on this street—in that big house by the lake. I should really remember this...""",「大きくなったらこの町に住むんだ……しかも湖のあんな大きなお屋敷に。ちゃんと覚えておかなきゃ……」,"""Так я во взрослом возрасте жила на этой улице, да ещё и в том большом доме на озере - нужно будет хорошенько это запомнить..."""
,,,,,,,,,,默认221,,,,她打量着周遭，低声喃喃，做用心回忆状。,她打量著周遭，低聲喃喃，做用心回憶狀。,"She glanced around, murmuring softly, as if straining to remember.",ぐるっと見渡すと、ぶつぶつ呟きながら記憶に留めようとしている。,"Она огляделась, тихо бормоча что-то себе под нос, словно пытаясь что-то вспомнить."
,,方知宥,,,,,,,,默认222,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认223,,,,你都已经死了，如今尝试去记这些，有什么用呢？,你都已經死了，如今嘗試去記這些，有什麼用呢？,You're already dead. What's the use in trying to remember these things now?,君はもう死んだんだ。今更そんなことを覚えてどうしようと言うんだ？,Ты же уже умерла - к чему тебе пытаться это всё запоминать?
,,,,,,,,,,默认224,,,,我在心里叹着气想着，但这话本来到了嘴边，却没有说出口。,我在心裡嘆著氣想著，但這話本來到了嘴邊，卻沒有說出口。,"I sighed inwardly at the thought, but the words on the tip of my tongue went unspoken.",心の中で溜息をつく。喉まで出かかった言葉をぐっと飲み込んだ。,"Подумал я про себя, но так и не произнёс этих слов вслух."
,,方知宥,,,,,,,,默认225,,,,[……],[……],"""...""",「……」,"""..."""
,,小雁儿,通常,,,,,,,默认226,,,,[……],[……],"""...""",「……」,"""..."""
,,小雁儿,疑惑,,,,,,,默认227,,小雁儿/23_小雁儿_07,,[知宥，我在这里住了多久？］,[知宥，我在這裡住了多久？］,"""Zhiyou, how long have I lived here?""",「知宥、あたしはここにどのくらい住んでたの？」,"""Чжию, и сколько я тут жила?"""
,,,,,,,,,,默认228,,,,我们又走了一会儿后，小雁儿又对我问道。,我們又走了一會後，小雁兒又對我問道。,"After we'd walked a while longer, Little Yan asked me again.",また少し進んだところで小雁が話しかけてきた。,"Спросила меня Лебёдушка после того, как мы прошли ещё немного."
,,方知宥,,,,,,,,默认229,,方知宥/23_方知宥_29,,[很久。］,[很久。］,"""A long time.""",「長い間だ」,"""Очень долго."""
,,,,,,,,,,默认230,,,,我简短答道。,我簡短答道。,I replied tersely.,短くそう答える。,Лаконично ответил я.
,,小雁儿,焦急,,,,,,,默认231,,小雁儿/23_小雁儿_08,,[直到我“死”之前，都住在这条街？］,[直到我“死”之前，都住在這條街？］,"""Did I live on this street until I ""died""?""",「『死ぬまで』この町に住んでたの？」,"""Я тут жила до самой 'смерти'?"""
,,方知宥,,,,,,,,默认232,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认233,,,,这次，令我有些意外，她坦然面对了自己“已死”的事实。,這次，令我有些意外，她坦然面對了自己“已死”的事實。,"This time, to my slight surprise, she faced the fact of her ""death"" with unsettling calm.",少々意外だった。今回は自分が「死んだ」事実をちゃんと認めている。,"Меня слегка удивило, что она так просто приняла тот факт, что ""уже умерла""."
,,方知宥,,,,,,,,默认234,,方知宥/23_方知宥_30,,[我也不清楚，我忘了一些事，也包括这个……也许之后我们成功逃出过这条街、一同去了别处……但我暂时忘了。］,[我也不清楚，我忘了一些事，也包括這個……也許之後我們成功逃出過這條街、一同去了別處……但我暫時忘了。］,"""I’m not sure either. I’ve forgotten some things, including this... Maybe we did escape this street together and went somewhere else... But for now, it’s slipped my mind.""",「私にもよくわからない。そのことも含めて、忘れてしまっているからな……一緒にこの町からうまく逃げ出すことができて、他の場所にいたかもしれない……だが今は思い出せない」,"""Мне самому сложно сказать, я ведь многое позабыл, включая и это... Возможно, нам всё-таки удалось сбежать отсюда и мы направились в другое место... Но сейчас я пока не могу вспомнить."""
,,小雁儿,惊讶,,,,,,,默认235,,小雁儿/23_小雁儿_09,,[我跟知宥竟然一起逃出去过？呃……这么重要的事你也忘了？］,[我跟知宥竟然一起逃出去過？呃……這麼重要的事你也忘了？］,"""Zhiyou and I actually escaped together? Huh... You forgot something that important?""",「知宥と一緒に逃げたの？ええ……そんな大事なことまで忘れちゃった？」,"""О, так я с тобой сбегала отсюда? Эх... Как ты мог забыть такую важную вещь?"""
,,方知宥,,,,,,,,默认236,,方知宥/23_方知宥_31,,[我脑子笨，记不住事。］,[我腦子笨，記不住事。］,"""I’m slow-witted and don’t remember things well.""",「頭が悪いから、物覚えも悪いんだ」,"""Голова у меня глупая, ничего не в состоянии запомнить."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认237,,,,我有些敷衍地搪塞了过去，心中却若有所思。,我有些敷衍地搪塞了過去，心中卻若有所思。,"I brushed it off half-heartedly, though my thoughts lingered.",適当にあしらい、物思いに耽る。,"Отмахнулся я от неё ленивым ответом, но сам призадумался."
,,,,,,,,,,默认238,,,,我确乎是忘了一些记忆，一些更重要的、也许关乎她死亡真相的记忆。,我確乎是忘了一些記憶，一些更重要的、也許攸關她死亡真相的記憶。,"I really had forgotten some memories—more important ones, perhaps even clues to the truth behind her death.",実際に記憶の一部は抜け落ちている。彼女の死の真相に迫る、重要な記憶が。,"Я ведь забыл даже ещё более важные вещи - например, и про то, как она на самом деле умерла."
,,,,,,,,,,默认239,,,,方才从泠音阁走得急，忘记再去看看那个叫“景姨”的老鸨了。,方才從泠音閣走的急，忘記再去看看那個叫“景姨”的老鴇了。,"I’d left <ruby=泠音>Lingyin</ruby> Pavilion in such a hurry earlier that I forgot to check on that madam, ""Aunt Jing"", again.",先ほどは泠音閣を出発するのを急ぐあまり、「景ばあ」の見舞いに行くのを忘れていた。,"Мы покинули Мелодичный павильон в спешке, и я забыл навестить ту хозяйку по имени ""тетушка Цзин""."
,,,,,,,,,,默认240,,,,她是雁儿姐的鸨母，应当知道些旧事，或许我能从她那儿打听些什么。,她是雁兒姐的鴇母，應當知道些舊事，或許我能從她那裡打聽些什麼。,She was <ruby=Swan Goose>Sister Yan</ruby>'s pleasure house madam—she must know some old stories. Maybe I can learn something from her.,彼女は雁姉が働いていた頃の女将だ。おそらく過去のことを知っているだろう。何かしら話を聞けるかもしれない。,"Она была хозяйкой сестрички Лебёдушки, ей наверняка известно что-то из прошлого - и, возможно, мне удастся у неё что-нибудь выяснить."
,,,,,,,,,,默认241,,,,不过上次见她，她受了伤，神志不清，也不愿见我。,不過上次見她，她受了傷，神志不清，也不願見我。,"But the last time I saw her, she was injured, disoriented, and refused to see me.",だが前回は負傷していて意識がはっきりしていなかった上、はっきり私を拒んでいた。,"Но в тот раз она была ранена, не в себе и не желала меня видеть."
,,,,,,,,,,默认242,,,,等帮良叔救完人，再去找她一回吧。,等幫良叔救完人，再去找她一回吧。,"After helping Uncle Liang with the rescue, I'll go see her again.",良の人助けが終わったら、もう一度彼女に会いに行こう。,"Как помогу дядюшке Ляну спасти тех людей, нужно будет наведаться к ней снова."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,小雁儿,通常,,,,,,,默认243,,小雁儿/23_小雁儿_10,,[知宥，方才我一直在想一件事。］,[知宥，方才我一直在想一件事。］,"""Zhiyou, I've been thinking about something.""",「知宥、ずっと考えてたことがあるの」,"""Чжию, мне тут кое-что интересно стало."""
,,,,,,,,,,默认244,,,,当我想着那个叫“景姨”的老鸨时，小雁儿忽然又开口了。,當我想著那個叫“景姨”的老鴇時，小雁兒忽然又開口了。,"Just as I was thinking about that pleasure house madam called ""Aunt Jing"", Little Yan spoke up again.",「景ばあ」と呼んでいた女将について考えていると、小雁がまた口を開いた。,Вдруг оторвала меня Лебёдушка от моих размышлений.
,,方知宥,,,,,,,,默认245,,方知宥/23_方知宥_32,,[什么事？］,[什麼事？］,"""What is it?""",「何だ？」,"""Что же?"""
,,小雁儿,好奇,,,,,,,默认246,,小雁儿/23_小雁儿_11,,[你刚才提到这条街是“青楼街”，这条街住的人都是做什么的？］,[你剛才提到這條街是“青樓街”，這條街住的人都是做什麼的？］,"""You mentioned this street is called ""Pleasure House Street""—what do the people here do for a living?""",「この町のことを『青楼街』って言ってたけど、ここに住んでる人は何をしてるの？」,"""Ты говорил, что это улица 'зелёных теремов' - а чем вообще занимаются люди, которые здесь живут?"""
,,方知宥,,,,,,,,默认247,,方知宥/23_方知宥_33,,[你年纪小，别瞎打听这些。],[你年紀小，別瞎打聽這些。],"""You're too young to ask about such things.""",「聞くにはまだ若すぎる。もう少し大人になってからな」,"""Ты ещё маленькая, нечего тебе об этом расспрашивать."""
,,小雁儿,疑惑,,,,,,,默认248,,小雁儿/23_小雁儿_12,,[为什么？],[為什麼？],"""Why?""",「どうして？」,"""Почему?"""
,,方知宥,,,,,,,,默认249,,方知宥/23_方知宥_34,,[不为什么。］,[不為什麼。］,"""No reason.""",「どうしてもこうしてもない」,"""По кочану."""
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认250,,,,我未向她细说风月之事。,我未向她細說風月之事。,I didn't explain the affairs of romance to her in detail.,花柳について彼女に話すことはなかった。,"Я не стал объяснять ей про ""весёлые кварталы""."
,,,,,,,,,,默认251,,,,但其实说来还好。,但其實說來還好。,"But truthfully, it wasn't so bad.",正直、話してもよかったのだが。,Но тут ещё повезло.
,,,,,,,,,,默认252,,,,这条青楼街中的男女之事，至少隔着一层名为风雅的纱幔，甚至还有许多如雁儿姐这般卖艺不卖身的清倌人。,這條青樓街中的男女之事，至少隔著一層名為風雅的紗幔，甚至還有許多如雁兒姐這般賣藝不賣身的清倌人。,"In this Pleasure House Street, the affairs between men and women were at least veiled under the pretense of elegance, and there were even pure courtesans like <ruby=Swan Goose>Sister Yan</ruby> who sold their talents but not their bodies.",青楼街の情事については、風雅という帳に隠されている。雁姉のように芸を売り身を売らない清倌もいる。,"Отношения между мужчинами и женщинами в ""зелёных теремах"", по крайней мере, были хоть как-то разделены завесой под названием ""элегантность"" - и здесь даже встречались ""чистые"" куртизанки вроде сестрички Лебёдушки, что продавали лишь своё искусство, но не тело."
,,,,,,,,,,默认253,,,,若是过了桥，到了前街的花街柳巷，那才真是不能向小孩子述说半分的地方。,若是過了橋，到了前街的花街柳巷，那才真是不能向小孩子述說半分的地方。,"If you crossed the bridge to the pleasure quarter on the front street, that would truly be no place for a child's ears.",ひとつ橋を渡れば、そこは前街にあたる花街と柳巷だ。それこそ子供には話せない場所だ。,"Но про места на той стороне моста - ""Цветочную улицу"" и ""Ивовый переулок"" - маленькому ребёнку уж точно не стоило говорить и слова."
,,,,,,,,,,默认254,,,,如此想着，我继续前行。,如此想著，我繼續前行。,"With these thoughts, I continued on my way.",そんなことを思いながら、歩みを進める。,"Думая об этом, я продолжал идти вперёд."
,StopBgm,,,,,,2,,,,,,,,,,,
,,,,,,,,,,默认255,,,,良叔又听到我在和小雁儿说话，起初看了我一眼，后来也便习惯了，不再理会。,良叔又聽到我在和小雁兒說話，起初看了我一眼，後來也便習慣了，不再理會。,"Uncle Liang overheard me talking to Little Yan again—he gave me a glance at first, but soon grew accustomed to it and stopped paying attention.",私と小雁が話しているのを聞いて、最初こそ良がこちらをちらりと見たものの、その後は慣れたのか反応しなくなった。,"Дядюшка Лян поначалу ещё косился на меня во время наших разговоров с Лебёдушкой, но потом, видимо, привык и перестал обращать на это внимание."
,,,,,,,,,,默认2551,,,,……,……,...,……,...
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认256,,,,我们走过了青楼街，没有走花街柳巷那条路，略微绕了点远路，过了一座桥，便到了西商街附近。,我們走過了青樓街，沒有走花街柳巷那條路，略微繞了點遠路，過了一座橋，便到了西商街附近。,"We passed by Pleasure House Street, avoiding the pleasure quarter route and taking a slightly longer detour. After crossing a bridge, we arrived near Shanxi Merchant Street.",青楼街を抜け、花街や柳巷の方にはまっすぐ行かず、少し遠回りして橋を越えると、商人街の近くに辿り着いた。,"Пройдя через улицу ""зелёных теремов"", мы не стали идти по дороге к ""Цветочной улице"" и ""Ивовому переулку"", а вместо этого, сделав небольшой крюк, перешли мост и оказались неподалёку от улицы западных торговцев."
,,方知宥,,,,,,,,默认257,,方知宥/23_方知宥_35,,[良叔，快到西商街了……一会儿若是遇到守兵，我们务必冷静，当他不存在一般继续往前走。］,[良叔，快到西商街了……一會若是遇到守兵，我們務必冷靜，當他不存在一般繼續往前走。］,"""Uncle Liang, we’re almost at Shanxi Merchant Street... If we encounter any guards, stay calm and ignore them—just keep walking.""",「良さん、そろそろ商人街だ……もし兵に遭遇しても、冷静さを保つよう。彼らがいないものと思って、そのまま進むんだ」,"""Дядюшка Лян, мы уже вот-вот до улицы западных торговцев доберёмся... Если наткнёмся на патрульного, нужно будет вести себя спокойно, просто идти вперёд, как будто того вообще не существует."""
,,,,,,,,,,默认258,,,,刚走到西商街附近的小巷时，我停住了脚步，叮嘱良叔。,剛走到西商街附近的小巷時，我停住了腳步，叮囑良叔。,"As we reached the alley near Shanxi Merchant Street, I paused and reminded Uncle Liang.",商人街の近くの路地で足を止め、良にそっと忠告する。,"Дойдя до переулка у улицы, я остановился и предупредил его."
,,良清兵,,,,,,,,默认259,,良/23_良_23,,[嗯，我知道……不过若是有人走得太近，盘问我们后瞒不住时，你别轻举妄动……让我来动手。],[嗯，我知道……不過若是有人走得太近，盤問我們後瞞不住時，你別輕舉妄動……讓我來動手。],"""Yeah, I know... But if someone gets too close and we can’t lie our way out, don’t act rashly... Let me handle it.""",「ああ、わかってる……だがあまりに近すぎて、ごまかしきれなくなっても、軽はずみなことはするなよ……俺がやる」,"""Ага, я понимаю... Но если кто-нибудь подойдёт слишком близко, начнёт выспрашивать и раскроет нас, ты главное не делай лишних движений... Я со всем разберусь."""
,,方知宥,,,,,,,,默认260,,方知宥/23_方知宥_36,,[放心……我想轻举妄动也没办法，仅是穿着这身都快把我累死了。],[放心……我想輕舉妄動也沒辦法，僅是穿著這身都快把我累死了。],"""Don't worry... Even if I wanted to act recklessly, I couldn't. Just wearing this getup is exhausting enough to kill me.""",「安心してくれ……そんなことをしたくてもできない。これを着こんでいるだけで、息が上がりそうだ」,"""Не беспокойтесь... Я бы даже если захотел, то не смог бы сделать лишних движений - мне даже просто тащить на себе всё это уже крайне утомительно."""
,,,,,,,,,,默认261,,,,我指了指身上的盔甲与刀，它们比想象更沉，仅是穿戴持握，便让我觉得浑身酸痛。,我指了指身上的盔甲與刀，它們比想像更沉，僅是穿戴持握，便讓我覺得渾身酸痛。,I gestured to the armor and sword on me—they were heavier than I'd imagined. Merely wearing and carrying them left my whole body sore.,鎧と剣を指さす私。思ったよりも重く、ただ装備しているだけで全身の筋肉が痛い。,"Указал я на броню и меч - даже от того, что я просто нёс их на себе, у меня ныло всё тело."
,,良清兵,无奈,,,,,,,默认262,,良/23_良_24,,[你平常要多活动，锻炼身体，才能在乱世间更好保命。],[你平常要多活動，鍛鍊身體，才能在亂世間更好保命。],"""You ought to stay active and exercise regularly to survive better in these chaotic times.""",「もっと運動して体を鍛えろ。じゃないとこの乱世じゃ生きていけないぞ」,"""Тебе нужно побольше двигаться, укреплять своё тело - тогда будет больше шансов уберечь себя в такие лихие времена."""
,,方知宥,,,,,,,,默认263,,方知宥/23_方知宥_37,,[唉，现在说这些也晚了。],[唉，現在說這些也晚了。],"""Sigh, it's too late for that now.""",「はあ、今更言われても手遅れだ」,"""Эх, сейчас-то уж поздно об этом говорить."""
,,,,,,,,,,默认264,,,,我无奈地一笑。,我無奈地一笑。,I gave a helpless smile.,やれやれと苦笑する。,Бессильно улыбнулся я.
,CharacterOff,,,,,,,,,,,,,
,,,,,,,,,,默认265,,,,其实，我本来也没想保命。,其實，我本來也沒想保命。,"The truth is, I never really planned on surviving.",そもそも、生き永らえるつもりなどさらさらなかった。,"Тем более, изначально я и не стремился уберечь себя."
,,,,,,,,,,默认266,,,,妖兵破城后，若非小雁儿忽然出现，我大概会一直留在方院，迟早被妖兵所杀。这么说的话……我倒也算是被幻觉救下一命了。,妖兵破城後，若非小雁兒忽然出現，我大概會一直留在方院，遲早被妖兵所殺。這麼說的話……我到也算是被幻覺救下一命了。,"After the demon soldiers stormed the city, had Little Yan not appeared suddenly, I'd likely have remained in Fang's Courtyard until they eventually killed me. In that case... I suppose I owe my life to an illusion too.",妖兵が町に攻め入ってからというもの、もしも小雁が現れなければ、方院に留まったままいずれ妖兵に殺されていたことだろう。そういう意味では……幻覚のおかげで一命をとりとめたと言える。,"Если бы после падения города не появилась Лебёдушка, скорее всего, я бы так и остался там, на дворе семьи Фан, и рано или поздно меня бы прикончили яогуаи. Если так подумать... получается, иллюзия спасла мне жизнь."
,,,,,,,,,,默认267,,,,……,……,...,……,...
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,扬州西商街屠杀,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认268,,,,我和良叔进了西商街。,我和良叔進了西商街。,Uncle Liang and I walked into Shanxi Merchant Street.,私と良とは商人街に足を踏み入れた。,Мы добрались до улицы западных торговцев.
,,,,,,,,,,默认270,,,,空气中弥漫着一股难以名状的味道，那是烧焦的臭味、铁锈般的血腥味、泥土与雨水的味道三味混杂、再加上一股轻微却最为令人呕吐的腐尸恶臭。,空氣中瀰漫著一股難以名狀的味道，那是燒焦的臭味、鐵鏽般的血腥味、泥土與雨水的味道三味混雜、再加上一股輕微卻最為令人嘔吐的腐屍惡臭。,"The air hung thick with an indescribable stench—a blend of charred fumes, metallic blood, wet soil after rain, and a faint yet most vomit-inducing reek of rotting flesh.",なんとも言いがたい臭いが漂っている。焦げたような臭さに、錆びたような血の臭い、泥と雨の臭いの三つが混ざり、僅かだが吐き気を催す腐臭まで添えられている。,"Воздух был наполнен неописуемой смесью запахов - резкого запаха гари, ржавого запаха крови, запахов почвы и дождевой воды, и ко всему этому примешивался наиболее тошнотворный из них - вонь от гниения трупов."
,,,,,,,,,,默认271,,,,若我记得没错，这附近某间屋内堆满了尸体，当时还有妖兵想找强壮而能做苦力的男子去处理。,若我記得沒錯，這附近某間屋內堆滿了屍體，當時還有妖兵想找強壯而能做苦力的男子去處理。,"If memory serves, one nearby house was stacked with corpses back then. Demon soldiers even tried recruiting strong men for the disposal work.",私の記憶が正しければ、このあたりのどこかの家に死体が積み上げられていたはずだ。あの時は妖兵が体力があって力仕事に耐えられる男に始末させようとしていたが。,"Если я верно помню, где-то здесь поблизости было помещение, заваленное трупами, и тогда яогуаи-солдаты как раз отбирали крепких мужчин, чтобы те помогали избавиться от них."
,,,,,,,,,,默认272,,,,不知那些尸体如今是被烧了，还是埋了。,不知那些屍體如今是被燒了，還是埋了。,I wonder if those corpses have been burned or buried by now.,あの死体の山が焼かれたのか埋められたのかは、今となってはわからない。,"Неизвестно, что в итоге сделали с этими трупами - может, сожгли, может, закопали."
,,,,,,,,,,默认273,,,,咦？,咦？,Eh?,おや？,Э?
,Bgm,雨井烟垣,,,,0.2,3,,,,,,,,,,,
,,,,,,,,,,默认274,,,,我突然注意到了路边的远处有一堆人影。,我突然注意到了路邊的遠處有一堆人影。,I suddenly noticed a cluster of shadowy figures in the distance by the roadside.,道の向こうに人影の山があることに気付いた。,Мне вдруг в глаза бросилась куча людских фигур вдалеке у дороги.
,,,,,,,,,,默认275,,,,之所以说是“堆”，是因为那些人影此时正像是垃圾秽物被垒在一起，在微弱的月光下只能看到一个模糊的轮廓，它们有的伸展，有的蜷缩，形态各异，虽不及我先前见过的数人之高的尸山那般震撼，却同样使人感到残酷、恐惧和悲哀。,之所以說是“堆”，是因為那些人影此時正像是垃圾穢物被壘在一起，在微弱的月光下只能看到一個模糊的輪廓，它們有的伸展，有的蜷縮，形態各異，雖不及我先前見過的數人之高的屍山那般震撼，卻同樣使人感到殘酷、恐懼和悲哀。,"I called it a ""cluster"" because those figures were piled together like refuse, their faint outlines barely visible under the weak moonlight. Some stretched out, others curled up—each posture distinct. Though less staggering than the corpse mountain I’d once seen, several bodies high, this scene was equally cruel, chilling, and heartbreaking.",「山」と言ったのは、人影がまさにごみや汚物のように積み上げられ、月の薄明かりの下でぼんやりとした輪郭しか見えなかったからだ。伸びたもの、縮こまったものなど形はさまざまだ。以前の高々と積み上げられた死体の山ほどの衝撃はないものの、その惨さと物悲しさをまじまじと感じさせられる。,"Куча - потому что те фигуры были свалены в кучу, словно мусор или грязь. В тусклом лунном свете можно было разглядеть лишь их размытые очертания. Некоторые были вытянуты, другие свёрнуты, и все отличались по форме. Хотя это зрелище не было таким шокирующим, как та гора трупов высотой в несколько человек, виденная мной раньше, оно всё равно было бесчеловечным, вызывающим ужас и печаль."
,,小雁儿,惊慌,,,,,,,默认276,,小雁儿/23_小雁儿_13,,[知宥，路边那些是什么？是人吗？],[知宥，路邊那些是什麼？是人嗎？],"""Zhiyou, what are those by the roadside? Are they human?""",「知宥、道の向こうのあれは何？人？」,"""Чжию, это что там у дороги? Люди?"""
,,小雁儿,害怕,,,,,,,,,,,
,,,,,,,,,,默认277,,,,小雁儿颤声对我询问道，同时害怕地凑近我。,小雁兒顫聲對我詢問道，同時害怕地湊近我。,"Little Yan asked me in a trembling voice, fearfully edging closer.",小雁が震える声で私に訊きながら、怖がった様子で私に近付いてきた。,"Спросила Лебёдушка дрожащим голосом, в страхе придвигаясь поближе ко мне."
,,,,,,,,,,默认278,,,,此时的她，比起当时在“垒尸结顶”巷时的她更似真的。,此時的她，比起當時在“壘屍結頂”巷時的她更似真的。,"Now, she seemed more real than when she was in the corpse-stacked alley.",この時の彼女は、「死屍累々」の路地の時の彼女よりも、生々しく感じた。,"В этот момент она смотрелась более правдоподобно, чем та ""она"" в переулке, где был ""вал из трупов, достигающий крыш""."
,,,,,,,,,,默认279,,,,她多了一些灵智，也因此流露出了更多的恐惧。,她多了一些靈智，也因此流露出了更多的恐懼。,"She had gained some awareness, and with it, more fear showed.",少しばかり頭が回るようになっている。ゆえにより恐怖をあらわにしていた。,У неё словно прибавилось сообразительности - и от этого она стала более напуганной.
,,方知宥,,,,,,,,默认280,,方知宥/23_方知宥_38,,[不要看。],[不要看。],"""Don't look.""",「見るな」,"""Не смотри."""
,,,,,,,,,,默认281,,,,我将她挡在身后，不愿让她看见那些尸体。,我將她擋在身後，不願讓她看見那些屍體。,"I shielded her behind me, unwilling to let her see the corpses.",彼女を私の後ろに隠し、死体を見させないようにする。,"Я загородил ей собой, чтобы она не видела трупы."
,,良清兵,,,,,,,,默认282,,良/23_良_25,,[她害怕吗？],[她害怕嗎？],"""Is she afraid?""",「怖がってるのか？」,"""Ей что, страшно?"""
,,,,,,,,,,默认283,,,,良叔见到我的异状，用平静的语气问道。,良叔見到我的異狀，用平靜的語氣問道。,"Noticing my strange behavior, Uncle Liang asked calmly.",良が私の様子を見て、平然とした口調で訊いた。,"Заметив моё поведение, спросил спокойным голосом дядюшка Лян."
