#SHEET_NAME,记-第十九回三
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,,,,,,,,,,默认81,,,,我知道，我不能太喜形于色。,我知道，我不能太喜形於色。,I knew I couldn't show too much joy.,ここで浮かれた顔をしてはいけないことを、よく知っている。,"Я понимал, что не стоит демонстрировать излишнюю радость.",
,,,,,,,,,,默认82,,,,这样会显得我不能共情男娃的丧父之痛，或许会伤害他……,這樣會顯得我不能共情男娃的喪父之痛，或許會傷害他……,Doing so might make it seem like I couldn't share the boy's grief over losing his father—perhaps even hurting him...,そんなことをすれば、父を亡くした男の子の痛みに共感できない冷血漢となり、彼を傷つけてしまうかもしれない……,"Иначе получится, будто я совсем не переживаю по поводу того, что у мальчика убили отца - и причинит тому боль...",
,,方男娃,犹豫,,,,,,,默认83,,方恒/35-2_方恒_08,,[我爹说过，不能告诉外人我们还有好东西埋着，更不能带外人去看……他怕有人为了那些东西骗我、打我，甚至会害我。],[我爹說過，不能告訴外人我們還有好東西埋著，更不能帶外人去看……他怕有人為了那些東西騙我、打我、甚至會害我。],"""My father warned me never to tell outsiders about our buried valuables, nor to show them the hiding spots... He feared people might trick me, harm me, or even kill me for those things.""",「他の人には宝物が埋めてあることを教えちゃいけない、見せるのはもっとだめだって、父ちゃんが言ってた……宝物のせいで僕が騙されたり、殴られたり、殺されちゃうかもしれないからって」,"""Папа говорил, что нельзя никому рассказывать про зарытые вещи и, тем более, показывать их… Он переживал, что меня могут обмануть, избить или даже убить.""",
,,,,,,,,,,默认84,,,,男娃叹了口气。,男娃嘆了口氣。,The boy sighed.,男の子が溜息をついた。,Вздохнул мальчик.,
,,方男娃,通常,,,,,,,默认85,,方恒/35-2_方恒_09,,[唉！不过，大哥你是救过我命的好人，我就破例带你去找一找吧！],[唉！不過，大哥你是救過我命的好人，我就破例帶你去找一找吧！],"""Sigh! But since you saved my life, Eldest Brother—you're a good man—I'll make an exception and take you!""",「ああ！でもお兄ちゃんは僕を助けてくれたいい人だし、特別に連れて行ってあげる！」,"""Эх! Но ты же всё-таки спас мне жизнь, братец, значит, ты хороший человек - и я в качестве исключения могу тебе их показать!""",
,,,,,,,,,,默认86,,,,男娃犹豫片刻，终于点了点头。,男娃猶豫片刻，終於點了點頭。,The boy hesitated briefly before nodding.,少し迷った男の子だったが、ついには頷いてくれた。,"Немного поколебавшись, в конце концов кивнул он.",
,,,,,,,,,,默认87,,,,……,……,...,……,...,
,CharacterOff,,,,,,0.6,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,东关街城破阴,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,Ambience,室外主风,TRUE,,,3,2,,,,,,,
,,,,,,,,,,默认88,,,,我们出门时，雨恰好停了。,我們出門時，雨恰好停了。,"As we stepped outside, the rain had just ceased.",外に出ると、ちょうど雨がやんでいた。,"Когда мы вышли наружу, дождь как раз прекратился.",
,,,,,,,,,,默认89,,,,我带着男娃，两个人，一高一矮，一前一后地向前走着。,我帶著男娃，兩個人，一高一矮，一前一後地向前走著。,"The boy and I walked together—one tall, one short; one leading, one following.",私は男の子を連れていく。のっぽとちびの二人組が、前後に並んで歩いていく。,"Так мы вдвоём пошли друг за другом - один высокий, другой низкий.",
,,,,,,,,,,默认90,,,,我们路过了一间间被烧毁的房屋，路过了一个个警惕望着四周的城民。,我們路過了一間間被燒毀的房屋，路過了一個個警惕望著四周的城民。,We passed rows of charred houses and townspeople eyeing their surroundings warily.,私たちは焼け落ちた家々の前を通り過ぎ、警戒したようにあたりを見渡す住人達の横を通り過ぎた。,"Мы проходили мимо сгоревших домов, мимо горожан, настороженно оглядывающихся по сторонам.",
,,,,,,,,,,默认91,,,,此时，虽然已不再下雨，但天色仍然有些阴沉，风中飘着若有若无的血腥气，压抑得让人心头发闷。,此時，雖然已不再下雨，但天色仍然有些陰沉，風中飄著若有若無的血腥氣，壓抑得讓人心頭髮悶。,"Though the rain had stopped by then, the sky remained gloomy, with a faint metallic scent of blood lingering in the wind—oppressive enough to weigh heavily on one's heart.",既に雨はやんでいたが、空は未だに薄暗く、風にほのかな血生臭さが混じり、どんよりと鬱屈した空気を醸し出していた。,"Хотя дождь уже прекратился, небо всё ещё было мрачным, а в воздухе витал едва уловимый запах крови, от которого на душе становилось тяжело.",
,,,,,,,,,,默认92,,,,因此，在路上的时候，我便想找些话题与男娃聊聊，想借转移注意力来驱散心中烦闷。,因此，在路上的時候，我便想找些話題與男娃聊聊，想借轉移注意力來驅散心中煩悶。,"So as we walked, I tried making conversation with the boy, hoping distraction might lift the gloom in my heart.",そのため、道中ではあれこれ話題を探して男の子と話、気を紛らわせてこの憂鬱な気分を振り払おうとした。,"Поэтому по пути я решил завязать с мальчиком разговор, чтобы отвлечься и развеять эту гнетущую атмосферу.",
,,方知宥,,,,,,,,默认93,,方知宥/35-2_方知宥_08,,[你叫什么名字？],[你叫什麼名字？],"""What's your name?""",「君の名は？」,"""А как тебя зовут?""",
,,方恒,男娃通常,,,,,,,默认94,,方恒/35-2_方恒_10,,[我叫方恒，姓方，名恒。],[我叫方恆，姓方，名恆。],"""I'm Fang Heng—Fang is my surname, Heng my given name.""",「<ruby=ほうこう>方恒</ruby>だよ。姓が方で、名が恒」,"""Фан Хэн - фамилия Фан, имя Хэн.""",
,,方知宥,,,,,,,,默认95,,方知宥/35-2_方知宥_09,,[你竟然也姓方？],[你竟然也姓方？],"""You're surnamed Fang too?""",「君も方なのか」,"""Так у тебя тоже фамилия Фан?""",
,,,,,,,,,,默认96,,,,我脚步一顿，愕然望向男娃。,我腳步一頓，愕然望向男娃。,I stopped mid-stride and stared at the boy in surprise.,足を止め、驚いて男の子の方を見る。,Я остановился и удивлённо взглянул на мальчика.,
,,方恒,男娃惊讶,,,,,,,默认97,,方恒/35-2_方恒_11,,[怎么？大哥你也姓方？],[怎麼？大哥你也姓方？],"""What? Eldest Brother, you're a Fang too?""",「え？お兄ちゃんも方なの？」,"""А что? У тебя что ли тоже фамилия Фан, братец?""",
,,方知宥,,,,,,,,默认98,,方知宥/35-2_方知宥_10,,[是，我也姓方。],[是，我也姓方。],"""Yes, I'm also a Fang.""",「ああ、私の姓も方だ」,"""Да, я тоже Фан.""",
,,方恒,男娃犹豫,,,,,,,默认99,,方恒/35-2_方恒_12,,[你不会是骗我的吧？大人都爱骗小孩！],[你不會是騙我的吧？大人都愛騙小孩！],"""You're not fooling me, are you? Adults always lie to kids!""",「嘘じゃないよね？大人はみんな子供に嘘つくんだから！」,"""Ты же не обманываешь меня? Взрослые любят обманывать детей!""",
,,方知宥,,,,,,,,默认100,,方知宥/35-2_方知宥_11,,[哈哈，我还觉得是你骗我呢，怎么这么巧……你恰好与我同姓。],[哈哈，我還覺得是你騙我呢，怎麼這麼巧……你恰好與我同姓。],"""Haha, I was just thinking you were the one lying to me... What a coincidence that we share the same surname.""",「ははは、むしろ君が私をからかってるのかと思ったよ。こんな偶然があるとはな……私と同じ姓、か」,"""Ха-ха, да это уж я скорее бы подумал, что ты меня обманываешь. Надо же совпадение... у нас с тобой одинаковая фамилия.""",
,CharacterOff,,,,,,0.3,,,,,,,
,,,,,,,,,,默认101,,,,我轻笑一声，紧接着继续往前走。,我輕笑一聲，緊接著繼續往前走。,"I let out a light chuckle, then kept walking.",軽く笑うと、引き続き歩みを進めた。,"Рассмеявшись, я продолжил идти дальше.",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认102,,,,这确实够巧的。,這確實夠巧的。,That really is quite a coincidence.,なんという偶然だ。,Совпадение действительно было невероятным.,
,,,,,,,,,,默认103,,,,若是我原本就出身扬州，我和男娃都姓方还情有可原。,若是我原本就出身揚州，我和男娃都姓方還情有可原。,"If I were originally from Yangzhou, it’d make sense that both the boy and I share the surname Fang.",私が揚州出身であれば、この男の子と同じ方姓なのも頷ける。,"Будь я родом из Янчжоу, то, что у нас с мальчиком одинаковые фамилии, было бы ещё вполне объяснимо.",
,,,,,,,,,,默认104,,,,毕竟同城的同姓之人，往上追溯几代或许便是一家。,畢竟同城的同姓之人，往上追溯幾代或許便是一家。,"After all, people with the same surname in the same city might trace back to the same family a few generations ago.",同じ町の同じ姓であれば、世代をさかのぼれば同じ一家である可能性があるからだ。,"Ведь однофамильцы из одного и того же города, если проследить несколько поколений назад, возможно, происхождением окажутся из одного рода.",
,,,,,,,,,,默认105,,,,可是，我祖籍是晋地啊。,可是，我祖籍是晉地啊。,But my ancestral home is in Jin Territory.,しかし私の祖先は晋だ。,Но ведь я родом из провинции Шаньси.,
,,,,,,,,,,默认106,,,,等等……,等等……,Wait...,んん……？,Погодите-ка...,
,,,,,,,,,,默认107,,,,这么说的话，老林头……大家都这么叫他，他应该是姓“林”吧？,這麼說的話，老林頭……大家都這麼叫他，他應該是姓“林”吧？,"In that case, Old Man Lin... everyone calls him that, so his surname must be ""Lin"", right?",そういえば林じいさん……みんな彼のことをそう呼んでいたが、彼の姓は「<ruby=りん>林</ruby>」だよな？,"А ведь тот старик Линь... Раз его все так зовут - ""Линь"" же, получается, его фамилия?",
,,,,,,,,,,默认108,,,,他与林翩翩同姓，倒也是挺巧的。,他與林翩翩同姓，到也是挺巧的。,Him sharing a surname with Lin Pianpian is also quite a coincidence.,<ruby=りんへんへん>林翩翩</ruby>と同じ姓とは、これまた偶然なこともあったものだ。,"То, что он однофамилец с Линь Пяньпянь - тоже весьма интересное совпадение.",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认109,,,,……,……,...,……,...,
,,方恒,,,,,,,,默认110,,方恒/35-2_方恒_13,,[到了。],[到了。],"""We've arrived.""",「ついたよ」,"""Пришли.""",
,,,,,,,,,,默认111,,,,沿东关街走了一阵后，方恒忽然停下了。,沿東關街走了一陣後，方恆忽然停下了。,"After walking along Dongguan Street for some time, Fang Heng suddenly came to a halt.",東関街に沿ってしばらく歩いたところで、方恒がふと足を止めた。,"Когда мы прошли некоторое время по улице Восточной заставы, Фан Хэн вдруг остановился.",
,CharacterOff,,,,,,1,,,,,,,
,FadeOut,black,,wipe_left,,,1,,,,,,,,,,,
,Bg,当铺废墟,,,,,0,,,,,,,,,,,
,FadeIn,black,,wipe_right,,,1,,,,,,,,,,,
,,,,,,,,,,默认112,,,,他带我来到一处被烧毁的废墟前。,他帶我來到一處被燒毀的廢墟前。,He brought me before the remains of a fire-gutted building.,彼が連れてきたのは、焼け落ちた廃墟の前だった。,Он довёл меня до развалин сгоревшего здания.,
,,,,,,,,,,默认113,,,,巷道里横陈着一条焦黑的门楣，以及两堵被烧黑了的残墙。,巷道裡橫陳著一條焦黑的門楣，以及兩堵被燒黑了的殘牆。,The alleyway contained a blackened lintel and two scorched remnant walls.,通りに黒焦げになった扁額と、やはり黒焦げになった壁だったものが倒れている。,В переулке высились обугленные дверные перекладины и две груды обгоревших до черноты обломков стен.,
,,,,,,,,,,默认114,,,,那写着“渡芦”的牌匾如今断成两截，插在瓦砾堆里，因为也被烧黑了，只剩下半个“渡”字依稀可辨。,那寫著“渡蘆”的牌匾如今斷成兩截，插在瓦礫堆裡，因為也被燒黑了，只剩下半個“渡”字依稀可辨。,"The ""Dulu"" plaque now lay broken in two amidst the rubble, so badly burned that only half of the ""Du"" character remained faintly visible.",「渡芦」と書かれていた扁額は今や真っ二つに折れ、瓦礫の山に刺さっている。真っ黒焦げになっているせいで、一文字目の「渡」の字が辛うじて読める程度だ。,"Вывеска с надписью ""Дулу"" теперь торчала из груды обломков, разломанная пополам; из-за того, что она тоже вся обгорела, можно было разглядеть лишь половину иероглифа <ruby=渡>""ду""</ruby>.",
,,,,,,,,,,默认115,,,,屋内尽是些碎砖残瓦、破缸破罐。,屋內盡是些碎磚殘瓦、破缸破罐。,"The interior was littered with broken bricks, shattered roof tiles, and smashed pottery.",屋内は壊れた壺や甕などの瓦礫だらけだった。,"Внутри помещения валялись обломки кирпичей, черепицы и разбитой посуды.",
,,方恒,认真,,,,,,,默认116,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认117,,,,方恒默默地盯着被焚毁的家，神色肃穆。,方恆默默地盯著被焚毀的家，神色肅穆。,"Fang Heng gazed solemnly at his burned-down home, his expression grave.",方恒が黙ったままじっと燃えかすの家を見て、険しい顔つきになった。,Фан Хэн молча смотрел на сгоревший дом с серьёзным выражением лица.,
,Se,沉重脚步,,0.9,,,,,,,,,,
,,,,,,,,,,默认118,,,,他沉默地踩在坍塌的废墟上，脚下发出“吱嘎”的声响，仿佛是这屋子尚有魂灵，正在向他呻吟求救。,他沉默地踩在坍塌的廢墟上，腳下發出“吱嘎”的聲響，彷彿是這屋子尚有魂靈，正在向他呻吟求救。,"He stepped silently over the collapsed ruins, the ground beneath his feet ""creaking"" as if the house still had a soul, groaning and pleading for help.",黙々と崩れた瓦礫を踏み、足元で「ぎしっ」と音が鳴る。それはまるで、この家に残った彷徨える魂が、彼に救いを求めるうめき声のようだった。,"Не говоря ни слова, он ступил по обрушившимся развалинам - под его ногами раздавался скрип, словно в этом доме всё ещё обитали духи, которые стоном взывали к нему о спасении..",
,,方知宥,,,,,,,,默认119,,,,[……],[……],"""...""",「……」,"""...""",
,StopSe,,,,,,2,,,,,,,
,,,,,,,,,,默认120,,,,我跟在他身后，走了几步。,我跟在他身後，走了幾步。,I followed a few steps behind him.,彼の後ろに続いて私も歩く。,Я сделал несколько шагов следом за ним.,
,,,,,,,,,,默认121,,,,最终，方恒停在了一处矮墙边。,最終，方恆停在了一處矮牆邊。,"Finally, Fang Heng stopped beside a low wall.",そうして、方恒が背の低い塀の傍で足を止めた。,Наконец Фан Хэн остановился у невысокой стенки.,
,,,,,,,,,,默认122,,,,矮墙边的土地凹下去了一块，积了不少雨水。,矮牆邊的土地凹下去了一塊，積了不少雨水。,"The ground near the low wall had sunk, pooling with rainwater.",ちびた塀の足元が窪んでおり、そこに雨水が溜まっている。,"Рядом с ней в земле была впадина, в которой скопилось немало дождевой воды.",
,,,,,,,,,,默认123,,,,烧焦的草灰混着雨水，凝在水洼中宛如墨汁，把此处搞得像是一个砚台。,燒焦的草灰混著雨水，凝在水窪中宛如墨汁，把此處搞得像是一個硯台。,"Charred grass ash mixed with rainwater, congealing in the puddle like ink, turning the spot into something resembling an inkstone.",焼けた草の灰が雨水と混じり、墨汁のように水たまりの中で固まっている。その場所だけ硯になったかのような錯覚を覚えた。,"Пепел от сгоревшей травы смешался с дождевой водой и застыл в луже, словно тушь. Само место от этого напоминало большую тушечницу.",
,,方恒,通常,,,,,,,默认124,,方恒/35-2_方恒_14,,[应该是这儿，这里原本是我家的后仓，爹爹堆了一些柴草盖住埋东西的地方。],[應該是這裡，這裡原本是我家的後倉，爹爹堆了一些柴草蓋住埋東西的地方。],"""This must be the place. It used to be our family's back storeroom. Father piled firewood and grass here to hide where things were buried.""",「このへんだよ。ここは元々うちの裏倉庫で、父ちゃんが藁を積んで埋めた場所を隠してたんだ」,"""Это должно быть тут - у нас здесь был склад, и папа набросал здесь хвороста и сена, чтобы прикрыть место с закопанными вещами.""",
,,,,,,,,,,默认125,,,,他指了指那片“砚台”说道。,他指了指那片“硯台”說道。,"He pointed at the ""inkstone"" and said.",彼がその「硯」を指して言った。,"Сказал он, показывая на ""тушечницу"".",
,,,,,,,,,,默认126,,,,原来如此。,原來如此。,So that's how it was.,なるほど。,Вот как.,
,,,,,,,,,,默认127,,,,怪不得这里积着这么多草灰。,怪不得這裡積著這麼多草灰。,No wonder there's so much grass ash accumulated here.,どうりであんなに灰が積もっているわけだ。,"Тогда неудивительно, что здесь столько сгоревшей травы.",
,,方知宥,,,,,,,,默认128,,方知宥/35-2_方知宥_12,,[得找把铲子，我先把泥水清开，再试着挖一挖你爹藏的东西。],[得找把鏟子，我先把泥水清開，再試著挖一挖你爹藏的東西。],"""I need to find a shovel. I'll clear the muddy water first, then try to dig up what your father hid.""",「<ruby=すき>鋤</ruby>を探してこないとな。泥をよけてから、君のお父さんが隠したものを探すとしよう」,"""Надо раздобыть лопату - я сначала уберу грязь, а потом попробую откопать то, что спрятал твой отец.""",
,,方知宥,,,,,,,,默认129,,,,[……],[……],"""...""",「……」,"""...""",
,CharacterOff,,,,,,0.3,,,,,,,
,,,,,,,,,,默认130,,,,我说完后，便开始端详着那处像砚台的水洼，不禁心头一紧。,我說完後，便開始端詳著那處像硯台的水窪，不禁心頭一緊。,"After speaking, I examined the inkstone-like puddle, and my heart tightened.",私はそう言うと、硯のような水たまりをまじまじと見て、思わず胸が高鳴った。,"Сказав, я пристально вгляделся в похожую на тушечницу лужу, сердце моё невольно сжалось от волнения.",
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认131,,,,也不知当铺掌柜防水的措施做得如何？,也不知當鋪掌櫃防水的措施做得如何？,I wonder how effective the pawnshop keeper's waterproofing measures were?,店主が防水の処置を施していなかったらどうなっているのだろう。,Хозяин ломбарда вещи от воды-то тогда защитил как следует?,
,,,,,,,,,,默认132,,,,希望雁儿姐送我的东西……不会因泡在水下多日而被毁掉。,希望雁兒姐送我的東西……不會因泡在水下多日而被毀掉。,I hope the things <ruby=Swan Goose>Sister Yan</ruby> gave me... weren't ruined after being submerged for so long.,雁姉が残してくれたものが……水浸しになってだめになっていなければいいが。,"Надеюсь, что вещь от сестрички Лебёдушки... не окажется испорченной водой после стольких дней.",
,,,,,,,,,,默认133,,,,……,……,...,……,...,
,,,,,,,,,,默认134,,,,都说大明朝是火德，若是根据朝代更替的五德终始之说，改朝换代后的新朝便是水德。,都說大明朝是火德，若是根據朝代更替的五德終始之，改朝換代後的新朝便是水德。,"They say the Ming Dynasty followed the virtue of fire. According to the Five Virtues theory of dynastic transition, the new New Dynasty would follow the virtue of water.",明王朝は火徳だと誰もが言うが、もしも王朝交代における五徳終始説に基づくならば、次の王朝は水徳ということになる。,"Как говорят, Великой Мин покровительствовала стихия огня - если судить по кругообороту стихий, то следующей династии будет покровительствовать стихия воды.",
,,,,,,,,,,默认135,,,,若是掌柜藏得东西躲过了火灾，却躲不过水难。,若是掌櫃藏得東西躲過了火災，卻躲不過水難。,"If the shopkeeper's hidden possessions survived the fire, they couldn't escape the floodwaters.",店主が隠しておいたものが火災から逃れられたとしても、水害からは逃れられない。,"Если вещи хозяина ломбарда удалось уберечь от огня, но не от воды...",
,,,,,,,,,,默认136,,,,不正像是那些在乱世间不断挣扎，最终却无法活下来的百姓？,不正像是那些在亂世間不斷掙扎，最終卻無法活下來的百姓？,Isn't it just like those ordinary people who kept struggling through chaotic times but ultimately couldn't survive?,まるで乱世の中で足掻いて、結局生き残れなかった民のようではないか。,"Не будет ли это напоминать тех простых людей, что усиленно цеплялись за жизнь в смутное время, но так и не смогли его пережить?",
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,,,,,,,,,默认137,,,,……,……,...,……,...,
,,方恒,,,,,,,,默认138,,方恒/35-2_方恒_15,,[我家就有铲子，我找找……啊，在这儿，还没烧坏呢！],[我家就有鏟子，我找找……啊，在這裡，還沒燒壞呢！],"""We've got a shovel at home, let me look... Ah, here it is! It's still intact!""",「鋤ならうちにあるよ。探してくるね……あっ、あった。燃えてなくてよかった！」,"""У нас тут была лопата, я поищу... О, вот она, всё-таки не сгорела!""",
,,,,,,,,,,默认139,,,,正当我胡思乱想时，方恒从瓦砾堆里翻出一柄黑漆漆的铲子，递给了我。,正當我胡思亂想時，方恆從瓦礫堆裡翻出一柄黑漆漆的鏟子，遞給了我。,"While I was lost in thought, Fang Heng unearthed a pitch-black shovel from the rubble and handed it to me.",どうでもいいことを考えていると、方恒が瓦礫の山から黒々とした鋤を引っ張り出し、私に渡してきた。,Голос Фан Хэна отвлёк меня от беспорядочных мыслей - он отрыл из груды обломков почерневшую лопату и протянул её мне.,
,CharacterOff,,,,,,0.3,,,,,,,
,,方知宥,,,,,,,,默认140,,,,[……],[……],"""...""",「……」,"""...""",
,,,,,,,,,,默认141,,,,我深呼出一口气，不再胡思乱想，而是走向了那埋藏着重要之物的地方。,我深呼出一口氣，不再想七想八，而是走向了那埋藏著重要之物的地方。,"I took a deep breath, stopped my wandering thoughts, and walked toward the spot where the important item was buried.",ふう、と息を吐き、余計なことを考えるのを止めた。そして重要な物が埋められているであろう場所に向かう。,"Выдохнув и отбросив в сторону лишние размышления, я подошёл к месту, где таился заветный клад.",
,Se,铲土2,,,,,,,,,,,,
,,,,,,,,,,默认142,,,,——哗,——嘩,--Splash,――ジャリッ,*Плюх.*,
,,,,,,,,,,默认143,,,,——哗。,——嘩。,--Splash.,――ジャリッ,*Плюх.*,
,StopSe,,,,,,1,,,,,,,
,,,,,,,,,,默认144,,,,我用铲子铲走一些泥水。,我用鏟子鏟走一些泥水。,I used a shovel to scoop away some muddy water.,鋤で泥水をかいていく。,Я вычерпал оттуда часть грязной воды.,
,Se,铲土2,,,,,,,,,,,,
,,,,,,,,,,默认145,,,,——哗。,——嘩。,--Splash.,――ジャリッ,*Плюх.*,
,,,,,,,,,,默认146,,,,——哗。,——嘩。,--Splash.,――ジャリッ,*Плюх.*,
,,,,,,,,,,默认147,,,,——铿锵！,——鏗鏘！,—Clang!,――ザリッ！,*Хрясь!*,
,StopSe,,,,,,1,,,,,,,
,,,,,,,,,,默认148,,,,我将泥水铲得见底了，终于铲到了土。,我將泥水鏟地見底了，終於鏟到了土。,"I shoveled until the muddy water was gone, finally hitting solid soil.",泥をかきわけて底まで進むと、鋤が土にぶつかった。,"Наконец, моя лопата добралась до земли.",
,Se,铲土2,,,,,,,,,,,,
,,,,,,,,,,默认149,,,,——铿！,——鏗！,—Clang!,――ザッ,*Хрясь!*,
,,,,,,,,,,默认150,,,,——铿！,——鏗！,—Clang!,――ザッ,*Хрясь!*,
,,,,,,,,,,默认151,,,,——铿锵！,——鏗鏘！,—Clang!,――ガキン！,*Бам!*,
,,,,,,,,,,默认152,,,,我又铲走了几寸深的土。,我又鏟走了幾寸深的土。,I shoveled away a few more inches of dirt.,さらに土を掘り返していく。,Я прокопал немного вглубь.,
,StopSe,,,,,,2,,,,,,,
,Se,金属落地,,1.5,,,,,,,,,,
,,,,,,,,,,默认153,,,,突然，我听到了铲尖撞向硬物的闷响。,突然，我聽到了鏟尖撞向硬物的悶響。,"Suddenly, I heard the dull thud of the shovel's tip striking something hard.",すると突然、鋤の先が何か固い物に当たった音がした。,"И тут услышал, как кончик лопаты стукнулся обо что-то твёрдое.",
,,,,,,,,,,默认154,,,,果然，这里埋着东西！,果然，這裡埋著東西！,"Sure enough, something was buried here!",やはり、何か埋まっている！,И правда тут что-то есть!,
,,,,,,,,,,默认155,,,,我双眸一亮，继而丢开铲子，跪坐下来，直接以手掘土，不顾形象地深挖眼前的土堆。,我雙眸一亮，繼而丟開鏟子，跪坐下來，直接以手挖土，不顧形象地深挖眼前的土堆。,"My eyes lit up as I tossed the shovel aside, dropping to my knees to claw at the soil with bare hands, heedless of appearances.",両目を輝かせ、鋤を放り投げた。その場に膝をつき、なりふり構わず目の前の土を手で掘り返していく。,"Глаза мои загорелись, я отбросил лопату, опустился на колени и, не переживая за пачкающуюся одежду, начал прокапывать землю руками.",
,,,,,,,,,,默认156,,,,我的十指没入泥土中，指甲缝里一点点嵌满土和灰。,我的十指沒入泥土中，指甲縫裡一點點嵌滿土和灰。,"My fingers plunged into the earth, nails crammed with grit and dust.",指が泥に入り込み、爪の隙間が土と灰だらけになった。,"Мои десять пальцев погрузились в землю, под ногтями забились земля и пепел.",
,Se,踏步,,1.2,,,,,,,,,,
,,,,,,,,,,默认157,,,,——噗！,——噗！,—Thud!,――ザッ！,*Шлёп!*,
,Se,踏步,,1.8,,,,,,,,,,
,,,,,,,,,,默认158,,,,——噗！,——噗！,—Thud!,――ザッ！,*Шлёп!*,
,Se,踏步,,2.4,,,,,,,,,,
,,,,,,,,,,默认159,,,,——噗！,——噗！,—Thud!,――ザッ！,*Шлёп!*,
,,,,,,,,,,默认160,,,,我不断抠着那些发硬的泥土，挖开那些松软的泥土。,我不斷摳著那些發硬的泥土，挖開那些鬆軟的泥土。,I kept scraping at the hardened dirt and digging through the loose soil.,固くなった土をひたすらに掻き続け、柔らかくなった土を掘り起こす。,"Я продолжал и продолжал рыться в затвердевшей земле, разрыхляя её и отбрасывая в сторону.",
,,,,,,,,,,默认161,,,,苍天不负有心人，渐渐地，一块被泡的发烂的木板显露而出。,蒼天不負有心人，漸漸地，一塊被泡的發爛的木板顯露而出。,"Heaven rewards the diligent. Gradually, a waterlogged and rotting wooden plank was revealed.",努力は裏切らなかった。次第に、水浸しになって腐りかけた木の板が見えてくる。,И Небо вознаградило мои усилия - постепенно из-под земли проступила подгнившая от воды доска.,
,,,,,,,,,,默认162,,,,找到了！,找到了！,Found it!,見つけた！,Нашёл!,
,,方知宥,,,,,,,,默认163,,,,[……],[……],"""...""",「……」,"""...""",
,Se,推门,,,,,,,,,,,,
,,,,,,,,,,默认164,,,,——咔！,——喀！,— Crack!,――ギギッ,*Хрусь!*,
,CharacterOff,,,,,,0.7,,,,,,,,,,,
,Sprite,记-当铺木箱,,,,,1,,,,,,,,,,,
,Wait,,,,,,1.5,,,,,,,,,,,
,SpriteOff,,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认165,,,,我小心将硬木板掀开后，我看到了下面压着一块遮水的破布，布的下面裹着一个箱子。,我小心將硬木板掀開後，我看到了下面壓著一塊遮水的破布，布的下面裹著一個箱子。,"I carefully lifted the hard wooden plank and saw a tattered waterproof cloth beneath it, wrapping a box.",慎重に硬い板を外すと、その下には水を防ぐためのぼろ布が敷かれ、さらにその布に箱が包まれていることに気が付いた。,"Осторожно приподняв деревянную доску, я увидел, что под ней лежал потрёпанный кусок ткани, прикрывающий собой ящик.",
,,,,,,,,,,默认166,,,,这箱子的材质奇特，不似凡木。,這箱子的材質奇特，不似凡木。,"The material of this box was peculiar, unlike ordinary wood.",箱の材料は変わった物で、ただの木ではなさそうだった。,"Материал, из которого был сделан ящик, был необычным, не похожим на обычное дерево.",
,,,,,,,,,,默认167,,,,整间屋子都被烧成这样，连日大雨冲刷——,整間屋子都被燒成這樣，連日大雨沖刷——,"The entire house was burned like this, and days of heavy rain had washed over it—",家が丸ごと焼け落ちても、連日の大雨にやられても――,"Всё вокруг здесь было полностью выжжено, а потом еще и несколько дней лил дождь...",
,,,,,,,,,,默认168,,,,它竟然没有被烧毁，也没有被泡烂。,它竟然沒有被燒毀，也沒有被泡爛。,Yet it was neither burned nor waterlogged.,それは燃えた様子も、腐っている様子もなかった。,Но ящик не сгорел и не размок.,
,,,,,,,,,,默认169,,,,不过……大概也是有箱子上面那块破布和木板的功劳吧！,不過……大概也是有箱子上面那塊破布和木板的功勞吧！,But... perhaps it was also thanks to that piece of cloth and the wooden plank covering the box!,しかし……おそらく、箱の上に会ったぼろ布と木の板のおかげだろう。,"Хотя... наверно, в этом сыграли роль и та ткань с доской, что лежали сверху!",
,Se,开盖子,,1.6,,,,,,,,,,
,,,,,,,,,,默认170,,,,——哗啦！,——嘩啦！,—Crash!,――ガタッ,*Хлоп.*,
