死于狼妖,死于狼妖,死於狼妖,,狼妖に殺された,Смерть от яогуая-волка
躲观音像后面,死于躲观音像后面,躲觀音像後面,,観音像の裏に隠れて死亡,Смерть при попытке спрятаться за статуей
东城区,死于东城区,東城區,,東城区にて死亡,Смерть в Восточном квартале
教场,死于教场,教場,,訓練場にて死亡,Смерть на учебном плацу
走张家巷,死于走张家巷,走張家巷,,張家巷にて死亡,Смерть в переулке Чжанцзя
正面对抗,死于正面对抗,正面對抗,,妖兵に正面から立ち向かい死亡,Смерть в схватке с яогуаем
贿赂妖兵,死于贿赂妖兵,賄賂妖兵,,妖兵に賄賂を渡し死亡,Смерть при попытке подкупа
不进屋继续跑,死于不进屋继续跑,不進屋繼續跑,,家に入らず逃げ続け死亡,Смерть при попытке бежать дальше
出手相助,死于出手相助,出手相助,,助けに入って死亡,Смерть при попытке помочь
拼命,死于拼命,拚命,,捨て身で戦い死亡,Смерть в отчаянной схватке
一鼓作气,死于一鼓作气，快速逃跑,一鼓作氣,,一念発起、駆け抜け死亡,Смерть при попытке побежать сломя голову
溺水,死于溺水,溺水,,溺れて死亡,Смерть в воде
偷袭妖兵,死于偷袭妖兵,偷襲妖兵,,妖兵を奇襲して死亡,Смерть при попытке напасть тайком
竖劈娃娃兵,死于竖劈娃娃兵,豎劈娃娃兵,,縦斬りを狙い少年兵に殺された,Смерть в схватке с «ребёнком-солдатом»
死于后方上马,死于后方上马,死於後方上馬,,後方より馬に乗ろうとして死亡,Смерть при попытке запрыгнуть на лошадь






结局-1a,,,,
结局-1b,,,,
结局-1c,,,,
结局-2,,,,
结局-3,,,,
结局-4,,,,
结局-5,,,,
结局-6,,,,
结局-7,,,,
结局-8,,,,
结局-9,,,,


穗-0,,,,
穗-1,,,,
穗-2,,,,
穗-3,,,,
穗-4,,,,
穗-5,,,,
穗-6,,,,
穗-7,,,,


,,,,
,,,,
,,,,
红儿,红儿,,,紅児,Хун'эр
,,,,,
,,,,,
琼华,琼华,,,瓊華,Цюнхуа
大琼华,琼华,,,瓊華,Цюнхуа
杂役,,,,雑役,Работник
女子,,,,女,Женщина
,,,,
当铺掌柜,当铺掌柜,,,質屋の店主,Владелец ломбарда
,,,,赤い服の娘,Девушка в красном
,,,,難民・甲,Беженец А
,,,,船頭,Лодочник
鸢,鸢,鳶,Kite,鳶,Юань
,,,,花街の女,Девушка с Цветочной улицы
,,,,王夫人,Госпожа Ван
馒头铺老板,馒头铺老板,饅頭鋪老闆,Bun Stand Owner,饅頭屋の主人,Владелец ларька с маньтоу
王生,王生,王生,Scholar Wang,王書生,Учёный Ван
杨军爷,杨军爷,楊軍爺,Officer Yang,楊兵長,Офицер Ян
传令兵,传令兵,傳令兵,Courier,伝令兵,Гонец
方知宥,方知宥,方知宥,Fang Zhiyou,方知宥,Фан Чжию
男子,男子,男子,Man,男,Мужчина
男娃,男娃,男娃,Boy,男の子,Мальчик
乞丐,乞丐,乞丐,Beggar,物乞い,Нищий
城民甲,城民甲,城民甲,Townsperson A,市民一,Горожанин А
城民乙,城民乙,城民乙,Townsperson B,市民二,Горожанин Б
老林头,老林头,老林頭,Old Man Lin,林老人,Старик Линь
苏怜烟,苏怜烟,蘇憐煙,Su Lianyan,蘇怜煙,Су Ляньянь
黄衫老太婆,黄衫老太婆,黃衫老太婆,Yellow-robed Old Lady,黄衣の老婆,Старуха в жёлтом балахоне
方家老仆,方家老仆,方家老僕,Fang Family Old Servant,方家の老僕,Слуга семьи Фан
女娃,女娃,女娃,Girl,少女,Девочка
小雁儿,小雁儿,小雁兒,Little Yan,小燕児,Лебёдушка
蓝甲彘妖,蓝甲彘妖,藍甲彘妖,Blue-armored Boar Demon,青甲の猪妖,Яогуай-вепрь
气度不凡的女人,气度不凡的女人,氣度不凡的女人,Distinguished Woman,気品のある女性,Статная женщина
赵老头,赵老头,趙老頭,Old Zhao,趙の老人,Старик Чжао
赵掌柜,赵掌柜,趙掌櫃,Shopkeeper Zhao,趙店主,Трактирщик Чжао
长相水灵的女娃,长相水灵的女娃,長相水靈的女娃,Delicate-looking Girl,容姿端麗な少女,Миленькая девочка
白甲豹妖,白甲豹妖,白甲豹妖,White-armored Leopard Demon,白甲の豹妖,Яогуай-леопард
红甲鹰妖,红甲鹰妖,紅甲鷹妖,Red-armored Eagle Demon,赤甲の鷲妖,Яогуай-орёл
小雁儿,小雁儿,小雁兒,Little Yan,小燕児,Лебёдушка
苏连雁,苏连雁,蘇連雁,Su Lean-yan,蘇連雁,Су Ляньянь
红甲狼妖,红甲狼妖,紅甲狼妖,Red-Armored Wolf Demon,赤鎧の狼妖,Яогуай-волк в красной броне
女声,女声,女聲,Female Voice,女の声,Женский голос
白甲彘妖,白甲彘妖,白甲彘妖,White-Armored Wolf Demon,白鎧の猪妖,Яогуай-вепрь в белой броне
空幻,空幻,空幻,Konghuan,空幻,Кунхуань
彘妖,彘妖,彘妖,Boar Demon,猪妖,Яогуай-вепрь
红甲彘妖,红甲彘妖,紅甲彘妖,Red-Armored Boar Demon,赤鎧の猪妖,Яогуай-вепрь в красной броне
男人甲,男人甲,男人甲,Male,男・甲,Мужчина А
男人乙,男人乙,男人乙,Male,男・乙,Мужчина Б
男人丙,男人丙,男人丙,Male,男・丙,Мужчина В
史阁部,史阁部,史閣部,Minister Shi,史閣部,Министр Ши
杂役,杂役,雜役,Servant,雑役,Работник
伯母,伯母,伯母,Aunt,伯母,Тётя
大伯,大伯,大伯,Elder Uncle,伯父,Дядя
红甲犬妖,红甲犬妖,紅甲犬妖,Red-Armored Dog Demon,赤鎧の犬妖,Яогуай-пёс в красной броне
良,良,良,Liang,良,Лян
屋外妖兵,屋外妖兵,屋外妖兵,Demon Soldier Outside,外の妖兵,Яогуай снаружи
民妇,民妇,民婦,Common Woman,女,Женщина
刘婆子,刘婆子,劉婆子,Old Woman Liu,劉ばあ,Старуха Лю
扬州难民甲,扬州难民甲,揚州難民甲,Yangzhou Refugee,揚州の難民・甲,Янчжоуский беженец А
扬州难民乙,扬州难民乙,揚州難民乙,Yangzhou Refugee,揚州の難民・乙,Янчжоуский беженец Б
林翩翩,林翩翩,林翩翩,Lin Pianpian,林翩翩,Линь Пяньпянь
勾栏客人甲,勾栏客人甲,勾欄客人甲,Brothel Guest,勾欄の客・甲,Посетитель А
,,,,,
后厨老李,后厨老李,後廚老李,Cook Li (Back Kitchen),厨房の李,Лао Ли с кухни
碧竹坊侍女,碧竹坊侍女,碧竹坊侍女,Jade Bamboo Hall Maidservant,碧竹坊の侍女,Служанка палаты
官军乙,官军乙,官軍乙,Government Soldier,官軍・乙,Солдат Б
小男娃,小男娃,小男娃,Little Boy,男の子,Мальчик
明慧,明慧,明慧,Minghui,明慧,Минхуэй
勾栏客人乙,勾栏客人乙,勾欄客人乙,Brothel Guest,勾欄の客・乙,Посетитель Б
蓝甲獾妖,蓝甲獾妖,藍甲獾妖,Blue-Armored Badger Demon,青鎧の獾妖,Яогуай-барсук в синей броне
鹂儿,鹂儿,鸝兒,Li'er,鵹児,Ли'эр
红儿,红儿,紅兒,Hong'er,紅児,Хун'эр
围观民众甲,围观民众甲,圍觀民眾甲,Spectator,野次馬・甲,Человек из толпы А
柳泉居士,柳泉居士,柳泉居士,Hermit of Willow Spring,柳泉居士,Отшельник Ивового источника
送茶老妪,送茶老妪,送茶老嫗,The tea-serving crone,給茶の老婆,Старуха-чаёвница
红肚兜娃娃兵,红肚兜娃娃兵,紅肚兜娃娃兵,The boy soldier in red bellybands,赤い前掛けの少年兵,"""Ребёнок-солдат"""
船夫,船夫,船夫,Boatman,船頭,Лодочник
店小二,店小二,店小二,Shop Assistant,店員,Работник
围观民众乙,围观民众乙,圍觀民眾乙,Spectator,野次馬・乙,Человек из толпы Б
曹霑,曹霑,曹霑,Cao Zhan,曹霑,Цао Чжань
月娘,月娘,月娘,Yue Niang,月娘,Юэнян
逃难母亲,逃难母亲,逃難母親,Refugee Mother,母親の難民,Спасённая мать
泠音阁客人甲,泠音阁客人甲,泠音閣客人甲,Lingyin Pavilion Guest,泠音閣の客・甲,Посетитель павильона А
哭声,哭声,哭聲,Crying Sound,泣き声,Плачущий голос
围观民众丙,围观民众丙,圍觀民眾丙,Spectator,野次馬・丙,Человек из толпы В
方恒,方恒,方恆,Fang Heng,方恒,Фан Хэн
蝶儿,蝶儿,蝶兒,Die’er,蝶児,Дье'эр
市集小贩,市集小贩,市集小販,Market Vendor,市場の売り子,Владелец прилавка
泠音阁客人乙,泠音阁客人乙,泠音閣客人乙,Lingyin Pavilion Guest,泠音閣の客・乙,Посетитель павильона Б
何家坟难民甲,何家坟难民甲,何家墳難民甲,Hejia Tomb Refugee,何家墳の難民・甲,Беженец у кладбища А
围观民众丁,围观民众丁,圍觀民眾丁,Spectator,野次馬・丁,Человек из толпы Г
民众甲,民众甲,民眾甲,Civilian,市民・甲,Горожанин А
老妪,老妪,老嫗,The crone,老婆,Старуха
桥上人甲,桥上人甲,橋上人甲,Bridge Figure,橋の男・甲,Человек на мосту А
红甲牛妖,红甲牛妖,紅甲牛妖,The Red-Armored Ox Demon,赤鎧の牛妖,Яогуай-бык в красной броне
翠儿,翠儿,翠兒,Cui'er,翠児,Цуй'эр
老伯,老伯,老伯,Old Man,老人,Старый дядюшка
民众乙,民众乙,民眾乙,Civillian,市民・乙,Горожанин Б
玉莲,玉莲,玉蓮,Yulian,玉蓮,Юйлянь
桥上人乙,桥上人乙,橋上人乙,Bridge Figure,橋の男・乙,Человек на мосту Б
红甲马妖,红甲马妖,紅甲馬妖,The Red-Armored Horse Demon,赤鎧の馬妖,Яогуай-конь в красной броне
浮光茶舍客人,浮光茶舍客人,浮光茶舍客人,Floating Light Teahouse Patron,浮光茶舎の客,Посетитель чайной
兴平伯残兵甲,兴平伯残兵甲,興平伯殘兵甲,Marquess Xingping’s Wounded Soldier,興平伯軍の残党・甲,Солдат бо Синпина А
满穗,满穗,滿穗,Man Sui,満穂,Маньсуй
酒肆老板,酒肆老板,酒肆老闆,Bar Owner,酒場の店主,Хозяин таверны
桥人人乙,桥人人乙,橋人人乙,Bridge Figure,橋の男・乙,Человек на мосту Б
红甲羊妖,红甲羊妖,紅甲羊妖,The Red-Armored Sheep Demon,赤鎧の羊妖,Яогуай-баран в красной броне
穿孝服的男子,穿孝服的男子,穿孝服的男子,Man in Mourning Attire,喪服の男,Человек в траурной одежде
兴平伯残兵乙,兴平伯残兵乙,興平伯殘兵乙,Marquess Xingping’s Wounded Soldier,興平伯軍の残党・乙,Солдат бо Синпина Б
地痞流氓甲,地痞流氓甲,地痞流氓甲,Ruffian,ちんぴら・甲,Забияка А
柳巷姑娘甲,柳巷姑娘甲,柳巷姑娘甲,Willow Lane Maiden,柳巷の娘・甲,"Девушка с ""Ивового переулка"" А"
红甲彘妖甲,红甲彘妖甲,紅甲彘妖甲,Red-Armored Boar Demon,赤鎧の猪妖・甲,Яогуай-вепрь в красной броне А
稚童甲,稚童甲,稚童甲,Young Child,子供・甲,Ребёнок А
穿丧服的男子,穿丧服的男子,穿喪服的男子,Man in Mourning Attire,喪服の男,Человек в траурной одежде
黑脸将军,黑脸将军,黑臉將軍,The Black-Faced General,黒顔の将軍,Смуглолицый генерал
地痞流氓乙,地痞流氓乙,地痞流氓乙,Ruffian,ちんぴら・乙,Забияка Б
柳巷姑娘乙,柳巷姑娘乙,柳巷姑娘乙,Willow Lane Maiden,柳巷の娘・乙,"Девушка с ""Ивового переулка"" Б"
红甲彘妖乙,红甲彘妖乙,紅甲彘妖乙,Red-Armored Boar Demon,赤鎧の猪妖・乙,Яогуай-вепрь в красной броне Б
稚童乙,稚童乙,稚童乙,Young Child,子供・乙,Ребёнок Б
蓝甲熊妖,蓝甲熊妖,藍甲熊妖,Blue-Armored Bear Demon,青鎧の熊妖,Яогуай-медведь в синей броне
兴平伯将领,兴平伯将领,興平伯將領,Marquess Xingping’s Commander,興平伯軍の将軍,Главарь войск бо Синпина
柳巷姑娘丙,柳巷姑娘丙,柳巷姑娘丙,Willow Lane Maiden,柳巷の娘・丙,"Девушка с ""Ивового переулка"" В"
碧竹坊小厮,碧竹坊小厮,碧竹坊小廝,Jade Bamboo Hall Servant,碧竹坊の丁稚,Мальчик-слуга палаты
稚童丙,稚童丙,稚童丙,Young Child,子供・丙,Ребёнок В
妖兵,妖兵,妖兵,Demon soldier,妖兵,Яогуай-солдат
逃难男人甲,逃难男人甲,逃難男人甲,Refugee Man,難民の男・甲,Спасающийся мужчина А
柳巷姑娘丁,柳巷姑娘丁,柳巷姑娘丁,Willow Lane Maiden,柳巷の娘・丁,"Девушка с ""Ивового переулка"" Г"
心兰,心兰,心蘭,Xinlan,心蘭,Синьлань
难民女甲,难民女甲,難民女甲,Refugee Woman,難民の女・甲,Спасающаяся женщина А
妖兵甲,妖兵甲,妖兵甲,Demon Soldier,妖兵・甲,Яогуай-солдат А
逃难男人乙,逃难男人乙,逃難男人乙,Refugee Man,難民の男・乙,Спасающийся мужчина Б
被绑男人甲,被绑男人甲,被綁男人甲,Bound Man,縛られた男・甲,Связанный мужчина А
撞衫公子,撞衫公子,撞衫公子,Young Master,服かぶりの令息,Собрат-по-одежде
难民女乙,难民女乙,難民女乙,Refugee Woman,難民の女・乙,Спасающаяся женщина Б
妖兵乙,妖兵乙,妖兵乙,Demon Soldier,妖兵・乙,Яогуай-солдат Б
宽脸红甲士兵,宽脸红甲士兵,寬臉紅甲士兵,Broad-Faced Red-Armored Soldier,大きい顔の兵士,Широколицый солдат
被绑男人乙,被绑男人乙,被綁男人乙,Bound Man,縛られた男・乙,Связанный мужчина Б
胖富商,胖富商,胖富商,Plump Rich Merchant,太った豪商,Толстый торговец
景姨,景姨,景姨,Aunt Jing,景ばあ,Тётушка Цзин
刻珠匠人,刻珠匠人,刻珠匠人,Bead Carver,数珠職人,Резчик
逃难男人丙,逃难男人丙,逃難男人丙,Refugee Man,難民の男・丙,Спасающийся мужчина В
后厨主厨,后厨主厨,後廚主廚,Head Chef (Back Kitchen),厨房の料理長,Главный повар
不修边幅的老者,不修边幅的老者,不修邊幅的老者,Unkempt Old Man,だらしない老人,Небрежно одетый старик
官军甲,官军甲,官軍甲,Government Soldier,官軍・甲,Солдат А
掌柜,掌柜,掌櫃,Shopkeeper,店主,Владелец лавки
逃难男人丁,逃难男人丁,逃難男人丁,Refugee Man,難民の男・丁,Спасающийся мужчина Г
侠,侠,俠,Hero,侠客,Герой
黄衫姑娘,黄衫姑娘,黃衫姑娘,Yellow-dressed Girl,黄衫の娘,Девушка в жёлтом платье
神秘女子,神秘女子,神秘女子,Mysterious Lady,謎の女,Загадочная женщина
空幻和尚,空幻和尚,空幻和尚,Monk Konghuan,空幻和尚,Монах Кунхуань
哭泣的姑娘,哭泣的姑娘,哭泣的姑娘,The Crying Girl,泣いている娘,Плачущая девушка
女子的声音,女子的声音,女子的聲音,The woman's voice,女の声,Женский голос
明宥,明宥,明宥,Ming You,明宥,Минъю
远处的声音,远处的声音,遠處的聲音,The distant sound,遠くから聞こえる声,Голос вдалеке

明末千里行,明末千里行,明末千里行,Journey in the End of the Empire,帝國の終焉への旅
猫,猫,貓,Cat,ねこ
幽闭恐惧,幽闭恐惧,幽閉恐懼,Claustrophobia,閉鎖恐怖症
孤风凄雨,孤风凄雨,孤風淒雨,Dismal Rain,歎かわしい風雨
白日无光_可循环,白日无光,白日無光,Sunless Daylight(Loopable),太陽のない日差し_ループ可能
剑拔弩张_可循环,剑拔弩张,劍拔弩張,Daggers Drawn(Loopable),一觸即発_ループ可能
良穗相遇,良穗相遇,良穗相遇,Meet,出會える
芸芸众生_可循环,芸芸众生,芸芸眾生,Every Living Being(Loopable),生きている人間すべて_ループ可能

闯王行,闯王行,闖王行,Li's March,闖王行
燃血之时,燃血之时,燃血之時,When Blood Ignites,血燃ゆる刻
狼的救赎,狼的救赎,狼的救贖,Redemption of the Wolf,狼の救済
旅途_可循环,旅途,旅途,Voyage (Loopable),旅路_ループ可能
孩童与风_可循环,孩童与风,孩童與風,Child and the Wind (Loopable),わらべと風_ループ可能
皮影戏_可循环,皮影戏,皮影戲,Shadow Play (Loopable),影絵劇_ループ可能
心近之刻_可循环,心近之刻,心近之刻,Instant of Closeness (Loopable),寄り合う心_ループ可能
饥荒绝望_可循环,饥荒绝望,饑荒絕望,Desperation in Starvation (Loopable),飢える絶望_ループ可能


妖兵入城,妖兵入城,妖兵入城,Demon Soldiers March In,妖兵襲来,Яогуаи входят в город
烟云消散,烟云消散,煙雲消散,Gone with the Haze,煙雲が晴れ,Дымка рассеивается
烟花风月,烟花风月,煙花風月,Fireworks and Romantic Nights,花鳥風月,Дела любовные
雨井烟垣,雨井烟垣,雨井煙垣,Rainy Wells and Misty Walls,雨の井戸、煙昇る壁,Запустение
心悸时刻,心悸时刻,心悸時刻,Heartbeat Moment,早鐘を打つ心,Сердце дрогнуло
繁华落尽,繁华落尽,繁華落盡,Demon Soldiers March In,栄華没す,Великолепие отцвело
花街柳巷,花街柳巷,花街柳巷,Streets of Flowers and Willows,花街と柳巷,"""Цветочная улица"" и ""Ивовый переулок"""
重重墙囚,重重墙囚,重重牆囚,Prisoner of Endless Walls,囲われた囚人,Заключённый в стенах
青梅竹马,青梅竹马,青梅竹馬,Childhood Sweethearts,幼馴染,Друзья детства
一等青楼,一等青楼,一等青樓,Finest House of Pleasure,一等青楼,"Первоклассный ""зелёный терем"""
与雁同行,與雁同行,與雁同行,Journey with Yan,雁と共に,Вместе с Лебёдушкой
曲终人散,曲終人散,曲終人散,"The music fades, the crowd departs",宴のあと,Затишье после веселья
侠心凛然,俠心凜然,俠心凜然,A noble heart stands firm,凛然たる義侠心,Суровое сердце героя











setting_sign_left_speed,慢,慢,Slow,遅い,Медлен.
setting_sign_right_speed,快,快,Fast,速い,Быстр.
setting_sign_left_value,低,低,Low,小,Низк.
setting_sign_right_value,高,高,High,大,Выс.
setting_language,语言设置,語言設定,Language,言語設定,Язык
setting_screen_mode,画面设置,畫面設定,Screen Mode,画面表示,Режим экрана
setting_skip_mode,选项设置,選項設定,Skip Mode,スキップ,Пропуск текста
setting_text_speed,文字速度,文字速度,Text Display Speed,文字の表示速度,Скорость текста
setting_auto_speed,自动速度,自動速度,Auto Mode Speed,自動送りの速度,Скорость авто режима
setting_window_opacity,窗口透明度,窗口透明度,Window Transparent,ウィンドウの透過率,Прозрачность окна
setting_volume_master,总音量,總音量,Master Volume,マスターボリューム,Общая громкость
setting_volume_music,BGM音量,BGM音量,Music Volume,BGM音量,Громкость музыки
setting_volume_sfx,SE音量,SE音量,SFX Volume,SE音量,Громкость звуков
setting_volume_bge,环境音量,環境音量,BGE Volume,環境音の音量,Громкость звуков окружения
setting_volume_volce,语音音量,語音音量,Voice Volume,ボイス音量,Громкость голосов
setting_mute_voice,中断语音,中斷語音,Mute Voice,ボイスの中断,Заглушить голоса
text_staff,制作名单,製作名單,Staff,クレジット,Титры
text_staff_skip,跳过,跳過,SKIP,スキップ,Пропустить
,,,,,Яогуаи входят в город
,,,,,Дымка рассеивается
,,,,,Дела любовные
,,,,,Запустение
,,,,,Сердце дрогнуло
,,,,,
结语1,谨以此作献给为“不再有饿殍”致力终身的人,謹以此作獻給為“不再有餓殍”致力終身的人,"This game is dedicated to those fighting for ""No More Starving"".",この作品を“もう餓死者が出ないように”生涯をかけた人たちに捧げたい,Цветочная улица и Ивовый переулок
结语2,以及有缘相遇的你,以及有緣相遇的你,"And to you, our players!",そして、縁があってこの作品に出会ってくれたあなたにも,Заключённый в стенах
九年后,九年后,九年後,Nine Years Passed,九年後,Друзья детства
完,完,完,FIN,FIN,Первоклассный зелёный терем




setting_volume_sulianyan_1,小雁儿,小雁兒,Little Yan,小雁,Маленькая Гусь,
setting_volume_sulianyan_2,苏怜烟,蘇憐煙,Su Lianyan,蘇憐煙,Су Ляньянь,
setting_volume_linpianpian,林翩翩,林翩翩,Lin Pianpian,林翩翩,Линь Пэньпэнь,
setting_volume_qionghua,琼华,瓊華,Qiong Hua,瓊華,Цюнхуа,
setting_volume_fangzhiyou,方知宥,方知宥,Fang Zhiyou,方知宥,Фан Чжию,
setting_volume_sui,穗,穗,Sui,穂,Суй,
setting_volume_liang,良,良,Liang,良,Лян,
setting_volume_wangsheng,王生,王生,Scholar Wang,王生,Ван Шэн,
setting_volume_longtao,其他,其他,Others,その他,Другие
,,,,,Пропуск текста
setting_volume_character_title,角色音量,角色音量,Character Volume,個別ボイス音量,Громкость персонажей
setting_volume_return,退出音量设定,退出音量設定,Return,戻る,Назад
setting_voice_detail,角色音量设定,角色音量設定,Character Settings,個別ボイス音量設定,Настройки громкости персонажей
setting_voice_language,声音语言,聲音語言,Voice language,ボイス言語,Язык озвучки
Voice_SC,中文,中文,Chinese,中国語,Китайский
Voice_Japanese,日语,日語,Japanese,日本語,Японский
,,,,,
,,,,,
text_assist_scene_title,进入标题页面,進入標題頁面,Enter the title page,タイトルページへ,Введите страницу заголовка
text_assist_game_start,开始游戏,從頭開始,from scratch,一から始める,С самого начала.
text_assist_game_load,读档存档,繼續旅途,Continue the journey,旅を続ける,Поездка продолжается.
text_assist_plotmap,流程图,思緒整理,Mind organization,心の整理,Размышления
text_assist_gallery,鉴赏馆,駐足回想,Stop and think back,立ち止まって思い出す,Остановись и вспомни.
text_assist_game_extra,良田满穗番外,,,,
text_assist_setting,设置,設定,Settings,設定,настройка
text_assist_game_quit,退出游戏,退出遊戲,Exit Game,ゲームを終了する,Выйти из игры
text_assist_main_game,进入播放剧情界面,進入播放劇情介面,Enter the play plot interface,ストーリー画面へ,Введите интерфейс воспроизведения
text_assist_main_plotmap,按A 进入流程图,按A進入流程圖,Press A to enter the flowchart,Aを押してフローチャートに入る,Нажмите A для ввода в блок - схему
text_assist_main_save,按S 存储进度,按S存儲進度,Store progress according to S,Sによる進捗状況の保存,Нажмите S для сохранения прогресса
text_assist_main_load,按D 加载进度,按D加載進度,Load progress according to D,Dによるロードの進行状況,Прогресс загрузки по D
text_assist_main_auto,按F 自动播放,按F自動播放,Press F to play automatically,Fを押して自動再生,Нажмите F для автоматического воспроизведения
text_assist_main_skip,按K 跳过,按K跳過,Press K to skip,Kでスキップ,"Нажмите K, чтобы пропустить"
text_assist_main_history,按H 历史记录,按H歷史記錄,According to H historical records,H履歴別,По истории H
text_assist_main_setting,按ESC 设置,按ESC設定,Set according to ESC settings,ESCで設定,Настройка ESC
text_assist_config_title,进入设置页面,進入設定頁面,Enter the settings page,設定ページに進む,Введите страницу настройки
text_assist_config_language_pre,前一种语言,前一種語言,Previous language,前の言語,Предыдущий язык
text_assist_config_language_next,后一种语言,後一種語言,The latter language,後者の言語,Последний язык
text_assist_config_screen_full,全屏模式,全屏模式,fullscreen mode,フルスクリーンモード,Полноэкранный режим
text_assist_config_screen_window,窗口模式,視窗模式,window mode,ウィンドウモード,Режим окна
text_assist_config_skip_read,跳过已读,跳過已讀,Skip Read,既読をスキップ,Пропустить прочитанное
text_assist_config_skip_all,跳过全部,跳過全部,Skip all,すべてスキップ,Пропустить все
text_assist_config_speed_word,文字速度,文字速度,text speed,文字の速度,Скорость текста
text_assist_config_speed_auto,自动速度,自動速度,auto speed,じどうそくど,автоматическая скорость
text_assist_config_transparency_window,窗口透明度,視窗透明度,Window Transparency,ウィンドウの透明度,Прозрачность окна
text_assist_config_volume_total,总音量,總音量,Total volume,総音量,Общая громкость
text_assist_config_volume_bgm,背景音乐音量,背景音樂音量,Background music volume,BGMの音量,Фоновая музыка
text_assist_config_volume_se,音效音量,音效音量,Sound effect volume,サウンドボリューム,Звуковая громкость
text_assist_config_volume_ambient,环境音量,環境音量,ambient volume,環境音量,Окружающая громкость
text_assist_config_volume_voice,语音音量,語音音量,voice volume,おんせいおんりょう,Звуковая громкость
text_assist_config_break_click,点击后中断语音,點擊後中斷語音,Interrupt voice after clicking,クリック後に音声を中断,Перерыв речи после нажатия
text_assist_config_break_nextdialog,播放下句对话时中断语音,播放下句對話時中斷語音,Interrupt voice when playing the next conversation,次のセッションの再生中に音声を中断する,Прерывание речи при воспроизведении следующего разговора
text_assist_config_reset,重置选项,重置選項,Reset options,オプションをリセット,Параметры сброса
text_assist_config_exitgame,结束游戏,結束遊戲,End the game,ゲームを終了する,закончить игру
text_assist_config_return_title,回到标题,回到標題,Return to Title,タイトルに戻る,Вернуться к заголовку
text_assist_config_back,返回上一级,返回上一級,Go back to the previous level,前のレベルに戻る,Вернуться на верхний уровень
text_assist_plotmap_back,返回上一级,返回上一級,Go back to the previous level,前のレベルに戻る,Вернуться на верхний уровень
text_assist_archive_title,存档读档页面,存檔讀檔頁面,Archive Reading Page,アーカイブ・リード・ページ,Архив страницы чтения
text_assist_archive_back,返回上一级,返回上一級,Go back to the previous level,前のレベルに戻る,Вернуться на верхний уровень
text_assist_staff_enter,制作名单页面，长按空格键跳过，跳过后音乐中断，期间无法执行其他操作,製作名單頁面，長按空白鍵跳過，跳過後音樂中斷，期間無法執行其他操作,"Create a list page, long press the spacebar to skip, music will be interrupted after skipping, and no other operations can be performed during this period",リストページを作成し、スペースキーを長押ししてスキップし、スキップすると音楽が中断し、その間に他の操作を実行できない,"Создать страницу списка, пропустить длинным нажатием пробелов, пропустить после прерывания музыки, в течение которого невозможно выполнить другие действия"
text_assist_staff_exit,已退出制作名单,已退出製作名單,Retired from the production list,リストの作成を終了しました,Вышла из списка
page 1,第一页,,,,Великолепие отцвело
page 2,第二页,,,,Цветочная улица и Ивовый переулок
page 3,第三页,,,,Заключённый в стенах
page 4,第四页,,,,Друзья детства
page 5,第五页,,,,Первоклассный зелёный терем
page 6,第六页
page 7,第七页
page 8,第八页
page 9,第九页
page 10,第十页
page 11,第十一页
page 12,第十二页,,,,Медлен.
page 13,第十三页,,,,Быстр.
page 14,第十四页,,,,Низк.
page 15,第十五页,,,,Выс.
Auto,自动,,,,Язык
No.  1,存档1,,,,Режим экрана
No.  2,存档2,,,,Пропуск текста
No.  3,存档3,,,,Скорость текста
No.  4,存档4,,,,Скорость авто режима
No.  5,存档5,,,,Прозрачность окна
No.  6,存档6,,,,Общая громкость
No.  7,存档7,,,,Громкость музыки
No.  8,存档8,,,,Громкость звуков
No.  9,存档9,,,,Громкость звуков окружения
No.  10,存档10,,,,Громкость голосов
No.  11,存档11,,,,Заглушить голоса
No.  12,存档12,,,,Титры
No.  13,存档13,,,,Пропустить
No.  14,存档14
No.  15,存档15
No.  16,存档16
No.  17,存档17
No.  18,存档18
No.  19,存档19
No.  20,存档20
No.  21,存档21
No.  22,存档22
No.  23,存档23
No.  24,存档24
No.  25,存档25
No.  26,存档26
No.  27,存档27
No.  28,存档28
No.  29,存档29
No.  30,存档30
No.  31,存档31
No.  32,存档32
text_assist_gallery_back,返回上一级
text_assist_gallery_cg,画像鉴赏
text_assist_gallery_music,乐曲鉴赏
text_assist_gallery_staff,制作名单,制作名单,Staff,クレジット,Титры
text_assist_pop_button_yes,确认
text_assist_pop_button_no,取消
text_pop_title,确认选择吗？,确认选择吗？,Confirm selection?,これで決定しますか?,Подтвердить?
text_assist_operate_refused,当前模式不支持快捷操作，请手动选择返回按钮,当前模式不支持快捷操作，请手动选择返回按钮,"Please select back button,this action is not supported in current state!","Please select back button,this action is not supported in current state!",
text_assist_archive_info,"存档序号:{0},章节名:{1},历史文本:{2}","存档序号:{0},章节名:{1},历史文本:{2}","存档序号:{0},章节名:{1},历史文本:{2}","存档序号:{0},章节名:{1},历史文本:{2}",
text_assist_archice_null,空存档，序号:{0},空存档，序号:{0},空存档，序号:{0},空存档，序号:{0},
,重置选项
,结束游戏
,回到标题
,返回上一级
,返回上一级
,存档读档页面
,返回上一级
,制作名单页面，长按空格键跳过，跳过后音乐中断，期间无法执行其他操作,
