#SHEET_NAME,记-第十七回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian
,,方知宥,,,,,,,,默认135,,方知宥/31_方知宥_14,,[好，我试试看……呃，该如何穿？我不太会……］,[好，我試試看……呃，該如何穿？我不太會……］,"""Alright, I'll try it on... Um, how do I put this on? I'm not very good at this...""",「わかった、やってみよう……ええと……どう着ればいいんだ？よくわからなくて……」,"""Хорошо, попробую... Э-э, а как его надевать? Я не совсем понимаю..."""
,,林翩翩,通常,,,,,,,默认136,,林翩翩/31_林翩翩_020,,[无妨，慢慢来，我会帮你……你先脱下来现在身上穿的这件吧。］,[無妨，慢慢來，我會幫你……你先脫下來現在身上穿的這件吧。］,"""No worries, take your time. I'll help you... First, take off what you're wearing now.""",「大丈夫よ、焦らないで。手伝ってあげるから……とりあえず今着てるもの全部脱ぎましょっか」,"""Ничего, не спеши, давай я тебе помогу... Прежде всего сними то, что на тебе сейчас."""
,,,,,,,,,,默认137,,,,她浅笑，温柔而沉静地说道。,她淺笑，溫柔而沉靜地說道。,"She smiled softly, speaking with gentle calm.",彼女は微笑むと、優しく静かにそう言った。,"Мягко улыбнулась она, тон её был нежным и спокойным."
,CharacterOff,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认138,,,,[……］,[……］,"""...""",「……」,"""..."""
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认139,,,,我点了点头，于是便开始脱身上的衣物。,我點了點頭，於是便開始脫身上的衣物。,I nodded and began removing my clothes.,私は頷き、今着ている服を脱ぎ出した。,"Кивнув, я начал раздеваться."
,,,,,,,,,,默认140,,,,先前所穿的妖兵盔甲已被收缴，现在我身上只有一件常穿的儒衫、一件里裤和一条外裤。,先前所穿的妖兵盔甲已被收繳，現在我身上只有一件常穿的儒衫、一件裡褲和一條外褲。,"The demon soldier armor I had worn earlier had been confiscated, leaving me only with my usual scholar's robe, undergarments, and a pair of trousers.",それまで着ていた妖兵の鎧は既に没収されている。今残っているのはいつもの儒服と下着、そして外袴だけだ。,Ту яогуайскую броню у меня уже давно отняли - сейчас на мне из одежды был лишь обычный конфуцианский халат и штаны с подштанниками.
,,,,,,,,,,默认141,,,,——哗啦。,——嘩啦。,—Clang.,――スッ,*Шурух.*
,,,,,,,,,,默认143,,,,先是脱下单衣，露出赤裸的上身，再而是脱掉外裤，最后只穿着一件里裤，宛如要去浴场沐浴的人。,先是脫下單衣，露出赤裸的上身，再而是脫掉外褲，最後只穿著一件裡褲，宛如要去浴場沐浴的人。,"First came the shirt, exposing my bare torso, then the trousers, until I stood in just my underpants like a man readying for a bath.",まず上着を脱ぎ、上半身を露出する。その後は外袴も脱ぎ、下着一枚となった。これから沐浴に行く人のような格好だ。,"Сначала я снял халат, обнажив верхнюю часть тела, потом - штаны, оставшись в одних подштанниках, словно собирался принять ванну."
,,,,,,,,,,默认144,,,,林翩翩没有刻意在我更衣的时候回避目光。,林翩翩沒有刻意在我更衣的時候迴避目光。,Lin Pianpian made no effort to look away as I changed.,私が脱いでいる間も、翩翩は目を逸らそうとしなかった。,Линь Пяньпянь не стала специально отводить взгляд от этого процесса.
,,,,,,,,,,默认145,,,,她只是静静地看着，唇边带笑，仿佛在思忖着什么。,她只是靜靜地看著，唇邊帶笑，彷彿在思襯著什麼。,"She watched quietly, lips curved in a faint smile, as though deep in thought.",ただ静かに、口元に微笑を浮かべ、何か考えているかのようにこちらをじっと見ていた。,"Она тихо глядела на меня с лёгкой улыбкой, будто о чём-то размышляла."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认146,,方知宥/31_方知宥_15,,[好了，我脱完了。］,[好了，我脫完了。］,"""Alright, I'm done undressing.""",「脱ぎ終わったよ」,"""Всё, я разделся."""
,,,,,,,,,,默认147,,,,我虽然有些尴尬，但还是努力用平静的语气告知了她。,我雖然有些尷尬，但還是努力用平靜地語氣告知了她。,"Though somewhat embarrassed, I managed to tell her in a steady voice.",少し恥じらいつつも、つとめて冷静な口調で彼女を呼んだ。,"Хоть мне и было неловко, но я постарался сказать это ровным тоном."
,,林翩翩,微笑,,,,,,,默认148,,林翩翩/31_林翩翩_021,,[嗯，你站好，伸一下手，我帮你穿新衣服。］,[嗯，你站好，伸一下手，我幫你穿新衣服。］,"""Mm-hmm, stand still and hold out your arms. I'll help you put on the new clothes.""",「はい、じゃあそこに立って手を伸ばしておいて。着替えさせてあげるわ」,"""Угу, стой смирно, вытяни руки - я помогу тебе одеться."""
,,,,,,,,,,默认149,,,,林翩翩扬了扬下巴，向我示意。,林翩翩揚了揚下巴，向我示意。,"Lin Pianpian tilted her chin up, gesturing toward me.",翩翩が顎をしゃくって指示する。,Сделала мне Линь Пяньпянь знак подбородком.
,,方知宥,,,,,,,,默认150,,,,[……］,[……］,"""...""",「……」,"""..."""
,CharacterOff,,,,,,,,,,,,,
,FadeOut,black,,eye,,,1,,,,,,,,,,,
,BgEvent,方换装1,,,,,1,,,,,,,
,FadeIn,black,,eye,,,1,,,,,,,,,,,
,Bgm,死生别离,,,,3,3,,,,,,,,,,,
,,,,,,,,,,默认151,,,,我点了点头，依言站定，手臂向着两边伸展。,我點了點頭，依言站定，手臂向著兩邊伸展。,"I nodded and stood still as instructed, stretching my arms out to the sides.",私は頷くと言われるがままにその場に立ち、手を両側に広げた。,"Кивнув, я встал согласно её указаниям, вытянув руки по сторонам."
,,,,,,,,,,默认152,,,,她优雅地提起那件衣裙，用手指细心地理顺，然后再将找到的袖口套上我的手臂，一点点帮我打理着。,她優雅地提起那件衣裙，用手指細心地理順，然後再將找到的袖口套上我的手臂，一點點幫我打理著。,"She gracefully lifted the dress, smoothing it meticulously with her fingers before sliding the sleeves onto my arms, attending to every detail as she dressed me.",彼女は優雅にその衣装を持ち上げ、指で丁寧に整えると、袖口を私の腕にそっと通し、身なりを整えていった。,"Она изящным движением подняла платье, тщательно расправила его, после чего просунула мои руки в рукава и стала подгонять одежду по моему телу."
,,,,,,,,,,默认153,,,,继而，她为我系好裙腰，将之绕至我的身后，手指灵巧地勾着系带，穿过三四个裙门，为我打好了结扣。,繼而，她為我繫好裙腰，將之繞至我的身後，手指靈巧地勾著繫帶，穿過三四個裙門，為我打好了結扣。,"Then she fastened the waistband, wrapping it around to my back, her nimble fingers threading the ties through three or four dress openings before securing them with a knot.",続けて腰帯を結んで私の後ろに通すと、慣れた手つきで結い紐を引っかけ、裳の穴に通していくと、きっちりと結び目を作る。,"Закончив, она завязала мне пояс - сначала завела его за спину, пальцами ловко продела завязки через три-четыре петли и закрепила их узлом."
,,方知宥,,,,,,,,默认154,,方知宥/31_方知宥_16,,[有点紧。］,[有點緊。］,"""It's a bit tight.""",「少しきついな」,"""Тесновато."""
,,,,,,,,,,默认155,,,,衣裙差不多穿好后，我说出了当下的感受。,衣裙差不多穿好後，我說出了當下的感受。,"As the dress was nearly adjusted, I expressed my thoughts aloud.",ほぼ着終わった頃に、今の感覚を彼女に漏らした。,"Поведал я о своих ощущениях, когда платье уже было почти надето."
,,林翩翩,,,,,,,,默认156,,林翩翩/31_林翩翩_022,,[忍忍，不过还没完事，我还要简单给你上个妆。］,[忍忍，不過還沒完事，我還要簡單給你上個妝。］,"""Endure it a little longer—we're not finished. I still need to apply some light makeup.""",「耐えて、これで終わりじゃないわよ。まだ簡単な化粧もしてあげなきゃいけないんだから」,"""Потерпи. Но мы ещё не закончили - мне ещё нужно будет тебя немного накрасить."""
,,方知宥,,,,,,,,默认157,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认158,,,,我点了点头，同意了她的提议。,我點了點頭，同意了她的提議。,I nodded in agreement to her proposal.,私は頷き、彼女の言う通りにする。,"Я кивнул, соглашаясь."
,,,,,,,,,,默认159,,,,我现在这身打扮，仅仅只是换了身女装，若是妖兵举着灯往我脸上照，还是很容易识破我。,我現在這身打扮，僅僅只是換了身女裝，若是妖兵舉著燈往我臉上照，還是很容易識破我。,"In this outfit, having only changed into women's attire, if the demon soldiers were to shine a light directly on my face, they'd still see through my disguise easily.",今のままでは服を女物に着替えただけだ。妖兵が灯りで私の顔を照らせば、すぐにばれてしまう。,"Если я буду просто в женском наряде, то яогуаям достаточно будет осветить моё лицо, чтобы разоблачить меня."
,,,,,,,,,,默认160,,,,若是再上个妆，略施粉黛，才能称得上以假乱真。,若是再上個妝，略施粉黛，才能稱得上以假亂真。,Only with some light makeup—a touch of powder and rouge—could it truly deceive the eye.,化粧をして白粉をつけてようやく、見分けがつかなくなるというわけだ。,Только с помощью пудры и краски можно будет сделать эту маскировку убедительной.
,,林翩翩,微笑,,,,,,,默认161,,林翩翩/31_林翩翩_023,,[知宥，你稍等片刻，我去取上妆用的东西。],[知宥，你稍等片刻，我去取上妝用的東西。],"""Zhiyou, wait here a moment. I'll fetch the makeup supplies.""",「知宥、ちょっと待ってて。お化粧用品を取ってくるわ」,"""Чжию, подожди немного, я принесу туалетные принадлежности."""
,CharacterOff,,,,,,1,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,BgOff,,,,,,1,,,,,,,,,,,
,Bg,藏身处夜,,,,,0.5,,,,,,,,,,,
,Tween,BG,ScaleTo,x=1 y=1 time=0,,,,,,,,,,,,,,
,Tween,BG,MoveTo,x=0 y=0 time=0,,,,,,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认162,,,,林翩翩先是吩咐了一句后，便转身出门了。,林翩翩先是吩咐了一句後，便轉身出門了。,"After giving these instructions, Lin Pianpian turned and walked out.",翩翩はそう言い残すと、外に出て行った。,"Дав мне указания, Линь Пяньпянь ненадолго вышла за дверь."
,,,,,,,,,,默认163,,,,……,……,...,……,...
,,,,,,,,,,默认164,,,,不多时，她不知从哪弄来一个檀木妆匣，还弄来一盆清水。,不多時，她不知從哪弄來一個檀木妝匣，還弄來一盆清水。,"Before long, she somehow procured a sandalwood dressing case and a basin of clean water.",程なくして、どこからか檀木の化粧箱と盆に入った水を持って戻ってきた。,"Вскоре она вернулась, держа сандаловый ларец с зеркалом, а также тазик с чистой водой."
,,,,,,,,,,默认165,,,,她在我身旁坐下。,她在我身旁坐下。,She sat down beside me.,私の傍に膝をつく彼女。,Она села подле меня.
,,,,,,,,,,默认166,,,,我们挨得极近，近得使我能闻到她身上清雅的花香味，能看到她的睫毛在眼下投出的小片阴影。,我們挨得極近，近得使我能聞到她身上清雅的花香味，能看到她的睫毛在目前投出的小片陰影。,We sat so close that I could smell her delicate floral fragrance and see the faint shadows her eyelashes cast beneath her eyes.,あまりの距離の近さに、彼女の体から漂うすっきりとした花の香りや、睫毛が目の下に落としている小さな影すらもはっきりわかるほどだった。,"Мы были так близко, что я мог чувствовать тонкий цветочный аромат её кожи, а также видеть маленькие тени, отбрасываемые её ресницами."
,,林翩翩,莞尔一笑,,,,0.5,,,默认167,,林翩翩/31_林翩翩_024,,[好了，要开始了。］,[好了，要開始了。］,"""Alright, we’re about to begin.""",「さ、始めましょうか」,"""Ну что ж, приступим."""
,BgEvent,方换装2,,,,,1,,,,,,,
,,,,,,,,,,默认168,,,,林翩翩淡然一笑，她将一块手绢放在清水里，用它在清水里打出水花，再而拾起，拧至半干，轻轻擦拭我的脸庞。,林翩翩淡然一笑，她將一塊手絹放在清水裡，用它在清水裡打出水花，再而撿起，擰至半乾，輕輕擦拭我的臉龐。,"Lin Pianpian gave a faint smile. She dipped a handkerchief into the water, swirled it gently, then lifted it, wrung it until damp, and softly dabbed my face.",彼女はくすりと微笑むと、手ぬぐいを水に浸し、水滴を跳ねさせながらそれを取り出して搾ると、軽く私の顔を拭いた。,"Слегка улыбнувшись, Линь Пяньпянь окунула в воду платок, поводила им, создав рябь, затем вынула, отжала до полусухого состояния и аккуратно вытерла им мне лицо."
,,林翩翩,微笑,,,,,,,默认169,,林翩翩/31_林翩翩_025,,[知宥，来，闭眼。］,[知宥，來，閉眼。］,"""Zhiyou, come—close your eyes."" Fang Zhiyou",「知宥、目を閉じて」「……」,"""Чжию, теперь закрой глаза."""
,,,,,,,,,,默认170,,,,她语气轻柔，如母亲哄着孩童。,她語氣輕柔，如母親哄著孩童。,"Her voice was soft, like a mother coaxing a child.",母親が子供に言い聞かせるような、優しい言い方だ。,"Тон её был мягким, словно у матери, уговаривающей ребёнка."
,,方知宥,,,,,,,,默认171,,,,[……],[……],"""...""",「……」,"""..."""
,FadeOut,black,,,,,2,,,,,,,,,,,
,BgEvent,方换装3,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认172,,,,我照做，很快便闭上了双眼，眼前的一切都黑了下来。,我照做，很快便閉上了雙眼，眼前的一切都黑了下來。,"I obeyed, closing my eyes shortly after. The world around me faded to black.",彼女の言う通りに両目を閉じると、目の前が真っ暗になった。,Я послушно закрыл глаза - всё погрузилось в темноту.
,,,,,,,,,,默认173,,,,我看不到她的面容，却感觉她离我更近了。,我看不到她的面容，卻感覺她離我更近了。,"Though her face remained unseen, I sensed her presence drawing closer.",顔は見えないが、彼女がさらに近付いていることはわかった。,"Я не видел её лица, но почувствовал, что она придвинулась ещё ближе ко мне."
,Se,心跳,,,,,,,,默认174,,,,我的鼻息间尽是她身上的香气，甚至脸庞上都有她呼出的气息——她几乎是将脸凑到了我面前。,我的鼻息間盡是她身上的香氣，甚至臉龐上都有她呼出的氣息——她幾乎是將臉湊到了我面前。,"The scent of her perfume enveloped me, her warm breath brushing my cheek—she'd brought her face perilously close.",彼女の香りで花がいっぱいになり、顔にかかる息遣いすら感じる――顔がくっつきそうなほど近づけているようだ。,"Мои ноздри наполнил её аромат, и я почувствовал тепло её дыхания на своих щеках - она почти соприкоснулась своим лицом с моим."
,FadeIn,black,,,,,1,,,,,,,,,,,
,,林翩翩,,,,,,,,默认175,,,,[……］,[……］,"""...""",「……」,"""..."""
,,,,,,,,,,默认176,,,,她渐渐沉默了。,她漸漸沉默了。,Her words trailed off into silence.,彼女の口数が徐々に減っていった。,Постепенно она умолкла.
,BgEvent,方换装4,,,,,1,,,,,,,
,,,,,,,,,,默认177,,,,她手上的动作慢了下来，正当我开始疑惑地时候，她将沾着粉末的手指点在了我的脸上，缓缓涂抹。,她手上的動作慢了下來，正當我開始疑惑地時候，她將沾著粉末的手指點在了我的臉上，緩緩塗抹。,"Her hands paused mid-motion. As I grew puzzled, she touched her powdered finger to my cheek and began spreading it with deliberate slowness.",手の動きもゆっくりになっていく。私が戸惑い始めたその時、彼女は粉のついた指を私の顔に当て、ゆっくりと塗りつけていった。,"Движения её замедлились. Когда я уже начал было недоумевать, она коснулась моего лица своими припудренными пальцами и начала аккуратно наносить пудру."
,,,,,,,,,,默认178,,,,金粉被她点到了眼睑和眼尾，玉簪粉则被她点到了脸颊上。,金粉被她點到了眼瞼和眼尾，玉簪粉則被她點到了臉頰上。,"She dabbed the gold powder on my eyelids and outer corners, while the jade powder was applied to my cheeks.",金粉が瞼と目尻に、玉簪粉が頬にそっとつけられる。,"Золотую пудру она нанесла на веки и уголки глаз, а пудру из хосты - на щёки. <i>(Хоста подорожниковая - цветковое растение из Восточной Азии)</i>"
,,林翩翩,,,,,,,,默认179,,,,[……］,[……］,"""...""",「……」,"""..."""
,BgEvent,方换装5,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认180,,,5,涂完粉后，她又用手指沾了点胭脂。,塗完粉後，她又用手指沾了點胭脂。,"After applying the powder, she dipped her fingers into some rouge.",一通り粉をつけ終えると、こんどは指で臙脂を乗せた。,"Закончив наносить пудру, она добавила пальцами немного румян."
,,,,,,,,,,默认181,,,,她将胭脂涂抹在我的唇上，将之点染为朱红色，动作极缓极慢。,她將胭脂塗抹在我的唇上，將之點染為朱紅色，動作極緩極慢。,"She brushed the rouge onto my lips, staining them vermilion, her movements slow and deliberate.",ゆっくりと私の唇にそれを塗っていき、徐々に朱色に染めていく。その動きは、とてもゆっくりとしていた。,"Она нанесла их на мои губы тщательными и неторопливыми движениями, окрасив их в алый цвет."
,,,,,,,,,,默认182,,,,等到妆容将成之时，我突然听到她的笑声——,等到妝容將成之時，我突然聽到她的笑聲——,"Just as the makeup was nearly finished, I suddenly heard her laughter—",化粧がようやく終わると、彼女の笑い声が聞こえた――,"Когда она закончила накрашивать моё лицо, я вдруг услышал её смех:"
,,林翩翩,笑出眼泪,,,,,,,默认183,,林翩翩/31_林翩翩_026,,[噗……哈哈哈哈哈哈……哈哈哈哈。],[噗……哈哈哈哈哈哈……哈哈哈哈。],"""Pfft... hahahaha... HAHAHAHA.""",「ぷっ……あはは……あーっはははは」,"""Пф-ф-ф... Ха-ха-ха-ха-ха-ха... Ха-ха-ха-ха."""
,,,,,,,,,,默认184,,,,她忽然笑出声来。,她忽然笑出聲來。,She suddenly burst out laughing.,唐突に彼女が声を上げて笑い出した。,"Ни с того, ни с сего захохотала она."
,BgEvent,方换装6,,,,,1,,,,,,6,
,,,,,,,,,,默认185,,,,我疑惑地睁开了眼，看到她时，正见到她笑得花枝乱颤，甚至眼角都沁出了泪花。,我疑惑地睜開了眼，看到她時，正見到她笑得花枝亂顫，甚至眼角都沁出了淚花。,"I opened my eyes in confusion to see her shaking with laughter, tears even welling up in the corners of her eyes.",不思議に思って目を開けると、けらけらと目に涙まで浮かべて笑いこけている。,"Оторопело раскрыв глаза, я увидел, как она весело ухохатывается надо мной - так, что у неё даже выступили слёзы."
,,林翩翩,,,,,,,,默认186,,,,[……］,[……］,"""...""",「……」,"""..."""
,,方知宥,,,,,,,,默认187,,方知宥/31_方知宥_17,,[呃，你为何突然发笑？莫非是把我画丑了？],[呃，你為何突然發笑？莫非是把我畫醜了？],"""Huh, why did you suddenly laugh? Did you draw me ugly?""",「おいおい、どうして笑い出したんだ？まさか私の顔に落書きでもしたわけじゃないだろうな」,"""Эй, ты чего смеёшься? Что, так уродливо меня накрасила, что ли?"""
,,,,,,,,,,默认188,,,,我尴尬地笑了笑。,我尷尬地笑了笑。,I forced an awkward laugh.,どぎまぎしつつ釣られて笑う私。,Смущённо улыбнулся я.
,,林翩翩,莞尔一笑,,,,,,,默认189,,林翩翩/31_林翩翩_027,,[哈哈，不是，妆化得挺好的……只是越画越觉得你这脸真好看呀……扮作女子，更好看了。］,[哈哈，不是，妝化得挺好的……只是越畫越覺得你這臉真好看呀……扮作女子，更好看了。］,"""Haha, no, the makeup is well done... But the more I paint, the more I realize how lovely your face is... You look even more beautiful dressed as a woman.""",「いやいや、ちゃーんとお化粧してあげたわ……でも描けば描くほど美人になっちゃうから……女の子に扮すると、もっといい顔になるわよ」,"""Ха-ха, да нет, накрасила очень даже хорошо... Просто чем больше тебя красила, тем больше твоё лицо мне казалось милым... А теперь, когда оно совсем как у женщины, то стало ещё милее."""
,,方知宥,,,,,,,,默认190,,,,[……］,[……］,"""...""",「……」,"""..."""
,,林翩翩,媚笑,,,,,,,默认191,,林翩翩/31_林翩翩_028,,[我若是男子，见到你这般模样，怕是第一眼便会喜欢上了——会喜欢一辈子的。］,[我若是男子，見到你這般模樣，怕是第一眼便會喜歡上了——會喜歡一輩子的。］,"""Were I a man, seeing you like this, I'd have fallen for you at first sight—and loved you all my life.""",「あたしが男だったら、一目あんたの顔を見ただけで好きになっちゃうかも――一生ね」,"""Будь я мужчиной, то, увидев тебя, наверно, в миг бы втюрилась с первого взгляда - на всю жизнь."""
,CharacterOff,,,,,,,,,,,,,
,BgEvent,方换装7,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认192,,,,她笑着说着，越说到后面声音越低，也越显得温柔。,她笑著說著，越說到後面聲音越低，也越顯得溫柔。,"She spoke with a smile, her voice growing softer and more tender as she continued.",笑いながらそう言う彼女。後半になるにつれ声は落ち着き、優しい口ぶりになっていった。,Со смехом говорила она - но под конец её слова прозвучали тише и с какой-то нежностью.
,,,,,,,,,,默认193,,,,不知是不是我的错觉。,不知是不是我的錯覺。,Maybe it was just my imagination.,気のせいだろうか。,"Возможно, мне просто показалось."
,,,,,,,,,,默认194,,,,总觉得，她说最后这句话时，眼里仿佛萦绕着一层晶亮的水汽，这显得她像是在哭。,總覺得，她說最後這句話時，眼裡彷彿縈繞著一層晶亮的水氣，這顯得她像是在哭。,"Somehow, when she spoke those final words, her eyes seemed to shimmer with unshed tears, making her appear on the verge of crying.",最後の一言を放った時、まるで泣いているかのように、彼女の目にきらめく涙が浮かんでいるように見えた。,"Но у меня было ощущение, словно на последних словах её глаза слегка подёрнулись влагой, будто она плачет."
,,,,,,,,,,默认195,,,,然而，这些微的悲伤的神情，被她那抹极其鲜艳的笑容所遮掩了，便显得朦朦胧胧……几乎无法让人确信。,然而，這些微的悲傷的神情，被她那抹極其鮮艷的笑容所遮掩了，便顯得朦朦朧朧……幾乎無法讓人確信。,"Yet these faint traces of sorrow were veiled by her strikingly vivid smile, making them indistinct... almost impossible to discern.",しかし、その微かな悲しげな表情は、鮮やかな笑顔に覆い隠され、かすんで見えた……だから確信は持てない。,"Однако эту мимолётную нотку печали полностью застилало её смеющееся выражение, делая её едва уловимой... так что нельзя было сказать наверняка."
,StopVoice,,,,,,1,,,,,,,,,,,
,FadeOut,black,,,,,1,,,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,,,,,,,,,,默认196,,,,……,……,...,……,...
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,BgOff,,,,,,1,,,,,,,,,,,
,Bg,扬州西商街屠杀,,,,,1,,,,,,,,,,,
,Tween,BG,ScaleTo,x=1 y=1 time=0,,,,,,,,,,,,,,
,Tween,BG,MoveTo,x=0 y=0 time=0,,,,,,,,,,,,,,
,,,,,,,,,,默认197,,,,为我上完妆后，林翩翩便带着我出了门。,為我上完妝後，林翩翩便帶著我出了門。,"After doing my makeup, Lin Pianpian took me outside.",完全に女装を終えると、翩翩が私を外に連れ出した。,"Закончив накрашивать меня, Линь Пяньпянь повела меня наружу."
,,,,,,,,,,默认198,,,,这几日一直都在下雨，出门前，我便担心会不会突然下起雨来，冲毁了好不容易化好的妆容。,這幾日一直都在下雨，出門前，我便擔心會不會突然下起雨來，沖毀了好不容易化好的妝容。,"It had been raining continuously for days. Before leaving, I worried it might suddenly pour again, ruining my carefully done makeup.",ここ数日はずっと雨だった。外に出る前、にわか雨でせっかくの化粧が台無しになってしまうのではないかと心配していた。,"Все эти дни то и дело лил дождь - я беспокоился, как бы он опять не полил и не испортил всю нашу тщательную маскировку."
,,,,,,,,,,默认199,,,,不过，我们的运气不错，此时此刻，天上正好没有下雨，唯有一些屋檐上会滴落些许残留的雨滴，敲打着檐下的青石，似乎在模仿着雨声。,不過，我們的運氣不錯，此時此刻，天上正好沒有下雨，唯有一些屋簷上會滴落些許殘留的雨滴，敲打著簷下的青石，似乎在模仿著雨聲。,"But we were lucky. At that moment, the sky held no rain—only occasional droplets fell from the eaves, tapping against the bluestones below like an echo of rainfall.",しかし運よくちょうど雨が上がっていた。屋根からぽたぽたと溜まっていた雨粒が落ち、青煉瓦の石畳を打つ音が雨音のように聞こえていただけだった。,"К счастью, нам повезло - дождя не было, лишь с карнизов крыш падали оставшиеся капли, стуча по дорожным камням, что звуком напоминало дождь."
,,,,,,,,,,默认200,,,,我们踏在泥泞而晦暗的道路上，鼻息间混杂着血腥味。,我們踏在泥濘而晦暗的道路上，鼻息間混雜著血腥味。,"We trudged along the muddy, gloomy road, the metallic tang of blood lingering in our breaths.",ぬかるんだ暗い道を進んでいく。空気に鉄臭さが混じっていた。,"Мы шли по грязным, слабо освещённым улицам, в воздухе витал запах крови."
,,,,,,,,,,默认201,,,,走了许久后，我愈发觉得周围的环境熟悉。,走了許久後，我越來越覺得周圍的環境熟悉。,"After walking for some time, the surroundings grew increasingly familiar.",歩いて行くうちに、周囲の景色が見慣れたものになっていることに気付いた。,"Пройдя какое-то время, я стал ощущать, что окрестности становятся всё более знакомыми."
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,,方知宥,,,,,,,,默认202,,方知宥/31_方知宥_18,,[这里……似乎是在西商街附近？],[這裡……似乎是在西商街附近？],"""This place... seems to be near Shanxi Merchants Street?""",「ここは……商人街のあたりのようだが？」,"""Мы же... вроде бы рядом с улицей западных торговцев?"""
,,,,,,,,,,默认203,,,,我看了看四周，问着身旁的林翩翩。,我看了看四周，問著身旁的林翩翩。,I glanced around and asked Lin Pianpian beside me.,辺りを見回し、隣にいる翩翩にそう尋ねる。,"Оглядевшись, спросил я идущую рядом Линь Пяньпянь."
,,林翩翩,微笑,,,,,,,默认204,,林翩翩/31_林翩翩_029,,[是，在西商街附近，离你家和二十四桥都不算远。],[是，在西商街附近，離你家和二十四橋都不算遠。],"""Yes, near Shanxi Merchants Street - not far from your home or the Twenty-Four Bridges.""",「うん。商人街の近く、知宥の家や二十四橋からもそう遠くない場所よ」,"""Да, рядом с ней, отсюда и до твоего дома не так далеко - как и до Двадцать четвёртого моста."""
,,,,,,,,,,默认205,,,,林翩翩淡笑着对我答道。,林翩翩淡笑著對我答道。,Lin Pianpian answered with a faint smile.,翩翩が笑って答えた。,С лёгкой улыбкой ответила она.
,,方知宥,,,,,,,,默认206,,,,[……］,[……］,"""...""",「……」,"""..."""
,CharacterOff,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认212,,,,[……],[……],"""...""",「……」,"""..."""
,,,,,,,,,,默认213,,,,看天色，此时大概是亥时或子时。,看天色，此時大概是亥時或子時。,"Judging by the sky, it's probably around the hour of boar or the hour of rat now.",空を見る。今は亥の刻か……子の刻だろうか。,"Судя по цвету неба, сейчас уже должна быть <ruby=21:00-23:00>стража Свиньи</ruby> или <ruby=23:00-01:00>стража Крысы</ruby>."
,,,,,,,,,,默认214,,,,那这么推算的话……我和良叔他们大概已分开了七八个时辰，也不知他们现下如何？,那這麼推算的話……我和良叔他們大概已分開了七八個時辰，也不知他們現下如何？,If so... Uncle Liang and I have been separated for about a solid fourteen or so hours. I wonder how they're faring?,そこから計算すると……良たちと別れてからおよそ七八刻ほどになる。彼らは今どうしているだろうか。,"Если посчитать... Получается, что мы с дядюшкой Ляном и Цуй'эр уже семь-восемь страж как разминулись - интересно, как они там сейчас?"
,,,,,,,,,,默认215,,,,他们应当早就到浮光茶舍了吧？此刻或许已经带着人去泠音阁了，不知道这一路是否顺利？,他們應當早就到浮光茶舍了吧？此刻或許已經帶著人去泠音閣了，不知道這一路是否順利？,"They should have reached Floating Light Teahouse long ago, right? Perhaps he has already taken people to <ruby=泠音>Lingyin</ruby> Pavilion by now—I wonder if the journey went smoothly?",もう浮光茶舎には着いているだろうか。今の時刻なら、既に皆を連れて泠音閣に向かっているかもしれない。無事に道中を乗り切れただろうか。,"Они, наверно, уже давно добрались до чайной? Возможно, они уже идут с остальными до Мелодичного павильона - удастся ли им добраться без происшествий?"
,,,,,,,,,,默认216,,,,等见完鹂儿后，就去泠音阁找他们吧。,等見完鸝兒後，就去泠音閣找他們吧。,"After meeting Li'er, let's go to <ruby=泠音>Lingyin</ruby> Pavilion to find them.",鵹児に会ったら、泠音閣に行って彼らと会おう。,"После того, как поговорю с Ли'эр, нужно будет отправиться к Мелодичному павильону."
